Local time in Da Qaidam,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 02:00,-14.1,516.1,770.8,,54,Wind blowing from the north-northeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-2.9,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
04.02.2020 23:00,-13.1,516.2,775.6,,58,Wind blowing from the south-east,1,,3,, ,,,-23.5,-2.9,,,,,,30.0,-19.6,No precipitation,6,,,,
04.02.2020 20:00,-10.1,516.2,777.4,0.1,48,Calm  no wind,0,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-2.9,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
04.02.2020 17:00,-4.0,516.1,773.5,,32,Wind blowing from the west,2,,4,no clouds, ,,,-23.5,-2.9,,,,,,30.0,-18.3,No precipitation,6,,,,
04.02.2020 14:00,-7.1,517.5,776.2,,37,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-4.7,,,,,,30.0,-19.6,No precipitation,12,,,,
04.02.2020 11:00,-16.2,518.3,781.0,,58,Calm  no wind,0,,,no clouds, ,,,,,,,,,,30.0,-22.7,,,,,,
04.02.2020 08:00,-22.1,517.7,779.9,0.2,62,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-4.7,,,,,,30.0,-27.4,No precipitation,12,,,,
04.02.2020 05:00,-21.8,517.5,776.0,,60,Wind blowing from the east,1,,3,, ,,,-26.0,-4.7,,,,,,30.0,-27.5,No precipitation,6,,,,
04.02.2020 02:00,-19.8,517.8,778.0,,59,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-4.7,,,2500 or more  or no clouds.,,,30.0,-25.8,No precipitation,12,,,,
03.02.2020 23:00,-16.7,517.8,780.5,,52,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,30.0,-24.3,,,,,,
03.02.2020 20:00,-10.6,517.7,781.3,0.1,46,Wind blowing from the south-southeast,0,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-4.7,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
03.02.2020 17:00,-4.9,517.6,777.5,,13,Wind blowing from the north,2,,3,20–30%., ,,,-26.0,-4.8,,,2500 or more  or no clouds.,,,30.0,-29.1,No precipitation,6,,,,
03.02.2020 14:00,-9.2,518.2,779.5,-0.8,29,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-5.0,,,,,,30.0,-24.0,No precipitation,12,,,,
03.02.2020 11:00,-16.6,519.0,783.3,,57,Wind blowing from the west-northwest,0,,,no clouds, ,,,,,,,,,,30.0,-23.1,,,,,,
03.02.2020 08:00,-24.3,518.4,782.5,-0.3,74,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-5.0,,,,,,30.0,-27.6,No precipitation,12,,,,
03.02.2020 05:00,-23.9,518.7,779.3,,70,Calm  no wind,0,,,, ,,,-25.4,-5.0,,,,,,30.0,-27.8,No precipitation,6,,,,
03.02.2020 02:00,-21.4,519.3,781.3,-0.5,70,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-5.0,,,2500 or more  or no clouds.,,,30.0,-25.4,No precipitation,12,,,,
02.02.2020 23:00,-18.4,519.8,784.8,,60,Calm  no wind,0,,,, ,,,-25.4,-5.0,,,,,,30.0,-24.3,No precipitation,6,,,,
02.02.2020 20:00,-10.9,519.8,784.8,0.3,31,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-5.0,,,,,,30.0,-24.7,No precipitation,12,,,,
02.02.2020 17:00,-5.1,519.5,778.9,,23,Wind blowing from the west-southwest,1,,3,no clouds, ,,,-25.4,-5.0,,,,,,30.0,-23.0,No precipitation,6,,,,
02.02.2020 14:00,-9.7,520.2,782.5,-0.6,33,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-5.3,,,,,,30.0,-23.0,No precipitation,12,,,,
02.02.2020 11:00,-17.1,520.8,787.0,,51,Wind blowing from the south-west,0,,,no clouds, ,,,,,,,,,,30.0,-24.8,,,,,,
02.02.2020 08:00,-24.6,519.8,785.8,0.5,63,Wind blowing from the north-east,0,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-5.3,,,2500 or more  or no clouds.,,,30.0,-29.6,No precipitation,12,,,,
02.02.2020 05:00,-21.4,519.3,779.3,,59,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,30.0,-27.3,,,,,,
02.02.2020 02:00,-21.2,518.7,778.8,-0.2,57,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-5.3,,,2500 or more  or no clouds.,,,30.0,-27.5,No precipitation,12,,,,
01.02.2020 23:00,-19.5,518.9,780.1,,65,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-24.4,,,,,,
01.02.2020 20:00,-12.5,518.4,777.5,,38,Wind blowing from the north-east,1,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-5.3,,,2500 or more  or no clouds.,,,30.0,-23.9,No precipitation,12,,,,
01.02.2020 17:00,-6.1,517.5,771.9,,25,Wind blowing from the west-northwest,3,,7,no clouds, ,,,-16.2,-4.8,,,,,,30.0,-23.0,No precipitation,6,,,,
01.02.2020 14:00,-7.0,517.7,772.0,-0.3,55,Wind blowing from the west,3,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-4.7,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
01.02.2020 11:00,-10.5,518.0,776.5,,59,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-17.0,,,,,,
01.02.2020 08:00,-14.4,516.5,774.9,,67,Wind blowing from the south-east,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
01.02.2020 05:00,-13.4,516.3,769.5,,64,Wind blowing from the north-northeast,2,,4,, ,,,-23.7,-4.7,,,,,,30.0,-18.8,No precipitation,6,,,,
01.02.2020 02:00,-12.2,516.3,770.8,-0.3,57,Wind blowing from the north-northeast,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-4.7,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
31.01.2020 23:00,-15.7,516.6,777.3,,72,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-19.6,,,,,,
31.01.2020 20:00,-12.8,516.0,779.0,,51,Wind blowing from the north-east,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-4.7,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,12,,,,
31.01.2020 17:00,-4.9,515.6,773.2,,28,Wind blowing from the west,2,,3,20–30%., ,,,-23.7,-4.7,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,6,,,,
31.01.2020 14:00,-8.3,516.0,775.3,-0.6,38,Wind blowing from the north-east,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-4.9,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
31.01.2020 11:00,-15.4,516.6,779.0,,49,Wind blowing from the east,0,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-23.7,,,,,,
31.01.2020 08:00,-22.5,515.5,778.6,0.4,67,Wind blowing from the north,0,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-4.9,,,2500 or more  or no clouds.,,,30.0,-27.0,No precipitation,12,,,,
31.01.2020 05:00,-21.8,515.1,773.0,,66,Wind blowing from the east-northeast,1,,3,, ,,,-23.4,-4.9,,,,,,30.0,-26.4,No precipitation,6,,,,
31.01.2020 02:00,-20.9,515.7,775.2,-0.2,72,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-4.9,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
30.01.2020 23:00,-18.6,515.9,779.6,,69,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-22.9,,,,,,
30.01.2020 20:00,-13.5,515.6,779.2,0.2,50,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-4.9,,,,,,30.0,-21.7,No precipitation,12,,,,
30.01.2020 17:00,-5.7,515.4,773.1,,35,Wind blowing from the north-east,1,,,no clouds, ,,,-23.4,-5.0,,,,,,30.0,-18.7,No precipitation,6,,,,
30.01.2020 14:00,-9.0,516.4,775.6,-1.2,51,Wind blowing from the west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-5.0,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
30.01.2020 11:00,-18.0,517.6,781.1,,61,Wind blowing from the north-northeast,1,,,40%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-23.7,,,,,,
30.01.2020 08:00,-23.3,517.1,781.0,-0.1,70,Wind blowing from the north-northeast,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-5.0,,,2500 or more  or no clouds.,,,30.0,-27.2,No precipitation,12,,,,
30.01.2020 05:00,-21.2,517.2,775.8,,68,Wind blowing from the south-southwest,1,,5,, ,,,-24.5,-5.0,,,,,,30.0,-25.5,No precipitation,6,,,,
30.01.2020 02:00,-19.7,517.9,778.4,-0.6,68,Wind blowing from the west-southwest,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-5.0,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,12,,,,
29.01.2020 23:00,-16.8,518.5,781.3,,56,Wind blowing from the east-northeast,1,,3,, ,,,-24.5,-5.0,,,,,,30.0,-23.5,No precipitation,6,,,,
29.01.2020 20:00,-12.7,518.7,783.1,0.0,56,Wind blowing from the north-east,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-5.0,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,12,,,,
29.01.2020 17:00,-5.7,518.7,777.8,,37,Wind blowing from the west,1,,3,, ,,,-24.5,-5.2,,,,,,30.0,-18.1,No precipitation,6,,,,
29.01.2020 14:00,-9.9,519.7,781.0,,57,Wind blowing from the west,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-5.3,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
29.01.2020 11:00,-16.0,520.4,785.3,,70,Wind blowing from the west,1,,,no clouds, ,,,,,,,,,,30.0,-20.2,,,,,,
29.01.2020 08:00,-22.9,519.7,784.1,0.3,78,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-5.3,,,,,,30.0,-25.7,No precipitation,12,,,,
29.01.2020 05:00,-21.0,519.4,779.0,,72,Calm  no wind,0,,,, ,,,-23.1,-5.3,,,,,,30.0,-24.7,No precipitation,6,,,,
29.01.2020 02:00,-19.5,519.6,779.5,,76,Wind blowing from the east-northeast,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-5.3,,,2500 or more  or no clouds.,,,30.0,-22.7,No precipitation,12,,,,
28.01.2020 23:00,-18.8,519.5,782.1,,75,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-22.1,,,,,,
28.01.2020 20:00,-11.7,519.0,781.8,0.6,60,Wind blowing from the east-northeast,1,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-5.3,,,1000-1500,,,30.0,-17.9,No precipitation,12,,,,
28.01.2020 17:00,-5.8,518.4,776.7,,55,Wind blowing from the west-northwest,2,,9,20–30%., ,,,-23.1,-5.3,,,1000-1500,,,30.0,-13.6,No precipitation,6,,,,
28.01.2020 14:00,-7.8,518.4,777.4,,46,Wind blowing from the west-northwest,0,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-5.4,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
28.01.2020 11:00,-13.0,518.1,779.1,,59,Wind blowing from the west,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,29.0,-19.5,,,,,,
28.01.2020 08:00,-20.9,516.7,778.9,0.6,76,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-5.4,,,2500 or more  or no clouds.,,,30.0,-24.0,No precipitation,12,,,,
28.01.2020 05:00,-19.7,516.1,773.9,,66,Wind blowing from the east-northeast,2,,,, ,,,-23.4,-5.4,,,,,,30.0,-24.4,No precipitation,6,,,,
28.01.2020 02:00,-18.9,516.3,774.7,0.3,62,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-5.4,,,2500 or more  or no clouds.,,,30.0,-24.5,No precipitation,12,,,,
27.01.2020 23:00,-17.3,516.0,777.6,,56,Wind blowing from the north-east,1,,,, ,,,,,,,,,,30.0,-24.0,,,,,,
27.01.2020 20:00,-12.5,515.4,778.0,0.1,51,Wind blowing from the east-northeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-5.4,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,12,,,,
27.01.2020 17:00,-6.9,515.3,774.4,,35,Wind blowing from the north-northwest,1,,3,40%., ,,,-23.4,-5.4,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,6,,,,
27.01.2020 14:00,-8.4,515.6,774.4,-0.4,39,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-5.4,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
27.01.2020 11:00,-15.8,516.0,778.6,,63,Wind blowing from the west,1,,,60%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-21.2,,,,,,
27.01.2020 08:00,-22.7,515.0,778.0,0.1,75,Wind blowing from the east,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-5.4,,,2500 or more  or no clouds.,,,30.0,-25.9,No precipitation,12,,,,
27.01.2020 05:00,-22.7,514.9,773.4,,75,Calm  no wind,0,,,, ,,,-24.4,-5.4,,,,,,30.0,-25.9,No precipitation,6,,,,
27.01.2020 02:00,-20.3,515.2,773.9,-0.3,74,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-5.4,,,2500 or more  or no clouds.,,,30.0,-23.7,No precipitation,12,,,,
26.01.2020 23:00,-18.9,515.5,777.6,,69,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,30.0,-23.2,,,,,,
26.01.2020 20:00,-13.6,515.1,778.6,0.2,54,Wind blowing from the east,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-5.4,,,,,,30.0,-21.1,No precipitation,12,,,,
26.01.2020 17:00,-6.0,514.9,771.8,,38,Wind blowing from the west,2,,3,20–30%., ,,,-24.4,-5.2,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,6,,,,
26.01.2020 14:00,-8.5,515.6,772.7,-0.5,38,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-5.2,,,,,,30.0,-20.3,No precipitation,12,,,,
