Local time in Chenzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 05:00,12.8,729.4,762.4,,91,Wind blowing from the south-southeast,10,,,, ,,,,,,,,,,30.0,11.4,,,,,,
06.02.2020 02:00,12.7,730.9,764.1,-1.5,98,Wind blowing from the south,8,,13,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,12.7,,,2500 or more  or no clouds.,,,30.0,12.4,3.0,12,,,,
05.02.2020 23:00,10.1,732.4,765.7,,99,Wind blowing from the north-east,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.7,10.6,,,,,,1.0,9.9,3.0,6,,,,
05.02.2020 20:00,10.1,732.7,766.2,0.9,99,Wind blowing from the north-northwest,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,10.6,,,2500 or more  or no clouds.,,,30.0,9.9,0.2,12,,,,
05.02.2020 17:00,10.6,731.8,765.2,,99,Wind blowing from the east-southeast,1,,,100%., ,,,,,,,1500-2000,,,30.0,10.4,,,,,,
05.02.2020 14:00,10.0,733.0,766.6,-2.4,99,Wind blowing from the north,2,,4,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,10.0,,,1500-2000,,,30.0,9.9,No precipitation,12,,,,
05.02.2020 11:00,9.1,735.4,769.0,,99,Wind blowing from the north-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,9.1,,,,,,2.6,9.0,No precipitation,6,,,,
05.02.2020 08:00,7.9,734.8,768.5,,99,Wind blowing from the south-southeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,0.7,7.8,0.6,12,,,,
05.02.2020 05:00,7.7,734.5,768.1,,99,Wind blowing from the west-northwest,1,,4,,Mist. ,,,,8.4,,,,,,3.2,7.6,0.4,6,,,,
05.02.2020 02:00,7.7,735.0,768.7,,99,Wind blowing from the west-northwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.4,,,2500 or more  or no clouds.,,,0.8,7.6,3.0,12,,,,
04.02.2020 23:00,7.8,735.4,769.2,,99,Wind blowing from the north-northwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.7,8.4,,,,,,1.4,7.7,0.2,6,,,,
04.02.2020 20:00,7.8,735.0,768.8,1.1,99,Wind blowing from the north,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,8.4,,,2500 or more  or no clouds.,,,1.6,7.7,2.0,12,,,,
04.02.2020 17:00,8.1,733.9,767.6,,99,Wind blowing from the north-west,3,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,8.4,,,,,,2.1,8.0,2.0,6,,,,
04.02.2020 14:00,8.0,734.6,768.4,-0.7,99,Wind blowing from the north-northwest,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,8.4,,,2500 or more  or no clouds.,,,6.0,7.9,3.0,12,,,,
04.02.2020 11:00,7.5,735.3,769.1,,99,Wind blowing from the north,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,7.6,,,,,,3.0,7.4,1.0,6,,,,
04.02.2020 08:00,6.7,735.6,769.5,0.8,99,Wind blowing from the north-northwest,4,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,6.4,7.2,,,300-600,,,0.5,6.6,9.0,12,,,,
04.02.2020 05:00,6.9,734.8,768.7,,99,Wind blowing from the north-northwest,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,,,,,,,,0.5,6.8,4.0,6,,,,
04.02.2020 02:00,6.9,735.4,769.3,-0.4,99,Wind blowing from the west-northwest,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,0.9,6.8,9.0,12,,,,
03.02.2020 23:00,6.9,735.8,769.7,,99,Wind blowing from the north,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,,7.2,,,,,,0.7,6.8,5.0,6,,,,
03.02.2020 20:00,6.8,735.7,769.6,,99,Wind blowing from the north,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,6.3,7.8,,,300-600,,,0.5,6.7,6.0,12,,,,
03.02.2020 17:00,6.9,734.5,768.3,,99,Wind blowing from the north,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.3,,,,300-600,,,2.1,6.8,5.0,6,,,,
03.02.2020 14:00,6.9,735.1,769.0,,99,Wind blowing from the north-northwest,3,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,,,,2500 or more  or no clouds.,,,1.0,6.8,14.0,12,,,,
03.02.2020 11:00,6.7,736.9,770.9,,99,Wind blowing from the north,3,,7,100%.,Drizzle  not freezing  intermittent  heavy (dense) at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.3,,,,300-600,,,0.4,6.6,4.0,6,,,,
03.02.2020 08:00,6.4,736.8,770.7,1.5,99,Wind blowing from the north-northwest,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,,,,2500 or more  or no clouds.,,,0.7,6.3,21.0,12,,,,
03.02.2020 05:00,6.5,735.3,769.1,,99,Wind blowing from the north,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.5,10.6,,,,,,1.3,6.4,13.0,6,,,,
03.02.2020 02:00,7.0,735.4,769.0,,99,Wind blowing from the north-west,3,,8,,Rain  not freezing  intermittent  moderate at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,7.0,10.6,,,2500 or more  or no clouds.,,,0.5,6.9,15.0,12,,,,
02.02.2020 23:00,7.1,735.9,769.7,,99,Wind blowing from the north,4,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.1,10.6,,,,,,1.0,7.0,9.0,6,,,,
02.02.2020 20:00,7.8,735.2,768.9,1.3,99,Wind blowing from the north-west,4,,10,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.6,,,300-600,,,0.5,7.7,5.0,12,,,,
02.02.2020 17:00,8.3,733.9,767.6,,99,Wind blowing from the north,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,11.0,,,1000-1500,,,26.0,8.2,No precipitation,6,,,,
02.02.2020 14:00,9.4,733.9,767.5,-1.8,92,Wind blowing from the north,3,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,11.6,,,1000-1500,,,30.0,8.2,3.0,12,,,,
02.02.2020 11:00,8.4,735.7,769.3,,99,Wind blowing from the north-northwest,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,11.6,,,1000-1500,,,30.0,8.3,Trace of precipitation,6,,,,
02.02.2020 08:00,9.4,734.2,767.7,0.0,85,Wind blowing from the south,7,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,11.6,,,2500 or more  or no clouds.,,,30.0,7.0,4.0,12,,,,
02.02.2020 05:00,7.3,734.2,767.7,,99,Wind blowing from the east-northeast,2,,7,,Rain (not freezing) not falling as shower(s). ,,,6.2,11.6,,,,,,4.0,7.2,4.0,6,,,,
02.02.2020 02:00,7.7,734.7,768.2,,95,Wind blowing from the west,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,11.6,,,2500 or more  or no clouds.,,,28.0,7.0,2.0,12,,,,
01.02.2020 23:00,9.6,733.5,767.0,,69,Wind blowing from the east,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.2,11.6,,,,,,30.0,4.2,No precipitation,6,,,,
01.02.2020 20:00,10.2,733.6,767.2,,68,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,11.7,,,2500 or more  or no clouds.,,,30.0,4.6,Trace of precipitation,12,,,,
01.02.2020 17:00,11.0,732.8,766.3,,65,Calm  no wind,0,,,, ,,,,,,,,,,30.0,4.7,,,,,,
01.02.2020 14:00,11.3,733.2,766.6,,58,Wind blowing from the north,2,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,16.7,,,2500 or more  or no clouds.,,,30.0,3.3,No precipitation,12,,,,
01.02.2020 11:00,8.9,734.9,768.4,,65,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,,,,1500-2000,,,30.0,2.7,No precipitation,6,,,,
01.02.2020 08:00,6.4,734.9,768.5,,66,Wind blowing from the north-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,17.3,,,2500 or more  or no clouds.,,,30.0,0.5,No precipitation,12,,,,
01.02.2020 05:00,7.3,733.9,767.2,,61,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,30.0,0.3,,,,,,
01.02.2020 02:00,8.7,734.2,767.3,,56,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,17.3,,,2500 or more  or no clouds.,,,30.0,0.4,No precipitation,12,,,,
31.01.2020 23:00,9.7,735.0,768.3,,52,Calm  no wind,0,,,, ,,,4.6,17.3,,,,,,30.0,0.3,No precipitation,6,,,,
31.01.2020 20:00,11.7,734.2,767.8,1.4,44,Wind blowing from the north-west,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,17.3,,,1500-2000,,,30.0,-0.1,No precipitation,12,,,,
31.01.2020 17:00,15.2,732.8,766.1,,37,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,30.0,0.6,,,,,,
31.01.2020 14:00,16.6,733.5,766.7,-2.3,27,Wind blowing from the south,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,17.3,,,2500 or more  or no clouds.,,,30.0,-2.5,No precipitation,12,,,,
31.01.2020 11:00,13.8,735.8,769.2,,35,Wind blowing from the south-southeast,3,,6,10%  or less  but not 0, ,,,4.6,13.8,,,2500 or more  or no clouds.,,,30.0,-1.4,No precipitation,6,,,,
31.01.2020 08:00,4.9,735.6,769.5,,65,Wind blowing from the south-southeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,13.3,,,2500 or more  or no clouds.,,,30.0,-1.1,No precipitation,12,,,,
31.01.2020 05:00,5.7,734.2,767.7,,59,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,30.0,-1.7,,,,,,
31.01.2020 02:00,6.4,735.1,768.7,-0.6,57,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,13.3,,,2500 or more  or no clouds.,,,30.0,-1.5,No precipitation,12,,,,
30.01.2020 23:00,8.7,735.7,769.4,,49,Wind blowing from the west,0,,10,, ,,,1.7,13.3,,,,,,30.0,-1.4,No precipitation,6,,,,
30.01.2020 20:00,9.2,734.9,768.9,0.7,49,Wind blowing from the north,3,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,13.3,,,300-600,,,30.0,-1.2,No precipitation,12,,,,
30.01.2020 17:00,12.5,734.2,767.8,,30,Calm  no wind,0,,,no clouds, ,,,,,,,,,,30.0,-4.6,,,,,,
30.01.2020 14:00,13.1,735.2,768.8,-2.6,33,Wind blowing from the north,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,13.1,,,,,,30.0,-2.8,No precipitation,12,,,,
30.01.2020 11:00,8.4,737.8,771.8,,52,Wind blowing from the north-northwest,3,,4,10%  or less  but not 0, ,,,1.7,10.6,,,1000-1500,,,30.0,-0.9,No precipitation,6,,,,
30.01.2020 08:00,2.0,737.2,771.4,,77,Wind blowing from the west-northwest,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,10.6,,,2500 or more  or no clouds.,,,30.0,-1.6,No precipitation,12,,,,
30.01.2020 05:00,3.4,735.3,769.2,,70,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,30.0,-1.7,,,,,,
30.01.2020 02:00,5.6,736.2,770.0,-0.5,61,Wind blowing from the west-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,10.6,,,2500 or more  or no clouds.,,,30.0,-1.5,No precipitation,12,,,,
29.01.2020 23:00,5.8,736.7,770.8,,59,Calm  no wind,0,,,, ,,,1.5,10.6,,,,,,30.0,-1.6,No precipitation,6,,,,
29.01.2020 20:00,6.4,736.0,770.3,,58,Wind blowing from the north-west,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,10.6,,,1000-1500,,,30.0,-1.3,No precipitation,12,,,,
29.01.2020 17:00,9.4,734.9,768.9,,49,Wind blowing from the north-northwest,6,,,10%  or less  but not 0, ,,,,,,,1000-1500,,,30.0,-1.0,,,,,,
29.01.2020 14:00,9.5,735.5,769.4,-2.3,51,Wind blowing from the north-northeast,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,9.7,,,1000-1500,,,30.0,-0.1,No precipitation,12,,,,
29.01.2020 11:00,6.2,737.8,772.0,,63,Wind blowing from the north,3,,6,20–30%., ,,,1.5,7.1,,,1000-1500,,,30.0,-0.3,No precipitation,6,,,,
29.01.2020 08:00,1.7,737.2,771.6,1.0,86,Wind blowing from the north-northwest,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,7.1,,,2500 or more  or no clouds.,,,30.0,-0.4,No precipitation,12,,,,
29.01.2020 05:00,2.2,736.2,770.4,,83,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,30.0,-0.4,,,,,,
29.01.2020 02:00,3.5,736.9,771.1,0.3,75,Wind blowing from the west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,7.1,,,2500 or more  or no clouds.,,,30.0,-0.5,No precipitation,12,,,,
28.01.2020 23:00,3.5,736.6,771.0,,75,Wind blowing from the north-west,2,,7,, ,,,1.6,7.1,,,,,,30.0,-0.5,No precipitation,6,,,,
28.01.2020 20:00,4.2,735.2,769.6,0.7,75,Wind blowing from the north-west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,7.1,,,2500 or more  or no clouds.,,,30.0,0.2,No precipitation,12,,,,
28.01.2020 17:00,6.7,734.5,768.7,,64,Wind blowing from the north,3,,7,70 – 80%., ,,,1.6,7.1,,,1000-1500,,,30.0,0.2,No precipitation,6,,,,
28.01.2020 14:00,6.0,734.4,768.6,-1.6,64,Wind blowing from the north,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,6.1,,,600-1000,,,30.0,-0.3,No precipitation,12,,,,
28.01.2020 11:00,4.1,736.0,770.4,,80,Wind blowing from the north-northwest,2,,5,100%., ,,,1.6,4.3,,,600-1000,,,30.0,1.0,No precipitation,6,,,,
28.01.2020 08:00,1.7,735.6,770.2,1.1,99,Wind blowing from the west-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,30.0,1.6,No precipitation,12,,,,
28.01.2020 05:00,1.6,734.5,769.0,,97,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,30.0,1.2,,,,,,
28.01.2020 02:00,1.8,735.2,769.7,0.0,94,Wind blowing from the north-northwest,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.4,,,2500 or more  or no clouds.,,,30.0,0.9,No precipitation,12,,,,
