Local time in Jixi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 08:00,-21.8,741.2,768.8,0.1,68,Wind blowing from the west-northwest,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-9.2,,,2500 or more  or no clouds.,,,12.0,-26.1,No precipitation,12,,,,
04.02.2020 05:00,-20.7,741.1,768.5,,64,Wind blowing from the south,1,,10,, ,,,-22.4,-9.2,,,,,,22.0,-25.7,No precipitation,6,,,,
04.02.2020 02:00,-19.7,741.7,769.0,,60,Wind blowing from the north-west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-9.2,,,2500 or more  or no clouds.,,,20.0,-25.5,No precipitation,12,,,,
03.02.2020 23:00,-16.7,741.9,769.0,,46,Wind blowing from the south-west,5,,,, ,,,-20.0,-9.2,,,,,,27.0,-25.6,No precipitation,6,,,,
03.02.2020 20:00,-15.8,741.6,769.1,1.4,48,Wind blowing from the west-southwest,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-9.2,,,,,,22.0,-24.3,No precipitation,12,,,,
03.02.2020 17:00,-12.6,740.2,767.4,,47,Wind blowing from the west,6,,14,20–30%., ,,,-20.0,-9.2,,,1000-1500,,,23.0,-21.6,No precipitation,6,,,,
03.02.2020 14:00,-9.7,738.7,765.7,-1.5,41,Wind blowing from the west,6,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-7.6,,,1000-1500,,,26.0,-20.5,No precipitation,12,,,,
03.02.2020 11:00,-12.0,740.2,767.2,,38,Wind blowing from the south-southwest,6,,8,20–30%., ,,,-20.0,-7.6,,,1000-1500,,,22.0,-23.4,No precipitation,6,,,,
03.02.2020 08:00,-19.3,741.4,768.7,0.1,61,Wind blowing from the west-northwest,2,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-7.6,,,2500 or more  or no clouds.,,,13.0,-24.9,No precipitation,12,,,,
03.02.2020 05:00,-18.9,741.3,768.4,,59,Wind blowing from the south-west,2,,9,, ,,,-18.9,-7.6,,,,,,26.0,-24.9,No precipitation,6,,,,
03.02.2020 02:00,-16.9,741.9,768.9,-0.1,52,Wind blowing from the west-southwest,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-7.6,,,2500 or more  or no clouds.,,,25.0,-24.4,No precipitation,12,,,,
02.02.2020 23:00,-14.8,742.0,769.0,,50,Wind blowing from the west-southwest,5,,,, ,,,-14.8,-7.6,,,,,,26.0,-22.9,No precipitation,6,,,,
02.02.2020 20:00,-13.1,741.9,768.9,0.1,49,Wind blowing from the west,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-7.6,,,,,,22.0,-21.6,No precipitation,12,,,,
02.02.2020 17:00,-10.4,741.8,768.7,,41,Wind blowing from the west-southwest,5,,,20–30%., ,,,-14.8,-7.1,,,2500 or more  or no clouds.,,,17.0,-21.1,No precipitation,6,,,,
02.02.2020 14:00,-7.8,741.3,768.1,-0.5,36,Wind blowing from the west-southwest,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-5.1,,,,,,29.0,-20.3,No precipitation,12,,,,
02.02.2020 11:00,-9.9,741.8,768.7,,36,Wind blowing from the west-southwest,8,,11,no clouds, ,,,-14.8,-5.1,,,,,,28.0,-22.2,No precipitation,6,,,,
02.02.2020 08:00,-13.0,741.9,768.8,0.6,59,Wind blowing from the south-west,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-5.1,,,,,,14.0,-19.5,No precipitation,12,,,,
02.02.2020 05:00,-14.2,741.3,768.1,,70,Wind blowing from the west,3,,12,, ,,,-19.3,-5.1,,,,,,17.0,-18.5,No precipitation,6,,,,
02.02.2020 02:00,-14.3,741.6,768.3,0.1,67,Wind blowing from the west-northwest,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-5.1,,,2500 or more  or no clouds.,,,15.0,-19.1,No precipitation,12,,,,
01.02.2020 23:00,-12.5,741.5,768.4,,61,Wind blowing from the west-southwest,6,,,, ,,,-19.3,-5.1,,,,,,15.0,-18.5,No precipitation,6,,,,
01.02.2020 20:00,-10.5,741.1,768.3,,55,Wind blowing from the west-southwest,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-5.1,,,,,,12.0,-17.8,No precipitation,12,,,,
01.02.2020 17:00,-7.0,739.7,766.6,,50,Wind blowing from the south-west,5,,6,20–30%., ,,,-19.3,-5.1,,,1000-1500,,,15.0,-15.7,No precipitation,6,,,,
01.02.2020 14:00,-6.2,738.7,765.5,-1.2,44,Wind blowing from the south-southwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-6.1,,,2500 or more  or no clouds.,,,17.0,-16.5,No precipitation,12,,,,
01.02.2020 11:00,-10.7,739.9,766.9,,55,Wind blowing from the west-southwest,3,,6,40%., ,,,-19.3,-6.2,,,2500 or more  or no clouds.,,,17.0,-18.0,No precipitation,6,,,,
01.02.2020 08:00,-18.7,740.5,767.8,,79,Wind blowing from the west-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-6.2,,,,,,7.0,-21.4,No precipitation,12,,,,
01.02.2020 05:00,-18.9,740.0,767.0,,78,Wind blowing from the west,2,,5,, ,,,-19.6,-6.2,,,,,,10.0,-21.8,No precipitation,6,,,,
01.02.2020 02:00,-17.8,740.2,767.1,-0.4,81,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-6.2,,,2500 or more  or no clouds.,,,9.0,-20.3,No precipitation,12,,,,
31.01.2020 23:00,-15.8,740.6,767.6,,77,Wind blowing from the west,2,,,, ,,,-19.6,-6.2,,,,,,9.0,-18.9,No precipitation,6,,,,
31.01.2020 20:00,-12.9,740.8,768.1,,68,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-6.2,,,,,,10.0,-17.7,No precipitation,12,,,,
31.01.2020 17:00,-8.3,740.2,767.2,,49,Wind blowing from the west-southwest,2,,5,no clouds, ,,,-19.6,-6.2,,,,,,18.0,-17.1,No precipitation,6,,,,
31.01.2020 14:00,-6.6,740.0,766.9,-1.0,50,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-6.6,,,,,,17.0,-15.5,No precipitation,12,,,,
31.01.2020 11:00,-10.6,741.0,767.9,,63,Wind blowing from the west,2,,5,no clouds, ,,,-19.6,-6.7,,,,,,11.0,-16.3,No precipitation,6,,,,
31.01.2020 08:00,-18.4,741.3,768.5,0.5,82,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-6.7,,,,,,10.0,-20.7,No precipitation,12,,,,
31.01.2020 05:00,-17.9,740.8,767.9,,83,Wind blowing from the south-west,2,,4,, ,,,-18.9,-6.7,,,,,,9.0,-20.1,No precipitation,6,,,,
31.01.2020 02:00,-17.0,740.8,767.7,0.0,81,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-6.7,,,2500 or more  or no clouds.,,,15.0,-19.5,No precipitation,12,,,,
30.01.2020 23:00,-14.7,740.8,767.7,,72,Wind blowing from the south-southwest,2,,,, ,,,-17.5,-6.7,,,,,,18.0,-18.6,No precipitation,6,,,,
30.01.2020 20:00,-11.6,741.3,768.4,0.2,61,Wind blowing from the south-west,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-6.7,,,,,,21.0,-17.6,No precipitation,12,,,,
30.01.2020 17:00,-9.8,741.1,768.1,,56,Wind blowing from the north-west,3,,11,no clouds, ,,,-17.5,-6.7,,,,,,17.0,-17.1,No precipitation,6,,,,
30.01.2020 14:00,-6.9,740.8,767.5,-0.9,43,Wind blowing from the north,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-5.0,,,,,,27.0,-17.4,No precipitation,12,,,,
30.01.2020 11:00,-9.0,741.7,768.5,,54,Wind blowing from the north-west,4,,6,no clouds, ,,,-17.5,-5.0,,,,,,20.0,-16.8,No precipitation,6,,,,
30.01.2020 08:00,-16.4,742.6,769.8,0.3,75,Wind blowing from the west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-5.0,,,,,,12.0,-19.9,No precipitation,12,,,,
30.01.2020 05:00,-16.5,742.3,769.3,,73,Wind blowing from the west,2,,6,, ,,,-16.5,-5.0,,,,,,19.0,-20.2,No precipitation,6,,,,
30.01.2020 02:00,-13.7,742.8,769.5,-0.1,67,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-5.0,,,2500 or more  or no clouds.,,,23.0,-18.5,No precipitation,12,,,,
29.01.2020 23:00,-11.9,742.9,769.6,,65,Wind blowing from the west-northwest,3,,,, ,,,-13.5,-5.0,,,,,,20.0,-17.3,No precipitation,6,,,,
29.01.2020 20:00,-11.6,743.0,770.0,0.2,65,Wind blowing from the west-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-5.0,,,,,,17.0,-17.0,No precipitation,12,,,,
29.01.2020 17:00,-9.8,742.8,769.7,,57,Wind blowing from the north-west,2,,8,no clouds, ,,,-13.5,-5.0,,,,,,17.0,-16.9,No precipitation,6,,,,
29.01.2020 14:00,-5.0,742.3,768.8,,44,Wind blowing from the north-northwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-2.7,,,,,,16.0,-15.4,No precipitation,12,,,,
29.01.2020 11:00,-8.7,743.1,769.8,,55,Wind blowing from the west-northwest,3,,8,no clouds, ,,,-13.5,-2.6,,,,,,11.0,-16.1,No precipitation,6,,,,
29.01.2020 08:00,-12.6,743.6,770.5,0.5,68,Wind blowing from the west,4,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,,,,2500 or more  or no clouds.,,,8.0,-17.3,No precipitation,12,,,,
29.01.2020 05:00,-12.9,743.1,769.9,,71,Wind blowing from the west,2,,5,, ,,,-16.8,-2.6,,,,,,10.0,-17.1,No precipitation,6,,,,
29.01.2020 02:00,-11.5,743.5,770.0,,65,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-2.6,,,2500 or more  or no clouds.,,,10.0,-16.8,No precipitation,12,,,,
28.01.2020 23:00,-10.6,743.7,770.4,,68,Wind blowing from the west-southwest,1,,,,Haze. ,,,-16.8,-2.6,,,,,,6.0,-15.4,No precipitation,6,,,,
28.01.2020 20:00,-9.1,743.9,771.0,0.4,64,Wind blowing from the north,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-2.6,,,2500 or more  or no clouds.,,,5.0,-14.7,No precipitation,12,,,,
28.01.2020 17:00,-7.2,743.5,770.4,,55,Wind blowing from the east,2,,4,40%., ,,,-16.8,-2.6,,,2500 or more  or no clouds.,,,8.0,-14.7,No precipitation,6,,,,
28.01.2020 14:00,-2.7,743.2,769.8,,40,Wind blowing from the south-east,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-2.0,,,2500 or more  or no clouds.,,,15.0,-14.7,No precipitation,12,,,,
28.01.2020 11:00,-8.4,744.2,771.1,,57,Wind blowing from the north-west,1,,4,40%., ,,,-16.8,-1.5,,,2500 or more  or no clouds.,,,7.0,-15.4,No precipitation,6,,,,
28.01.2020 08:00,-15.8,744.4,771.4,0.3,79,Wind blowing from the south-west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-1.5,,,2500 or more  or no clouds.,,,8.0,-18.6,No precipitation,12,,,,
28.01.2020 05:00,-16.3,744.1,771.1,,82,Wind blowing from the west,2,,4,,Mist. ,,,-16.6,-1.5,,,,,,6.0,-18.7,No precipitation,6,,,,
28.01.2020 02:00,-14.3,744.9,771.5,-0.4,78,Wind blowing from the west-northwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-1.5,,,2500 or more  or no clouds.,,,7.0,-17.4,No precipitation,12,,,,
27.01.2020 23:00,-12.3,745.3,772.2,,68,Wind blowing from the north-east,1,,,, ,,,-15.1,-1.5,,,,,,9.0,-17.0,No precipitation,6,,,,
27.01.2020 20:00,-9.6,745.0,772.0,-0.3,59,Wind blowing from the east-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-1.5,,,,,,7.0,-16.1,No precipitation,12,,,,
27.01.2020 17:00,-7.3,745.3,772.1,,60,Wind blowing from the east-northeast,2,,5,no clouds, ,,,-15.1,-1.5,,,,,,7.0,-13.9,No precipitation,6,,,,
27.01.2020 14:00,-1.9,745.5,772.0,-1.2,31,Wind blowing from the east,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-1.5,,,,,,17.0,-16.8,No precipitation,12,,,,
27.01.2020 11:00,-7.4,746.7,773.5,,44,Wind blowing from the west,2,,6,no clouds, ,,,-15.1,-5.5,,,,,,11.0,-17.6,No precipitation,6,,,,
27.01.2020 08:00,-12.4,747.4,774.4,-0.1,53,Wind blowing from the west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-5.5,,,,,,15.0,-20.2,No precipitation,12,,,,
27.01.2020 05:00,-13.6,747.5,774.5,,55,Wind blowing from the west-southwest,2,,8,, ,,,-20.5,-5.5,,,,,,19.0,-20.7,No precipitation,6,,,,
27.01.2020 02:00,-11.4,748.0,774.7,-0.3,47,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-5.5,,,2500 or more  or no clouds.,,,20.0,-20.5,No precipitation,12,,,,
26.01.2020 23:00,-10.8,748.3,775.3,,46,Wind blowing from the west,4,,,, ,,,-20.5,-5.5,,,,,,17.0,-20.2,No precipitation,6,,,,
26.01.2020 20:00,-9.2,747.4,774.7,0.2,43,Wind blowing from the south-west,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-5.5,,,,,,17.0,-19.5,No precipitation,12,,,,
26.01.2020 17:00,-7.4,747.2,774.5,,39,Wind blowing from the south-west,6,,,no clouds, ,,,-20.5,-5.5,,,,,,16.0,-19.0,No precipitation,6,,,,
26.01.2020 14:00,-6.0,747.0,774.1,-0.7,36,Wind blowing from the south-west,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-5.9,,,,,,21.0,-18.7,No precipitation,12,,,,
26.01.2020 11:00,-11.4,747.7,775.0,,41,Wind blowing from the west-southwest,5,,9,no clouds, ,,,-20.5,-9.3,,,,,,18.0,-22.0,No precipitation,6,,,,
26.01.2020 08:00,-18.9,748.4,776.0,,56,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-9.3,,,,,,12.0,-25.5,No precipitation,12,,,,
26.01.2020 05:00,-19.7,748.0,775.5,,57,Wind blowing from the west,2,,5,, ,,,-22.4,-9.3,,,,,,12.0,-26.1,No precipitation,6,,,,
