Local time in Shangzhi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 20:00,-21.7,754.3,774.1,0.9,67,Wind blowing from the west,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-17.1,,,,,,12.0,-26.2,No precipitation,12,,,,
04.02.2020 17:00,-19.6,753.4,773.1,,58,Wind blowing from the west-southwest,2,,11,no clouds, ,,,-22.6,-16.1,,,,,,5.0,-25.8,No precipitation,6,,,,
04.02.2020 14:00,-17.2,751.8,771.3,0.5,58,Wind blowing from the west-southwest,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-13.5,,,,,,7.0,-23.5,0.3,12,,,,
04.02.2020 11:00,-18.9,751.3,770.9,,65,Wind blowing from the west-southwest,5,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,,,,,,,6.0,-23.8,No precipitation,6,,,,
04.02.2020 08:00,-20.5,750.3,769.9,1.4,71,Wind blowing from the west-southwest,4,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,,,,2500 or more  or no clouds.,,,5.0,-24.4,0.3,12,,,,
04.02.2020 05:00,-21.1,748.9,768.3,,77,Wind blowing from the north-east,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-25.5,-13.5,,,,,,5.0,-24.1,0.3,6,,,,
04.02.2020 02:00,-20.9,750.0,769.3,,77,Wind blowing from the south-east,1,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-13.5,,,2500 or more  or no clouds.,,,3.0,-23.9,No precipitation,12,,,,
03.02.2020 20:00,-21.6,751.0,770.7,0.3,74,Wind blowing from the south-southwest,1,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-13.5,,,,,,1.6,-25.0,No precipitation,12,,,,
03.02.2020 17:00,-16.0,750.7,770.3,,56,Wind blowing from the west-southwest,3,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-13.5,,,,,,4.5,-22.8,No precipitation,6,,,,
03.02.2020 14:00,-13.8,749.9,769.3,-0.3,48,Wind blowing from the west-southwest,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-11.6,,,2500 or more  or no clouds.,,,10.0,-22.5,No precipitation,12,,,,
03.02.2020 11:00,-14.8,750.2,769.6,,61,Wind blowing from the west-southwest,4,,7,no clouds, ,,,-25.5,-11.5,,,,,,10.0,-20.8,No precipitation,6,,,,
03.02.2020 08:00,-21.0,750.2,769.7,0.5,77,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-11.5,,,,,,3.2,-24.0,No precipitation,12,,,,
03.02.2020 05:00,-25.5,749.7,769.2,,77,Wind blowing from the south-west,1,,4,,Haze. ,,,-25.5,-11.5,,,,,,1.8,-28.3,No precipitation,6,,,,
03.02.2020 02:00,-23.4,751.0,770.4,,79,Wind blowing from the south,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-11.5,,,2500 or more  or no clouds.,,,1.1,-26.0,No precipitation,12,,,,
02.02.2020 20:00,-16.8,752.3,771.7,0.3,72,Wind blowing from the south,2,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-11.5,,,1000-1500,,,8.0,-20.7,No precipitation,12,,,,
02.02.2020 17:00,-13.7,752.0,771.3,,59,Wind blowing from the west-southwest,4,,10,70 – 80%., ,,,-20.5,-11.5,,,1000-1500,,,7.0,-20.0,No precipitation,6,,,,
02.02.2020 14:00,-11.7,751.9,771.1,-1.0,48,Wind blowing from the west-southwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-11.3,,,,,,14.0,-20.5,No precipitation,12,,,,
02.02.2020 11:00,-13.4,752.9,772.3,,56,Wind blowing from the south-west,5,,10,, ,,,-20.5,-11.3,,,,,,13.0,-20.3,No precipitation,6,,,,
02.02.2020 08:00,-17.7,753.1,772.5,1.2,64,Wind blowing from the west-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-11.3,,,,,,10.0,-23.0,No precipitation,12,,,,
02.02.2020 05:00,-18.2,751.9,771.1,,66,Wind blowing from the south-west,3,,8,, ,,,-23.1,-11.3,,,,,,23.0,-23.0,No precipitation,6,,,,
02.02.2020 02:00,-15.0,751.0,770.1,,76,Wind blowing from the west-southwest,4,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-11.3,,,2500 or more  or no clouds.,,,8.0,-18.4,No precipitation,12,,,,
01.02.2020 20:00,-17.6,751.6,771.1,,83,Wind blowing from the west-southwest,1,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-11.3,,,2500 or more  or no clouds.,,,1.6,-19.8,No precipitation,12,,,,
01.02.2020 17:00,-13.4,751.3,770.8,,77,Wind blowing from the west-southwest,2,,11,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-11.3,,,,,,1.5,-16.6,No precipitation,6,,,,
01.02.2020 14:00,-11.6,750.2,769.6,0.5,70,Wind blowing from the west-southwest,6,,11,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-8.1,,,1000-1500,,,3.6,-16.1,No precipitation,12,,,,
01.02.2020 11:00,-12.5,749.7,769.0,,71,Wind blowing from the west-southwest,5,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-8.1,,,,,,2.8,-16.8,No precipitation,6,,,,
01.02.2020 08:00,-17.8,749.7,769.1,0.7,81,Wind blowing from the west-southwest,3,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-8.1,,,2500 or more  or no clouds.,,,3.7,-20.3,No precipitation,12,,,,
01.02.2020 05:00,-23.1,749.0,768.4,,77,Wind blowing from the south,1,,2,,Haze. ,,,-25.3,-8.1,,,,,,4.4,-26.0,No precipitation,6,,,,
01.02.2020 02:00,-24.7,749.0,768.3,,78,Wind blowing from the south-southwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-8.1,,,2500 or more  or no clouds.,,,1.2,-27.4,No precipitation,12,,,,
31.01.2020 20:00,-18.4,749.5,769.1,0.7,79,Wind blowing from the south-west,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-8.1,,,2500 or more  or no clouds.,,,1.2,-21.1,No precipitation,12,,,,
31.01.2020 17:00,-12.4,748.8,768.1,,63,Wind blowing from the west-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-8.1,,,,,,2.2,-18.0,No precipitation,6,,,,
31.01.2020 14:00,-8.5,749.0,768.1,-1.1,55,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-7.2,,,2500 or more  or no clouds.,,,7.0,-16.1,No precipitation,12,,,,
31.01.2020 11:00,-14.6,750.1,769.5,,84,Wind blowing from the south-west,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-7.2,,,,,,3.2,-16.7,No precipitation,6,,,,
31.01.2020 08:00,-24.3,750.7,770.4,0.6,79,Wind blowing from the south-west,2,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-7.2,,,1000-1500,,,0.6,-26.9,No precipitation,12,,,,
31.01.2020 05:00,-23.1,750.1,769.4,,80,Wind blowing from the south-southwest,1,,4,,Haze. ,,,-25.3,-7.2,,,,,,1.3,-25.6,No precipitation,6,,,,
31.01.2020 02:00,-21.3,750.5,769.6,,82,Wind blowing from the south-southwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-7.2,,,2500 or more  or no clouds.,,,1.4,-23.6,No precipitation,12,,,,
30.01.2020 20:00,-17.5,750.7,770.3,0.5,79,Wind blowing from the south-west,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-7.2,,,2500 or more  or no clouds.,,,2.5,-20.3,No precipitation,12,,,,
30.01.2020 17:00,-12.3,750.2,769.6,,67,Wind blowing from the south-east,1,,3,no clouds, ,,,-25.3,-6.7,,,,,,2.6,-17.3,No precipitation,6,,,,
30.01.2020 14:00,-7.9,750.3,769.5,-1.1,51,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-4.2,,,,,,21.0,-16.3,No precipitation,12,,,,
30.01.2020 11:00,-12.7,751.4,770.6,,67,Wind blowing from the south-east,2,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,,,,,,,3.7,-17.7,No precipitation,6,,,,
30.01.2020 08:00,-24.2,752.0,771.5,0.5,78,Wind blowing from the south-west,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,,,,2500 or more  or no clouds.,,,1.0,-26.9,No precipitation,12,,,,
30.01.2020 05:00,-23.8,751.5,770.7,,79,Wind blowing from the south-southwest,1,,4,,Haze. ,,,-23.9,-4.2,,,,,,4.5,-26.4,No precipitation,6,,,,
30.01.2020 02:00,-21.7,751.8,770.8,,80,Wind blowing from the south-southwest,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-4.2,,,,,,1.9,-24.2,No precipitation,6,,,,
29.01.2020 20:00,-12.5,752.0,771.1,0.5,69,Wind blowing from the north-east,1,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-4.2,,,,,,5.0,-17.0,No precipitation,12,,,,
29.01.2020 17:00,-6.6,751.5,770.5,,53,Wind blowing from the east-northeast,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-4.2,,,,,,4.4,-14.8,No precipitation,6,,,,
29.01.2020 14:00,-4.7,751.1,769.9,-0.8,51,Wind blowing from the north-east,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-4.7,,,,,,20.0,-13.5,No precipitation,12,,,,
29.01.2020 11:00,-7.7,751.9,770.8,,54,Wind blowing from the north-east,3,,6,no clouds, ,,,-19.1,-5.4,,,,,,10.0,-15.4,No precipitation,6,,,,
29.01.2020 08:00,-14.4,752.5,771.6,0.8,84,Wind blowing from the north,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-5.4,,,2500 or more  or no clouds.,,,1.7,-16.5,No precipitation,12,,,,
29.01.2020 05:00,-17.7,751.7,770.8,,78,Wind blowing from the north-northeast,1,,6,,Haze. ,,,-21.1,-5.4,,,,,,3.8,-20.6,No precipitation,6,,,,
29.01.2020 02:00,-13.7,752.0,770.8,,75,Wind blowing from the north,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-5.4,,,2500 or more  or no clouds.,,,6.0,-17.3,No precipitation,12,,,,
28.01.2020 20:00,-13.3,752.0,771.4,0.6,76,Wind blowing from the north-east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-5.4,,,2500 or more  or no clouds.,,,2.2,-16.6,No precipitation,12,,,,
28.01.2020 17:00,-10.0,751.4,770.6,,71,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-5.4,,,,,,1.4,-14.4,No precipitation,6,,,,
28.01.2020 14:00,-5.7,751.2,770.2,-1.0,55,Wind blowing from the north-east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-2.5,,,2500 or more  or no clouds.,,,6.0,-13.5,No precipitation,12,,,,
28.01.2020 11:00,-11.1,752.2,771.4,,65,Wind blowing from the north-northwest,2,,3,90  or more  but not 100%, ,,,-21.1,,,,,,,5.0,-16.4,No precipitation,6,,,,
28.01.2020 08:00,-19.6,752.3,771.7,0.4,80,Wind blowing from the south-east,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,,,,2500 or more  or no clouds.,,,1.5,-22.2,No precipitation,12,,,,
28.01.2020 05:00,-20.7,751.9,771.1,,79,Wind blowing from the south-west,1,,3,,Haze. ,,,-25.3,-2.5,,,,,,3.3,-23.4,No precipitation,6,,,,
28.01.2020 02:00,-20.4,752.4,771.4,,80,Wind blowing from the south-southwest,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-2.5,,,2500 or more  or no clouds.,,,2.8,-23.0,No precipitation,12,,,,
27.01.2020 20:00,-15.8,752.0,771.6,-0.3,75,Wind blowing from the north,0,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-2.5,,,2500 or more  or no clouds.,,,1.8,-19.2,No precipitation,12,,,,
27.01.2020 17:00,-9.4,752.3,771.7,,61,Wind blowing from the north-northwest,2,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-2.5,,,,,,4.7,-15.7,No precipitation,6,,,,
27.01.2020 14:00,-4.3,752.4,771.5,-1.5,40,Wind blowing from the east,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-4.1,,,2500 or more  or no clouds.,,,12.0,-15.9,No precipitation,12,,,,
27.01.2020 11:00,-10.3,753.9,773.2,,52,Wind blowing from the east-southeast,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-8.9,,,,,,2.2,-18.3,No precipitation,6,,,,
27.01.2020 08:00,-22.6,755.0,774.7,-0.6,80,Wind blowing from the north,0,,2,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-8.9,,,2500 or more  or no clouds.,,,0.6,-25.1,No precipitation,12,,,,
27.01.2020 05:00,-24.3,755.6,775.2,,78,Wind blowing from the south-west,1,,2,,Haze. ,,,-27.7,-8.9,,,,,,2.8,-27.0,No precipitation,6,,,,
27.01.2020 02:00,-22.7,756.4,775.8,,79,Wind blowing from the south-southwest,0,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-8.9,,,2500 or more  or no clouds.,,,1.7,-25.3,No precipitation,12,,,,
26.01.2020 20:00,-18.1,757.3,777.1,0.0,78,Wind blowing from the south,0,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-8.9,,,2500 or more  or no clouds.,,,1.4,-21.1,No precipitation,12,,,,
26.01.2020 17:00,-12.8,757.3,777.0,,62,Wind blowing from the south-west,1,,7,no clouds, ,,,-27.7,-8.9,,,,,,2.5,-18.7,No precipitation,6,,,,
26.01.2020 14:00,-9.2,757.9,777.4,-0.3,54,Wind blowing from the west-southwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-9.2,,,,,,4.3,-17.0,No precipitation,12,,,,
