Local time in Weichang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 08:00,-24.2,690.8,777.5,1.3,64,Wind blowing from the north-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,,,,,,,30.0,-29.1,No precipitation,12,,,,
04.02.2020 05:00,-21.8,689.5,774.7,,55,Wind blowing from the east,1,,11,, ,,,-23.6,-2.7,,,,,,30.0,-28.4,No precipitation,6,,,,
04.02.2020 02:00,-15.2,689.0,773.0,,40,Wind blowing from the north-northwest,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.7,,,2500 or more  or no clouds.,,,30.0,-25.8,No precipitation,12,,,,
03.02.2020 20:00,-9.8,686.9,772.9,1.9,47,Wind blowing from the north-west,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-2.7,,,,,,30.0,-19.2,No precipitation,12,,,,
03.02.2020 17:00,-4.7,685.0,769.6,,35,Wind blowing from the west,4,,12,no clouds, ,,,-23.6,-2.7,,,,,,30.0,-17.8,No precipitation,6,,,,
03.02.2020 14:00,-4.4,684.1,768.1,-3.5,27,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-4.2,,,,,,30.0,-20.6,No precipitation,12,,,,
03.02.2020 11:00,-12.5,687.6,772.9,,46,Wind blowing from the south-southwest,1,,3,no clouds, ,,,-23.6,-5.2,,,,,,16.0,-21.7,No precipitation,6,,,,
03.02.2020 08:00,-23.0,689.0,775.8,,75,Wind blowing from the north-east,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-5.2,,,,,,30.0,-26.2,No precipitation,12,,,,
03.02.2020 05:00,-21.3,689.2,775.1,,73,Wind blowing from the east,1,,12,, ,,,-21.4,-5.2,,,,,,30.0,-24.9,No precipitation,6,,,,
03.02.2020 02:00,-18.8,690.0,775.1,,68,Wind blowing from the north-northeast,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-5.2,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
02.02.2020 20:00,-12.8,690.7,775.9,1.3,50,Wind blowing from the west,4,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-5.2,,,600-1000,,,30.0,-21.1,0.5,12,,,,
02.02.2020 17:00,-9.6,689.4,774.0,,39,Wind blowing from the west,5,,15,40%., ,,,-13.9,-5.2,,,600-1000,,,30.0,-21.0,No precipitation,6,,,,
02.02.2020 14:00,-6.6,688.0,771.9,-0.8,39,Wind blowing from the west,5,,11,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-3.6,,,600-1000,,,30.0,-18.3,1.0,12,,,,
02.02.2020 11:00,-8.2,688.8,773.0,,63,Wind blowing from the north-northwest,1,,5,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-3.6,,,600-1000,,,12.0,-14.0,1.0,6,,,,
02.02.2020 08:00,-13.0,688.9,773.5,0.2,80,Wind blowing from the north-northeast,1,,5,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,,,,2500 or more  or no clouds.,,,3.6,-15.7,0.5,12,,,,
02.02.2020 05:00,-13.5,688.7,772.6,,60,Wind blowing from the north-northeast,2,,6,, ,,,-17.5,-3.6,,,,,,27.0,-19.6,No precipitation,6,,,,
02.02.2020 02:00,-13.4,689.8,773.6,,55,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-3.6,,,2500 or more  or no clouds.,,,23.0,-20.5,No precipitation,12,,,,
01.02.2020 20:00,-10.5,690.6,776.2,0.5,41,Wind blowing from the north,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-3.6,,,,,,30.0,-21.2,No precipitation,12,,,,
01.02.2020 17:00,-5.4,690.1,774.5,,26,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,30.0,-21.9,,,,,,
01.02.2020 14:00,-4.6,690.1,774.0,-1.6,32,Wind blowing from the north-west,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-2.1,,,,,,30.0,-18.8,No precipitation,12,,,,
01.02.2020 11:00,-9.2,691.7,776.1,,49,Wind blowing from the north-west,3,,,no clouds, ,,,,,,,,,,30.0,-18.0,,,,,,
01.02.2020 08:00,-17.5,691.7,776.9,1.0,72,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-1.8,,,,,,23.0,-21.3,No precipitation,12,,,,
01.02.2020 05:00,-16.3,690.7,775.0,,75,Wind blowing from the north-northeast,2,,7,, ,,,-16.7,-1.8,,,,,,30.0,-19.7,No precipitation,6,,,,
01.02.2020 02:00,-13.6,690.4,774.0,,67,Wind blowing from the north,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-1.8,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
31.01.2020 20:00,-7.2,688.6,773.2,1.4,49,Wind blowing from the north,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-1.8,,,,,,30.0,-16.1,No precipitation,12,,,,
31.01.2020 17:00,-3.4,687.2,770.8,,40,Wind blowing from the west-northwest,2,,13,no clouds, ,,,-16.7,1.1,,,,,,30.0,-15.1,No precipitation,6,,,,
31.01.2020 14:00,-2.2,686.2,769.1,0.0,41,Wind blowing from the west-northwest,5,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,3.1,,,600-1000,,,18.0,-13.7,No precipitation,12,,,,
31.01.2020 11:00,-7.1,686.2,769.6,,61,Wind blowing from the north-west,1,,5,no clouds, ,,,-16.7,,,,,,,7.0,-13.5,No precipitation,6,,,,
31.01.2020 08:00,-16.1,686.5,770.5,0.5,81,Wind blowing from the north-northeast,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,,,,2500 or more  or no clouds.,,,8.0,-18.6,No precipitation,12,,,,
31.01.2020 05:00,-15.4,686.0,768.7,,80,Wind blowing from the north-northeast,1,,6,, ,,,-17.6,3.1,,,,,,8.0,-18.1,No precipitation,6,,,,
31.01.2020 02:00,-13.4,686.7,769.3,,80,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,3.1,,,2500 or more  or no clouds.,,,8.0,-16.1,No precipitation,12,,,,
30.01.2020 20:00,-5.5,686.8,771.1,0.7,50,Wind blowing from the north-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,3.1,,,,,,21.0,-14.5,No precipitation,12,,,,
30.01.2020 17:00,1.2,686.1,769.1,,27,Wind blowing from the west-northwest,2,,7,no clouds, ,,,-17.6,3.1,,,,,,30.0,-15.7,No precipitation,6,,,,
30.01.2020 14:00,0.8,686.3,769.0,-2.4,31,Wind blowing from the south-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,0.8,,,,,,20.0,-14.4,No precipitation,12,,,,
30.01.2020 11:00,-7.9,688.7,772.8,,53,Wind blowing from the south-west,1,,5,no clouds, ,,,-17.6,0.3,,,,,,10.0,-15.8,No precipitation,6,,,,
30.01.2020 08:00,-17.1,689.5,774.4,0.1,78,Wind blowing from the north,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,0.3,,,2500 or more  or no clouds.,,,10.0,-20.0,No precipitation,12,,,,
30.01.2020 05:00,-16.9,689.4,773.2,,78,Wind blowing from the north,1,,5,, ,,,-17.2,0.3,,,,,,22.0,-19.8,No precipitation,6,,,,
30.01.2020 02:00,-14.8,690.1,773.5,,76,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,0.3,,,2500 or more  or no clouds.,,,15.0,-18.1,No precipitation,12,,,,
29.01.2020 20:00,-7.5,690.4,774.6,0.9,52,Wind blowing from the east,1,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,0.3,,,2500 or more  or no clouds.,,,25.0,-15.7,No precipitation,12,,,,
29.01.2020 17:00,-1.5,689.5,772.3,,38,Wind blowing from the east-northeast,1,,11,, ,,,-12.6,0.3,,,,,,30.0,-14.0,No precipitation,6,,,,
29.01.2020 14:00,0.1,689.2,771.5,-1.2,36,Wind blowing from the north-northeast,3,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,0.5,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
29.01.2020 11:00,-2.6,690.4,772.9,,40,Wind blowing from the north-northeast,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-14.6,,,,,,
29.01.2020 08:00,-12.3,690.4,773.8,0.6,68,Wind blowing from the north-northeast,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,0.5,,,2500 or more  or no clouds.,,,18.0,-17.0,No precipitation,12,,,,
29.01.2020 05:00,-9.8,689.8,772.4,,59,Wind blowing from the north-northeast,3,,7,, ,,,-10.1,0.5,,,,,,19.0,-16.3,No precipitation,6,,,,
29.01.2020 02:00,-9.0,690.1,772.6,,60,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,0.5,,,2500 or more  or no clouds.,,,15.0,-15.5,No precipitation,12,,,,
28.01.2020 20:00,-3.3,689.8,772.6,1.4,38,Wind blowing from the north,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,0.5,,,600-1000,,,24.0,-15.6,No precipitation,12,,,,
28.01.2020 17:00,-0.9,688.4,770.5,,28,Wind blowing from the east-northeast,2,,7,100%., ,,,-8.3,0.5,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,6,,,,
28.01.2020 14:00,0.0,687.7,769.7,-0.9,39,Wind blowing from the west,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,0.2,,,600-1000,,,30.0,-12.3,No precipitation,12,,,,
28.01.2020 11:00,-3.2,688.6,771.1,,54,Wind blowing from the south-west,1,,5,90  or more  but not 100%, ,,,-8.8,0.2,,,600-1000,,,18.0,-11.2,No precipitation,6,,,,
28.01.2020 08:00,-8.0,688.0,770.8,0.7,62,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,19.0,-14.0,No precipitation,12,,,,
28.01.2020 05:00,-7.8,687.3,769.3,,59,Wind blowing from the north-northeast,3,,5,, ,,,-15.7,0.2,,,,,,25.0,-14.4,No precipitation,6,,,,
28.01.2020 02:00,-8.0,687.7,769.9,,61,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,0.2,,,2500 or more  or no clouds.,,,17.0,-14.2,No precipitation,12,,,,
27.01.2020 20:00,-5.2,687.5,771.4,0.7,50,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,0.2,,,2500 or more  or no clouds.,,,13.0,-14.0,No precipitation,12,,,,
27.01.2020 17:00,-1.2,686.8,770.0,,40,Wind blowing from the south,1,,5,100%., ,,,-15.7,0.2,,,2500 or more  or no clouds.,,,7.0,-13.1,No precipitation,6,,,,
27.01.2020 14:00,-2.1,687.1,770.2,-2.0,40,Wind blowing from the west-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,2.1,,,2500 or more  or no clouds.,,,9.0,-13.9,No precipitation,12,,,,
27.01.2020 11:00,-8.9,689.1,773.1,,61,Wind blowing from the north,1,,5,100%., ,,,-15.7,,,,2500 or more  or no clouds.,,,12.0,-15.2,No precipitation,6,,,,
27.01.2020 08:00,-14.9,689.8,774.5,0.0,77,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,2.1,,,2500 or more  or no clouds.,,,17.0,-18.0,No precipitation,12,,,,
27.01.2020 05:00,-15.0,689.8,773.2,,77,Wind blowing from the north-northeast,2,,5,, ,,,-18.4,2.1,,,,,,19.0,-18.1,No precipitation,6,,,,
27.01.2020 02:00,-12.8,690.7,773.8,,74,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,2.1,,,2500 or more  or no clouds.,,,17.0,-16.5,No precipitation,12,,,,
26.01.2020 20:00,-8.1,691.9,777.4,1.0,59,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,2.1,,,,,,25.0,-14.7,No precipitation,12,,,,
26.01.2020 17:00,-1.1,690.9,774.7,,40,Wind blowing from the south-southeast,1,,5,50%., ,,,-18.4,2.1,,,2500 or more  or no clouds.,,,13.0,-13.0,No precipitation,6,,,,
26.01.2020 14:00,0.5,691.8,775.1,-2.5,31,Wind blowing from the south-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,1.4,,,,,,27.0,-14.7,No precipitation,12,,,,
26.01.2020 11:00,-8.2,694.3,778.9,,52,Wind blowing from the west,1,,6,no clouds, ,,,-18.4,,,,,,,13.0,-16.5,No precipitation,6,,,,
26.01.2020 08:00,-17.7,694.7,780.1,0.4,80,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,1.4,,,,,,16.0,-20.3,No precipitation,12,,,,
26.01.2020 05:00,-16.1,694.3,778.7,,77,Wind blowing from the north,4,,6,, ,,,-16.9,1.4,,,,,,22.0,-19.2,No precipitation,6,,,,
26.01.2020 02:00,-14.2,694.7,778.4,,76,Wind blowing from the north,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,1.4,,,2500 or more  or no clouds.,,,15.0,-17.5,No precipitation,12,,,,
25.01.2020 20:00,-5.9,694.0,778.9,,52,Wind blowing from the north,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,1.4,,,,,,26.0,-14.2,No precipitation,12,,,,
