Local time in Lhasa,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 02:00,-4.0,483.9,753.8,,23,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,7.9,,,2500 or more  or no clouds.,,,30.0,-22.1,No precipitation,12,,,,
04.02.2020 23:00,-3.4,483.9,757.3,,21,Wind blowing from the south-east,1,,4,, ,,,-8.8,7.9,,,,,,10.0,-22.6,No precipitation,6,,,,
04.02.2020 20:00,0.2,483.2,756.7,-1.2,11,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,7.9,,,,,,19.0,-26.9,No precipitation,12,,,,
04.02.2020 17:00,6.7,484.4,753.6,,6,Wind blowing from the west,1,,5,no clouds, ,,,-8.8,6.8,,,,,,30.0,-28.4,No precipitation,6,,,,
04.02.2020 14:00,2.3,488.1,760.8,-2.0,10,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,5.3,,,,,,30.0,-26.2,No precipitation,12,,,,
04.02.2020 11:00,-4.2,490.1,766.0,,19,Wind blowing from the north-east,2,,5,no clouds, ,,,-8.8,5.3,,,,,,30.0,-24.4,No precipitation,6,,,,
04.02.2020 08:00,-8.5,489.0,765.6,0.5,24,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.3,,,,,,30.0,-25.5,No precipitation,12,,,,
04.02.2020 05:00,-6.7,488.5,761.4,,20,Wind blowing from the east-northeast,1,,5,, ,,,-9.3,5.3,,,,,,30.0,-25.9,No precipitation,6,,,,
04.02.2020 02:00,-4.7,488.8,763.2,0.4,19,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.3,,,2500 or more  or no clouds.,,,30.0,-24.8,No precipitation,12,,,,
03.02.2020 23:00,-1.5,488.4,764.0,,13,Wind blowing from the east-southeast,3,,5,, ,,,-9.3,5.3,,,,,,30.0,-26.4,No precipitation,6,,,,
03.02.2020 20:00,0.7,486.9,762.7,-0.7,9,Wind blowing from the north-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.3,,,,,,19.0,-28.6,No precipitation,12,,,,
03.02.2020 17:00,4.5,487.6,760.0,,7,Wind blowing from the east-northeast,2,,5,20–30%., ,,,-9.3,5.2,,,1000-1500,,,30.0,-28.4,No precipitation,6,,,,
03.02.2020 14:00,0.2,490.3,765.4,,13,Wind blowing from the south-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.1,,,,,,30.0,-25.0,No precipitation,12,,,,
03.02.2020 11:00,-5.5,491.9,770.6,,22,Wind blowing from the east,2,,,no clouds, ,,,-9.3,5.1,,,,,,30.0,-23.9,No precipitation,6,,,,
03.02.2020 08:00,-9.1,490.8,769.6,0.3,32,Wind blowing from the east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,5.1,,,,,,30.0,-22.8,No precipitation,12,,,,
03.02.2020 05:00,-6.8,490.5,764.9,,26,Wind blowing from the east,2,,13,, ,,,-6.8,5.1,,,,,,30.0,-23.1,No precipitation,6,,,,
03.02.2020 02:00,-4.4,490.7,764.3,,20,Wind blowing from the east-northeast,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.1,,,2500 or more  or no clouds.,,,30.0,-24.0,No precipitation,12,,,,
02.02.2020 23:00,-3.2,490.5,765.7,,17,Wind blowing from the north-northeast,2,,13,, ,,,-6.5,5.1,,,,,,30.0,-24.8,No precipitation,6,,,,
02.02.2020 20:00,-0.7,488.1,763.0,2.0,15,Wind blowing from the north-northeast,6,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.1,,,1000-1500,,,30.0,-24.2,No precipitation,12,,,,
02.02.2020 17:00,3.7,486.1,755.5,,13,Wind blowing from the south-west,5,,9,70 – 80%., ,,,-6.5,7.9,,,1000-1500,,,30.0,-22.2,No precipitation,6,,,,
02.02.2020 14:00,2.9,486.6,755.9,-0.5,14,Wind blowing from the west-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,8.7,,,2500 or more  or no clouds.,,,30.0,-22.0,No precipitation,12,,,,
02.02.2020 11:00,-0.9,487.1,756.8,,24,Wind blowing from the west,1,,8,90  or more  but not 100%, ,,,-6.5,8.7,,,,,,27.0,-18.9,No precipitation,6,,,,
02.02.2020 08:00,-5.2,485.6,755.6,0.9,29,Wind blowing from the south,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,8.7,,,,,,18.0,-20.5,No precipitation,12,,,,
02.02.2020 05:00,-2.3,484.7,750.9,,25,Wind blowing from the west,3,,,, ,,,-7.6,8.7,,,,,,30.0,-19.7,No precipitation,6,,,,
02.02.2020 02:00,-1.1,484.5,751.8,,21,Wind blowing from the west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,8.7,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,12,,,,
01.02.2020 23:00,2.6,483.7,752.5,,12,Wind blowing from the south,3,,13,, ,,,-7.6,8.7,,,,,,25.0,-24.0,No precipitation,6,,,,
01.02.2020 20:00,5.0,481.8,750.8,,10,Wind blowing from the south,4,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,8.7,,,1000-1500,,,15.0,-24.1,No precipitation,12,,,,
01.02.2020 17:00,7.8,481.8,748.1,,4,Wind blowing from the south-west,5,,13,50%., ,,,-7.6,8.7,,,1000-1500,,,30.0,-31.9,No precipitation,6,,,,
01.02.2020 14:00,4.6,484.6,753.0,-2.2,11,Wind blowing from the north-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,7.9,,,,,,30.0,-23.4,No precipitation,12,,,,
01.02.2020 11:00,-2.5,486.8,759.1,,20,Wind blowing from the east,1,,6,no clouds, ,,,-7.6,7.9,,,,,,29.0,-22.4,No precipitation,6,,,,
01.02.2020 08:00,-7.0,485.7,758.7,,24,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,7.9,,,,,,30.0,-24.2,No precipitation,12,,,,
01.02.2020 05:00,-5.2,484.7,753.1,,20,Wind blowing from the east,3,,6,, ,,,-6.3,7.9,,,,,,30.0,-24.7,No precipitation,6,,,,
01.02.2020 02:00,-2.9,484.8,753.1,,13,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,7.9,,,2500 or more  or no clouds.,,,30.0,-27.5,No precipitation,12,,,,
31.01.2020 23:00,-0.4,484.2,753.5,,11,Wind blowing from the east,2,,7,, ,,,-6.3,7.9,,,,,,30.0,-27.3,No precipitation,6,,,,
31.01.2020 20:00,2.1,483.5,753.5,-0.2,6,Wind blowing from the north-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,7.9,,,,,,27.0,-31.9,No precipitation,12,,,,
31.01.2020 17:00,7.0,483.7,749.6,,4,Wind blowing from the west-southwest,1,,7,no clouds, ,,,-6.3,8.5,,,,,,30.0,-32.5,No precipitation,6,,,,
31.01.2020 14:00,4.7,485.6,752.9,-0.9,5,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,8.5,,,,,,30.0,-31.8,No precipitation,12,,,,
31.01.2020 11:00,0.0,486.5,755.4,,17,Wind blowing from the west-southwest,2,,8,no clouds, ,,,-6.3,8.5,,,,,,30.0,-22.2,No precipitation,6,,,,
31.01.2020 08:00,-4.3,484.8,754.0,,25,Wind blowing from the west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,8.5,,,,,,30.0,-21.4,No precipitation,12,,,,
31.01.2020 05:00,-1.9,483.9,749.1,,22,Wind blowing from the west,2,,12,, ,,,-7.0,8.5,,,,,,30.0,-20.8,No precipitation,6,,,,
31.01.2020 02:00,-0.3,483.7,749.0,0.8,23,Wind blowing from the west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,8.5,,,2500 or more  or no clouds.,,,30.0,-18.9,No precipitation,12,,,,
30.01.2020 23:00,2.5,482.9,749.9,,21,Wind blowing from the west-southwest,2,,,, ,,,-7.0,8.5,,,,,,30.0,-17.6,No precipitation,6,,,,
30.01.2020 20:00,4.8,481.2,748.9,0.2,7,Wind blowing from the south-west,2,,12,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,8.5,,,1000-1500,,,22.0,-28.2,No precipitation,12,,,,
30.01.2020 17:00,8.3,481.0,747.1,,5,Wind blowing from the south-southwest,3,,8,20–30%., ,,,-7.0,10.2,,,1000-1500,,,30.0,-29.2,No precipitation,6,,,,
30.01.2020 14:00,6.4,483.5,751.1,-1.9,7,Wind blowing from the west-southwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,10.2,,,,,,30.0,-27.0,No precipitation,12,,,,
30.01.2020 11:00,-0.2,485.4,757.4,,24,Wind blowing from the east,1,,3,no clouds, ,,,-7.0,,,,,,,23.0,-18.3,No precipitation,6,,,,
30.01.2020 08:00,-5.3,484.5,754.7,,36,Wind blowing from the east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,10.2,,,,,,30.0,-18.0,No precipitation,12,,,,
30.01.2020 05:00,-6.2,484.3,752.2,,35,Wind blowing from the west-northwest,0,,4,, ,,,-7.1,10.2,,,,,,30.0,-19.2,No precipitation,6,,,,
30.01.2020 02:00,-4.5,484.5,754.3,0.5,27,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,10.2,,,2500 or more  or no clouds.,,,22.0,-20.7,No precipitation,12,,,,
29.01.2020 23:00,-3.4,484.0,756.7,,22,Wind blowing from the west-northwest,1,,4,,Haze. ,,,-7.1,10.2,,,,,,6.0,-22.1,No precipitation,6,,,,
29.01.2020 20:00,3.6,483.2,753.3,,10,Wind blowing from the north-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,10.2,,,,,,14.0,-25.2,No precipitation,12,,,,
29.01.2020 17:00,8.5,484.2,751.3,,7,Wind blowing from the north-northwest,2,,4,no clouds, ,,,-7.1,8.8,,,,,,30.0,-25.4,No precipitation,6,,,,
29.01.2020 14:00,3.6,487.7,758.0,-1.8,11,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,8.4,,,2500 or more  or no clouds.,,,30.0,-24.2,No precipitation,12,,,,
29.01.2020 11:00,-2.8,489.5,762.6,,21,Wind blowing from the east,2,,4,no clouds, ,,,-7.1,8.4,,,,,,27.0,-22.1,No precipitation,6,,,,
29.01.2020 08:00,-6.2,488.1,761.2,1.2,27,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,8.4,,,,,,30.0,-22.2,No precipitation,12,,,,
29.01.2020 05:00,-4.9,486.9,756.1,,23,Wind blowing from the east-northeast,1,,5,, ,,,-8.5,8.4,,,,,,30.0,-22.9,No precipitation,6,,,,
29.01.2020 02:00,-2.3,486.9,756.8,0.3,19,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,8.4,,,2500 or more  or no clouds.,,,30.0,-22.8,No precipitation,12,,,,
28.01.2020 23:00,1.1,486.6,758.5,,12,Wind blowing from the east-northeast,3,,5,, ,,,-8.5,8.4,,,,,,30.0,-25.2,No precipitation,6,,,,
28.01.2020 20:00,3.2,485.0,757.4,0.2,8,Wind blowing from the north-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,8.4,,,,,,28.0,-28.0,No precipitation,12,,,,
28.01.2020 17:00,7.4,484.8,753.7,,5,Wind blowing from the south-east,2,,6,no clouds, ,,,-8.5,8.1,,,,,,30.0,-29.9,No precipitation,6,,,,
28.01.2020 14:00,3.6,486.4,757.2,,6,Wind blowing from the west-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,7.7,,,,,,30.0,-30.7,No precipitation,12,,,,
28.01.2020 11:00,-3.7,487.5,761.8,,16,Wind blowing from the east,2,,6,no clouds, ,,,-8.5,7.7,,,,,,30.0,-25.9,No precipitation,6,,,,
28.01.2020 08:00,-8.0,485.4,759.5,0.8,24,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,7.7,,,,,,30.0,-25.0,No precipitation,12,,,,
28.01.2020 05:00,-6.4,484.6,753.9,,23,Wind blowing from the east-northeast,2,,5,, ,,,-7.9,7.7,,,,,,30.0,-24.1,No precipitation,6,,,,
28.01.2020 02:00,-4.3,484.2,754.2,0.7,16,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,7.7,,,2500 or more  or no clouds.,,,30.0,-26.4,No precipitation,12,,,,
27.01.2020 23:00,-1.9,483.5,754.9,,12,Wind blowing from the east-northeast,2,,5,, ,,,-7.9,7.7,,,,,,15.0,-27.6,No precipitation,6,,,,
27.01.2020 20:00,0.9,482.5,754.8,-0.5,9,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,7.7,,,,,,14.0,-28.5,No precipitation,12,,,,
27.01.2020 17:00,6.6,483.0,751.5,,4,Wind blowing from the south,2,,5,no clouds, ,,,-7.9,6.9,,,,,,30.0,-32.8,No precipitation,6,,,,
27.01.2020 14:00,2.9,485.5,755.8,-1.4,13,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,5.9,,,,,,30.0,-22.8,No precipitation,12,,,,
27.01.2020 11:00,-2.7,486.9,761.0,,26,Wind blowing from the east,2,,4,no clouds, ,,,-7.9,5.9,,,,,,30.0,-19.6,No precipitation,6,,,,
27.01.2020 08:00,-7.7,485.2,758.5,0.8,37,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,5.9,,,,,,30.0,-19.9,No precipitation,12,,,,
27.01.2020 05:00,-6.6,484.4,754.5,,32,Wind blowing from the east-northeast,1,,,, ,,,-8.4,5.9,,,,,,30.0,-20.6,No precipitation,6,,,,
27.01.2020 02:00,-3.6,483.9,753.4,,23,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,5.9,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
26.01.2020 23:00,-3.0,483.6,755.4,,24,Wind blowing from the east-southeast,1,,7,, ,,,-8.4,5.9,,,,,,17.0,-20.7,No precipitation,6,,,,
26.01.2020 20:00,1.8,482.6,754.2,-0.4,15,Wind blowing from the south-southeast,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,5.9,,,1000-1500,,,9.0,-22.1,No precipitation,12,,,,
26.01.2020 17:00,5.2,483.0,751.8,,11,Wind blowing from the west-southwest,2,,7,40%., ,,,-8.4,5.4,,,1000-1500,,,30.0,-22.9,No precipitation,6,,,,
26.01.2020 14:00,2.7,485.4,755.7,-2.1,13,Wind blowing from the west,2,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,3.4,,,1000-1500,,,30.0,-23.0,No precipitation,12,,,,
