Local time in Qionghai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 05:00,20.1,759.9,762.1,,96,Wind blowing from the east-southeast,2,,3,, ,,,19.8,22.5,,,,,,8.0,19.4,0.1,6,,,,
06.02.2020 02:00,20.2,761.0,763.2,-0.3,96,Wind blowing from the east,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,22.5,,,2500 or more  or no clouds.,,,5.0,19.5,0.5,12,,,,
05.02.2020 23:00,20.5,761.3,763.5,,96,Wind blowing from the east,1,,9,,Mist. ,,,19.8,22.5,,,,,,4.5,19.8,0.4,6,,,,
05.02.2020 20:00,20.6,760.6,762.8,0.7,95,Wind blowing from the north-east,1,,9,70 – 80%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,22.5,,,600-1000,,,5.0,19.8,4.0,12,,,,
05.02.2020 17:00,22.0,759.9,762.1,,85,Wind blowing from the south-southwest,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,23.4,,,300-600,,,20.0,19.4,2.0,6,,,,
05.02.2020 14:00,20.7,760.7,762.9,-1.7,93,Wind blowing from the east,4,,9,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,,,,300-600,,,10.0,19.5,4.0,12,,,,
05.02.2020 11:00,20.6,762.4,764.6,,95,Wind blowing from the east,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,,,,300-600,,,3.4,19.8,2.0,6,,,,
05.02.2020 08:00,19.8,761.9,764.1,1.0,91,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,6.0,18.3,Trace of precipitation,12,,,,
05.02.2020 05:00,20.0,760.9,763.1,,90,Wind blowing from the north,3,,6,,Mist. ,,,16.6,26.1,,,,,,6.0,18.3,No precipitation,6,,,,
05.02.2020 02:00,20.0,761.5,763.7,-0.6,90,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,26.1,,,2500 or more  or no clouds.,,,8.0,18.3,No precipitation,12,,,,
04.02.2020 23:00,20.6,762.1,764.3,,89,Wind blowing from the north-east,2,,7,,Rain (not freezing) not falling as shower(s). ,,,16.6,26.1,,,,,,8.0,18.7,No precipitation,6,,,,
04.02.2020 20:00,20.9,761.0,763.2,1.2,89,Wind blowing from the north-east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,26.1,,,,,,11.0,19.0,No precipitation,12,,,,
04.02.2020 17:00,23.4,759.8,762.0,,77,Wind blowing from the east,4,,7,70 – 80%., ,,,16.6,26.1,,,600-1000,,,20.0,19.1,No precipitation,6,,,,
04.02.2020 14:00,25.9,760.3,762.5,-2.1,58,Wind blowing from the east,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,26.1,,,600-1000,,,27.0,17.0,No precipitation,12,,,,
04.02.2020 11:00,23.4,762.4,764.5,,79,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%, ,,,16.6,25.7,,,600-1000,,,14.0,19.6,No precipitation,6,,,,
04.02.2020 08:00,16.7,761.4,763.6,0.8,97,Wind blowing from the west-southwest,2,,2,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,25.7,,,600-1000,,,3.3,16.2,No precipitation,12,,,,
04.02.2020 05:00,17.3,760.6,762.8,,95,Wind blowing from the north-east,1,,6,,Mist. ,,,16.8,25.7,,,,,,6.0,16.5,No precipitation,6,,,,
04.02.2020 02:00,18.0,761.2,763.4,-0.3,95,Wind blowing from the north,0,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,25.7,,,2500 or more  or no clouds.,,,4.2,17.2,No precipitation,12,,,,
03.02.2020 23:00,19.2,761.5,763.7,,93,Wind blowing from the west,1,,7,, ,,,16.7,25.7,,,,,,10.0,18.0,No precipitation,6,,,,
03.02.2020 20:00,20.8,760.8,763.0,0.8,88,Wind blowing from the south-southeast,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,25.7,,,600-1000,,,13.0,18.7,No precipitation,12,,,,
03.02.2020 17:00,24.1,760.0,762.2,,69,Wind blowing from the east-southeast,4,,7,20–30%., ,,,16.7,25.7,,,600-1000,,,24.0,18.1,No precipitation,6,,,,
03.02.2020 14:00,25.0,760.6,762.8,-2.3,66,Wind blowing from the south-east,4,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,26.0,,,600-1000,,,26.0,18.2,No precipitation,12,,,,
03.02.2020 11:00,23.8,762.9,765.1,,71,Wind blowing from the south-east,2,,4,70 – 80%., ,,,16.7,26.1,,,600-1000,,,17.0,18.2,No precipitation,6,,,,
03.02.2020 08:00,17.1,762.4,764.6,0.9,97,Wind blowing from the south,0,,2,60%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,26.1,,,600-1000,,,4.4,16.6,Trace of precipitation,12,,,,
03.02.2020 05:00,16.9,761.5,763.6,,96,Wind blowing from the west-southwest,1,,5,,Mist. ,,,15.8,26.1,,,,,,1.2,16.3,No precipitation,6,,,,
03.02.2020 02:00,17.7,761.9,764.1,-0.4,95,Wind blowing from the east-northeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,26.1,,,2500 or more  or no clouds.,,,1.6,16.9,No precipitation,12,,,,
02.02.2020 23:00,18.8,762.3,764.5,,95,Wind blowing from the south-west,1,,7,,Mist. ,,,15.8,26.1,,,,,,5.0,18.0,No precipitation,6,,,,
02.02.2020 20:00,20.8,762.0,764.2,1.1,89,Wind blowing from the east-southeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,26.1,,,600-1000,,,11.0,18.9,No precipitation,12,,,,
02.02.2020 17:00,23.5,760.9,763.1,,73,Wind blowing from the east-southeast,3,,7,50%., ,,,15.8,26.1,,,600-1000,,,18.0,18.4,No precipitation,6,,,,
02.02.2020 14:00,25.9,762.1,764.2,-1.8,62,Wind blowing from the south-east,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,26.1,,,600-1000,,,18.0,18.1,No precipitation,12,,,,
02.02.2020 11:00,23.5,763.9,766.0,,73,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%, ,,,15.8,23.6,,,600-1000,,,13.0,18.4,No precipitation,6,,,,
02.02.2020 08:00,16.0,763.4,765.6,1.3,97,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,23.3,,,600-1000,,,2.7,15.5,Trace of precipitation,12,,,,
02.02.2020 05:00,16.5,762.1,764.3,,96,Wind blowing from the south-west,1,,6,,Mist. ,,,15.1,23.3,,,,,,2.1,15.9,No precipitation,6,,,,
02.02.2020 02:00,17.6,762.0,764.2,-0.7,94,Wind blowing from the west-southwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,23.3,,,2500 or more  or no clouds.,,,4.2,16.6,No precipitation,12,,,,
01.02.2020 23:00,18.5,762.7,764.9,,91,Wind blowing from the west-northwest,1,,9,,Mist. ,,,13.7,23.3,,,,,,7.0,17.0,No precipitation,6,,,,
01.02.2020 20:00,20.0,762.5,764.7,1.0,80,Wind blowing from the east-northeast,2,,9,70 – 80%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,23.3,,,600-1000,,,11.0,16.4,Trace of precipitation,12,,,,
01.02.2020 17:00,21.8,761.5,763.6,,72,Wind blowing from the east,4,,9,90  or more  but not 100%, ,,,13.7,23.3,,,600-1000,,,15.0,16.5,No precipitation,6,,,,
01.02.2020 14:00,22.1,761.9,764.1,-2.0,66,Wind blowing from the east-southeast,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,22.7,,,600-1000,,,17.0,15.5,No precipitation,12,,,,
01.02.2020 11:00,22.4,763.9,766.0,,60,Wind blowing from the east-southeast,4,,8,70 – 80%., ,,,13.7,22.5,,,600-1000,,,18.0,14.3,No precipitation,6,,,,
01.02.2020 08:00,15.5,763.4,765.6,0.9,92,Wind blowing from the west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,600-1000,,,8.0,14.2,No precipitation,12,,,,
01.02.2020 05:00,15.6,762.5,764.7,,87,Wind blowing from the west,1,,6,, ,,,11.9,21.9,,,,,,12.0,13.4,No precipitation,6,,,,
01.02.2020 02:00,14.8,763.0,765.1,-0.5,89,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,21.9,,,2500 or more  or no clouds.,,,10.0,13.0,No precipitation,12,,,,
31.01.2020 23:00,14.5,763.5,765.7,,89,Wind blowing from the west,1,,8,, ,,,11.9,21.9,,,,,,9.0,12.7,No precipitation,6,,,,
31.01.2020 20:00,16.8,762.9,765.1,1.0,72,Wind blowing from the north,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,21.9,,,600-1000,,,16.0,11.7,No precipitation,12,,,,
31.01.2020 17:00,20.1,761.9,764.1,,58,Wind blowing from the east,4,,8,70 – 80%., ,,,11.9,21.9,,,600-1000,,,22.0,11.6,No precipitation,6,,,,
31.01.2020 14:00,20.7,762.4,764.6,-2.2,56,Wind blowing from the east-northeast,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,21.9,,,600-1000,,,26.0,11.6,No precipitation,12,,,,
31.01.2020 11:00,20.7,764.6,766.8,,52,Wind blowing from the east-northeast,4,,7,20–30%., ,,,11.9,20.8,,,600-1000,,,25.0,10.5,No precipitation,6,,,,
31.01.2020 08:00,12.3,764.2,766.4,1.5,87,Wind blowing from the north-northeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,,,,600-1000,,,11.0,10.2,No precipitation,12,,,,
31.01.2020 05:00,12.5,762.7,764.8,,87,Wind blowing from the west-northwest,1,,9,, ,,,12.4,20.3,,,,,,12.0,10.4,No precipitation,6,,,,
31.01.2020 02:00,13.2,763.2,765.4,-0.4,82,Wind blowing from the north-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,20.3,,,2500 or more  or no clouds.,,,13.0,10.2,No precipitation,12,,,,
30.01.2020 23:00,14.6,763.6,765.7,,74,Wind blowing from the north,3,,9,, ,,,12.4,20.3,,,,,,16.0,10.0,No precipitation,6,,,,
30.01.2020 20:00,14.8,763.3,765.6,1.1,71,Wind blowing from the north-east,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,20.3,,,600-1000,,,17.0,9.6,No precipitation,12,,,,
30.01.2020 17:00,18.0,762.2,764.4,,59,Wind blowing from the east-northeast,5,,9,20–30%., ,,,12.4,20.3,,,600-1000,,,21.0,9.9,No precipitation,6,,,,
30.01.2020 14:00,19.8,762.7,764.9,-2.0,51,Wind blowing from the north-east,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,19.8,,,600-1000,,,21.0,9.4,No precipitation,12,,,,
30.01.2020 11:00,18.9,764.7,766.9,,53,Wind blowing from the north-northeast,4,,7,70 – 80%., ,,,12.4,19.2,,,600-1000,,,18.0,9.1,No precipitation,6,,,,
30.01.2020 08:00,12.9,764.1,766.3,1.4,81,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,19.2,,,600-1000,,,8.0,9.7,No precipitation,12,,,,
30.01.2020 05:00,13.4,762.7,764.9,,77,Wind blowing from the west-northwest,3,,5,, ,,,12.7,19.2,,,,,,14.0,9.5,No precipitation,6,,,,
30.01.2020 02:00,13.2,763.3,765.5,-0.1,80,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,19.2,,,2500 or more  or no clouds.,,,13.0,9.8,No precipitation,12,,,,
29.01.2020 23:00,13.8,763.4,765.6,,73,Wind blowing from the north,2,,8,, ,,,13.3,19.2,,,,,,17.0,9.0,No precipitation,6,,,,
29.01.2020 20:00,15.5,763.0,765.1,1.3,75,Wind blowing from the north-northeast,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,19.2,,,600-1000,,,15.0,11.1,Trace of precipitation,12,,,,
29.01.2020 17:00,17.2,761.7,763.9,,69,Wind blowing from the north-east,3,,8,90  or more  but not 100%, ,,,13.3,19.2,,,600-1000,,,17.0,11.5,No precipitation,6,,,,
29.01.2020 14:00,18.0,762.1,764.2,-2.0,66,Wind blowing from the north,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,19.2,,,600-1000,,,24.0,11.6,1.0,12,,,,
29.01.2020 11:00,17.6,764.1,766.3,,69,Wind blowing from the north-northeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,17.7,,,600-1000,,,23.0,11.9,1.0,6,,,,
29.01.2020 08:00,14.1,763.6,765.9,1.4,81,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,15.8,,,600-1000,,,20.0,10.9,6.0,12,,,,
29.01.2020 05:00,14.2,762.2,764.5,,86,Wind blowing from the north-northwest,2,,6,, ,,,13.3,15.8,,,,,,12.0,11.9,4.0,6,,,,
29.01.2020 02:00,13.4,762.7,764.9,-0.2,92,Wind blowing from the north-northwest,2,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,15.8,,,2500 or more  or no clouds.,,,8.0,12.1,5.0,12,,,,
28.01.2020 23:00,14.4,762.9,765.1,,84,Wind blowing from the north-northwest,2,,6,, ,,,13.9,15.8,,,,,,20.0,11.7,No precipitation,6,,,,
28.01.2020 20:00,13.9,761.5,763.7,1.1,89,Wind blowing from the north,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,15.8,,,600-1000,,,16.0,12.1,0.5,12,,,,
28.01.2020 17:00,14.5,760.4,762.6,,89,Wind blowing from the north,3,,8,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,15.8,,,300-600,,,12.0,12.7,0.5,6,,,,
28.01.2020 14:00,15.5,760.3,762.4,-1.5,81,Wind blowing from the north-northeast,3,,8,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,15.8,,,300-600,,,19.0,12.3,2.0,12,,,,
28.01.2020 11:00,15.1,761.8,764.0,,82,Wind blowing from the north,3,,8,90  or more  but not 100%, ,,,13.9,15.2,,,600-1000,,,18.0,12.1,0.1,6,,,,
28.01.2020 08:00,14.1,760.9,763.0,0.0,92,Wind blowing from the north-northwest,2,,8,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,14.8,,,300-600,,,12.0,12.8,4.0,12,,,,
28.01.2020 05:00,14.2,760.9,763.0,,92,Wind blowing from the west-northwest,4,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.6,14.8,,,,,,19.0,12.9,2.0,6,,,,
28.01.2020 02:00,14.3,760.3,762.5,-0.3,92,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,15.2,,,2500 or more  or no clouds.,,,20.0,13.0,10.0,12,,,,
27.01.2020 23:00,13.9,760.6,762.7,,94,Wind blowing from the north-northwest,2,,7,,Rain (not freezing) not falling as shower(s). ,,,13.6,15.3,,,,,,20.0,13.0,3.0,6,,,,
27.01.2020 20:00,14.2,759.4,761.6,0.6,91,Wind blowing from the north,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,15.3,,,300-600,,,24.0,12.8,7.0,12,,,,
