Local time in Haikou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 08:00,19.1,758.5,764.2,1.0,92,Wind blowing from the east,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,21.0,,,300-600,,,7.0,17.8,1.0,12,,,,
05.02.2020 05:00,18.6,757.5,763.3,,93,Wind blowing from the east,4,,9,,Mist. ,,,18.6,21.0,,,,,,5.0,17.4,1.0,6,,,,
05.02.2020 02:00,18.7,758.4,764.2,-0.6,95,Wind blowing from the east,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,21.0,,,2500 or more  or no clouds.,,,3.4,17.9,1.0,12,,,,
04.02.2020 23:00,19.7,759.0,764.8,,89,Wind blowing from the east-northeast,2,,9,, ,,,19.4,21.0,,,,,,11.0,17.8,No precipitation,6,,,,
04.02.2020 20:00,19.6,757.8,763.6,1.1,90,Wind blowing from the east,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,22.1,,,300-600,,,12.0,17.9,No precipitation,12,,,,
04.02.2020 17:00,20.0,756.7,762.4,,89,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%, ,,,19.4,,,,300-600,,,12.0,18.1,No precipitation,6,,,,
04.02.2020 14:00,19.4,757.6,763.3,-1.7,93,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,300-600,,,5.0,18.2,No precipitation,12,,,,
04.02.2020 11:00,20.6,759.3,765.0,,86,Wind blowing from the east-northeast,3,,5,90  or more  but not 100%, ,,,19.6,,,,300-600,,,11.0,18.2,No precipitation,6,,,,
04.02.2020 08:00,19.6,758.2,763.9,1.0,92,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,,,,300-600,,,7.0,18.3,No precipitation,12,,,,
04.02.2020 05:00,20.1,757.2,762.9,,95,Wind blowing from the east,2,,7,, ,,,18.4,26.1,,,,,,9.0,19.3,No precipitation,6,,,,
04.02.2020 02:00,19.8,757.9,763.6,-0.3,94,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,26.1,,,2500 or more  or no clouds.,,,11.0,18.8,No precipitation,12,,,,
03.02.2020 23:00,20.6,758.2,763.9,,87,Wind blowing from the east,2,,9,, ,,,18.4,26.1,,,,,,18.0,18.4,No precipitation,6,,,,
03.02.2020 20:00,22.1,757.1,762.8,1.0,74,Wind blowing from the east-southeast,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,26.1,,,300-600,,,24.0,17.3,No precipitation,12,,,,
03.02.2020 17:00,22.9,756.1,761.8,,80,Wind blowing from the east-northeast,4,,9,50%., ,,,18.4,26.1,,,300-600,,,16.0,19.3,No precipitation,6,,,,
03.02.2020 14:00,23.5,756.9,762.6,-2.2,78,Wind blowing from the north-northeast,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,26.1,,,300-600,,,20.0,19.4,No precipitation,12,,,,
03.02.2020 11:00,23.4,759.1,764.8,,72,Wind blowing from the east-southeast,3,,7,60%., ,,,18.4,25.7,,,300-600,,,21.0,18.1,No precipitation,6,,,,
03.02.2020 08:00,19.0,759.0,764.7,1.2,97,Wind blowing from the south-east,1,,6,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,25.7,,,300-600,,,4.1,18.5,No precipitation,12,,,,
03.02.2020 05:00,18.6,757.8,763.5,,96,Wind blowing from the east-southeast,1,,8,,Mist. ,,,18.3,25.7,,,,,,6.0,17.9,No precipitation,6,,,,
03.02.2020 02:00,19.9,758.4,764.1,-0.4,90,Wind blowing from the east-southeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,25.7,,,2500 or more  or no clouds.,,,12.0,18.2,No precipitation,12,,,,
02.02.2020 23:00,20.5,758.8,764.5,,87,Wind blowing from the east-southeast,3,,8,, ,,,18.3,25.7,,,,,,13.0,18.3,No precipitation,6,,,,
02.02.2020 20:00,21.9,758.2,763.9,1.0,78,Wind blowing from the east-southeast,4,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,25.7,,,300-600,,,17.0,17.9,No precipitation,12,,,,
02.02.2020 17:00,23.7,757.2,762.9,,74,Wind blowing from the east,4,,8,20–30%., ,,,18.3,25.7,,,300-600,,,20.0,18.8,No precipitation,6,,,,
02.02.2020 14:00,24.6,758.2,763.9,-2.2,71,Wind blowing from the north-east,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,25.7,,,300-600,,,17.0,19.0,No precipitation,12,,,,
02.02.2020 11:00,23.6,760.4,766.1,,72,Wind blowing from the east,4,,7,40%., ,,,18.3,23.7,,,300-600,,,15.0,18.3,No precipitation,6,,,,
02.02.2020 08:00,18.4,759.7,765.4,1.2,95,Wind blowing from the east,1,,7,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,,,,300-600,,,7.0,17.6,No precipitation,12,,,,
02.02.2020 05:00,18.6,758.5,764.3,,92,Wind blowing from the east,2,,8,,Mist. ,,,16.9,22.1,,,,,,7.0,17.3,No precipitation,6,,,,
02.02.2020 02:00,18.4,758.7,764.5,-0.4,90,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,22.1,,,2500 or more  or no clouds.,,,9.0,16.7,No precipitation,12,,,,
01.02.2020 23:00,19.1,759.1,764.8,,84,Wind blowing from the east,3,,9,, ,,,16.3,22.1,,,,,,12.0,16.3,No precipitation,6,,,,
01.02.2020 20:00,19.6,758.7,764.5,1.0,79,Wind blowing from the east,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,22.1,,,300-600,,,13.0,15.9,No precipitation,12,,,,
01.02.2020 17:00,20.9,757.7,763.5,,71,Wind blowing from the east,5,,9,90  or more  but not 100%, ,,,16.3,22.1,,,300-600,,,15.0,15.4,No precipitation,6,,,,
01.02.2020 14:00,21.5,758.4,764.2,-1.9,64,Wind blowing from the east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,22.1,,,300-600,,,19.0,14.4,No precipitation,12,,,,
01.02.2020 11:00,21.1,760.3,766.1,,62,Wind blowing from the east-southeast,5,,9,90  or more  but not 100%, ,,,16.3,21.7,,,300-600,,,18.0,13.5,No precipitation,6,,,,
01.02.2020 08:00,17.6,759.9,765.7,1.2,74,Wind blowing from the east,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,18.0,12.9,No precipitation,12,,,,
01.02.2020 05:00,17.3,758.7,764.5,,71,Wind blowing from the east-southeast,3,,10,, ,,,11.9,21.7,,,,,,20.0,12.0,No precipitation,6,,,,
01.02.2020 02:00,16.4,759.4,765.2,-0.6,74,Wind blowing from the east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,21.7,,,2500 or more  or no clouds.,,,20.0,11.8,No precipitation,12,,,,
31.01.2020 23:00,17.3,760.0,765.7,,67,Wind blowing from the east,3,,10,, ,,,11.5,21.7,,,,,,21.0,11.1,No precipitation,6,,,,
31.01.2020 20:00,17.6,759.5,765.4,1.4,74,Wind blowing from the east,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,21.7,,,300-600,,,16.0,12.9,No precipitation,12,,,,
31.01.2020 17:00,19.9,758.1,763.9,,55,Wind blowing from the east,5,,10,40%., ,,,11.5,21.7,,,300-600,,,25.0,10.6,No precipitation,6,,,,
31.01.2020 14:00,21.1,758.8,764.5,-2.5,50,Wind blowing from the east-northeast,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,21.7,,,300-600,,,22.0,10.3,No precipitation,12,,,,
31.01.2020 11:00,19.7,761.3,767.2,,49,Wind blowing from the east,5,,8,20–30%., ,,,11.5,19.8,,,300-600,,,23.0,8.7,No precipitation,6,,,,
31.01.2020 08:00,13.0,760.8,766.6,1.6,79,Wind blowing from the east-southeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,18.6,,,300-600,,,17.0,9.4,No precipitation,12,,,,
31.01.2020 05:00,11.9,759.2,765.1,,87,Wind blowing from the south-east,1,,,, ,,,11.5,18.6,,,,,,15.0,9.8,No precipitation,6,,,,
31.01.2020 02:00,12.8,759.7,765.5,-0.6,81,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,18.6,,,2500 or more  or no clouds.,,,15.0,9.6,No precipitation,12,,,,
30.01.2020 23:00,14.4,760.3,766.1,,70,Wind blowing from the east,2,,12,, ,,,12.4,18.6,,,,,,21.0,9.0,No precipitation,6,,,,
30.01.2020 20:00,15.2,760.0,765.8,0.9,63,Wind blowing from the east,3,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,18.6,,,300-600,,,25.0,8.2,No precipitation,12,,,,
30.01.2020 17:00,17.2,759.1,764.9,,52,Wind blowing from the north-east,4,,12,20–30%., ,,,12.4,18.6,,,300-600,,,27.0,7.3,No precipitation,6,,,,
30.01.2020 14:00,17.9,759.8,765.7,-1.7,53,Wind blowing from the east-northeast,3,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,18.5,,,300-600,,,25.0,8.2,No precipitation,12,,,,
30.01.2020 11:00,17.8,761.5,767.3,,53,Wind blowing from the east-northeast,5,,11,20–30%., ,,,12.4,18.1,,,300-600,,,21.0,8.1,No precipitation,6,,,,
30.01.2020 08:00,14.4,760.6,766.4,1.2,74,Wind blowing from the east-northeast,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,18.1,,,300-600,,,11.0,9.8,No precipitation,12,,,,
30.01.2020 05:00,13.5,759.4,765.3,,81,Wind blowing from the west,1,,9,, ,,,13.5,18.1,,,,,,9.0,10.3,No precipitation,6,,,,
30.01.2020 02:00,14.8,759.5,765.4,-0.6,68,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,18.1,,,2500 or more  or no clouds.,,,12.0,9.0,No precipitation,12,,,,
29.01.2020 23:00,13.8,760.1,766.0,,80,Wind blowing from the south-west,1,,9,, ,,,13.7,18.1,,,,,,15.0,10.4,No precipitation,6,,,,
29.01.2020 20:00,15.6,759.7,765.5,1.2,66,Wind blowing from the east,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,18.1,,,300-600,,,22.0,9.3,No precipitation,12,,,,
29.01.2020 17:00,16.4,758.5,764.3,,63,Wind blowing from the east-northeast,3,,9,40%., ,,,13.7,18.1,,,300-600,,,23.0,9.3,No precipitation,6,,,,
29.01.2020 14:00,17.4,758.8,764.7,-2.1,59,Wind blowing from the north-east,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,18.1,,,300-600,,,26.0,9.3,0.4,12,,,,
29.01.2020 11:00,16.8,760.9,766.8,,61,Wind blowing from the east-northeast,4,,9,50%., ,,,13.7,17.0,,,300-600,,,30.0,9.2,0.4,6,,,,
29.01.2020 08:00,14.6,760.0,765.9,0.9,74,Wind blowing from the east-northeast,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,15.4,,,300-600,,,29.0,10.0,0.5,12,,,,
29.01.2020 05:00,14.6,759.1,764.9,,83,Wind blowing from the north-east,1,,7,, ,,,,15.4,,,,,,12.0,11.7,No precipitation,6,,,,
29.01.2020 02:00,14.9,759.3,765.1,0.0,80,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,15.4,,,2500 or more  or no clouds.,,,10.0,11.5,0.1,12,,,,
28.01.2020 23:00,14.6,759.3,765.1,,82,Wind blowing from the north-northeast,3,,8,, ,,,13.2,15.4,,,,,,14.0,11.6,0.1,6,,,,
28.01.2020 20:00,14.3,758.5,764.4,1.7,77,Wind blowing from the east-northeast,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,15.4,,,300-600,,,22.0,10.3,No precipitation,12,,,,
28.01.2020 17:00,14.7,756.8,762.7,,76,Wind blowing from the east-northeast,4,,8,100%., ,,,12.9,15.4,,,300-600,,,27.0,10.5,No precipitation,6,,,,
28.01.2020 14:00,15.3,757.4,763.3,-0.6,76,Wind blowing from the east-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,15.4,,,300-600,,,27.0,11.1,0.4,12,,,,
28.01.2020 11:00,14.9,758.0,763.9,,79,Wind blowing from the east-northeast,4,,8,100%., ,,,12.1,15.0,,,300-600,,,26.0,11.3,0.3,6,,,,
28.01.2020 08:00,14.4,757.6,763.4,0.3,84,Wind blowing from the east-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,14.6,,,300-600,,,26.0,11.7,5.0,12,,,,
28.01.2020 05:00,14.2,757.3,763.1,,87,Wind blowing from the north,3,,8,, ,,,12.1,14.6,,,,,,21.0,12.1,2.0,6,,,,
28.01.2020 02:00,14.0,756.7,762.5,-0.4,86,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,14.0,,,2500 or more  or no clouds.,,,27.0,11.7,14.0,12,,,,
27.01.2020 23:00,13.3,757.1,763.0,,95,Wind blowing from the north-east,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.1,13.8,,,,,,2.3,12.5,5.0,6,,,,
27.01.2020 20:00,13.3,756.2,762.1,0.7,95,Wind blowing from the north-east,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,15.1,,,300-600,,,2.8,12.5,14.0,12,,,,
27.01.2020 17:00,13.3,755.5,761.3,,96,Wind blowing from the north-east,2,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,15.1,,,300-600,,,3.1,12.7,8.0,6,,,,
27.01.2020 14:00,13.2,755.7,761.5,-2.4,91,Wind blowing from the north-east,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,15.1,,,300-600,,,12.0,11.8,5.0,12,,,,
27.01.2020 11:00,12.3,758.1,763.9,,95,Wind blowing from the north,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,15.1,,,300-600,,,9.0,11.5,5.0,6,,,,
27.01.2020 08:00,13.2,756.4,762.3,0.6,88,Wind blowing from the north-northeast,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,15.2,,,300-600,,,14.0,11.3,No precipitation,12,,,,
27.01.2020 05:00,12.7,755.8,761.7,,95,Wind blowing from the north,2,,6,,Mist. ,,,12.6,15.2,,,,,,4.0,11.9,No precipitation,6,,,,
27.01.2020 02:00,13.5,756.4,762.3,-0.8,83,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,,,,2500 or more  or no clouds.,,,25.0,10.7,2.0,12,,,,
