Local time in Wuzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 20:00,11.2,755.8,766.5,0.7,94,Wind blowing from the north,1,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,11.7,,,300-600,,,7.0,10.3,6.0,12,,,,
04.02.2020 17:00,11.4,755.1,765.7,,93,Wind blowing from the north-east,3,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,11.7,,,300-600,,,8.0,10.3,5.0,6,,,,
04.02.2020 14:00,11.1,755.5,766.2,-1.3,95,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,11.7,,,200-300,,,3.7,10.3,6.0,12,,,,
04.02.2020 11:00,11.0,756.8,767.5,,89,Wind blowing from the north-northeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,11.7,,,300-600,,,8.0,9.3,0.7,6,,,,
04.02.2020 08:00,10.4,756.2,766.9,0.7,87,Wind blowing from the east-northeast,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,,,,300-600,,,9.0,8.3,15.0,12,,,,
04.02.2020 05:00,10.0,755.5,766.2,,93,Wind blowing from the north-northeast,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.9,,,,,,,8.0,8.9,2.0,6,,,,
04.02.2020 02:00,10.1,756.5,767.2,,94,Wind blowing from the north-east,2,,7,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,,,,2500 or more  or no clouds.,,,7.0,9.2,15.0,12,,,,
03.02.2020 23:00,10.2,756.7,767.3,,96,Wind blowing from the north,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.2,,,,,,,5.0,9.6,14.0,6,,,,
03.02.2020 20:00,10.8,755.6,766.2,0.7,92,Wind blowing from the north-east,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,,,,300-600,,,4.6,9.6,8.0,12,,,,
03.02.2020 17:00,11.4,754.9,765.4,,91,Wind blowing from the north-northeast,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,19.0,,,300-600,,,6.0,10.0,4.0,6,,,,
03.02.2020 14:00,11.0,756.1,766.7,-1.5,94,Wind blowing from the north,3,,10,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,20.8,,,300-600,,,3.1,10.1,7.0,12,,,,
03.02.2020 11:00,11.0,757.6,768.1,,94,Wind blowing from the north,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,20.8,,,300-600,,,5.0,10.1,4.0,6,,,,
03.02.2020 08:00,12.5,756.1,766.6,1.9,83,Wind blowing from the north-east,5,,9,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,,,,1500-2000,,,7.0,9.7,Trace of precipitation,12,,,,
03.02.2020 05:00,14.7,754.2,764.5,,78,Wind blowing from the east-northeast,2,,7,,Mist. ,,,12.0,20.8,,,,,,5.0,10.9,No precipitation,6,,,,
03.02.2020 02:00,14.8,754.9,765.3,-0.5,77,Wind blowing from the east,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,20.8,,,2500 or more  or no clouds.,,,5.0,10.8,No precipitation,12,,,,
02.02.2020 23:00,14.9,755.4,765.8,,75,Wind blowing from the east-northeast,3,,7,,Mist. ,,,12.0,20.8,,,,,,5.0,10.5,No precipitation,6,,,,
02.02.2020 20:00,15.5,754.9,765.4,1.0,74,Wind blowing from the north-northeast,3,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,20.8,,,2000-2500,,,5.0,10.9,No precipitation,12,,,,
02.02.2020 17:00,19.1,753.9,764.3,,62,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,20.8,,,2000-2500,,,7.0,11.7,No precipitation,6,,,,
02.02.2020 14:00,19.8,754.8,765.2,-2.6,55,Wind blowing from the east-northeast,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,20.0,,,,,,7.0,10.5,No precipitation,12,,,,
02.02.2020 11:00,15.0,757.4,767.9,,70,Wind blowing from the north-east,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,16.5,,,2000-2500,,,5.0,9.6,No precipitation,6,,,,
02.02.2020 08:00,12.3,757.1,767.6,1.5,77,Wind blowing from the east-northeast,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,16.5,,,2500 or more  or no clouds.,,,5.0,8.4,0.1,12,,,,
02.02.2020 05:00,12.2,755.6,766.1,,76,Wind blowing from the north-northeast,3,,6,,Mist. ,,,10.0,16.5,,,,,,5.0,8.1,0.1,6,,,,
02.02.2020 02:00,12.4,755.8,766.3,0.2,79,Wind blowing from the north-east,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,16.5,,,2500 or more  or no clouds.,,,5.0,8.9,0.1,12,,,,
01.02.2020 23:00,13.6,755.6,766.1,,66,Wind blowing from the north-northeast,2,,5,,Rain (not freezing) not falling as shower(s). ,,,9.5,16.5,,,,,,6.0,7.2,No precipitation,6,,,,
01.02.2020 20:00,14.7,755.2,765.7,,56,Wind blowing from the north-northeast,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,16.5,,,1500-2000,,,6.0,6.0,No precipitation,12,,,,
01.02.2020 17:00,16.2,754.6,765.1,,54,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,17.6,,,2000-2500,,,7.0,6.9,No precipitation,6,,,,
01.02.2020 14:00,15.6,755.2,765.7,-2.1,50,Wind blowing from the east-northeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,18.5,,,2000-2500,,,7.0,5.2,No precipitation,12,,,,
01.02.2020 11:00,13.4,757.3,767.9,,61,Wind blowing from the north-northeast,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,18.5,,,2000-2500,,,6.0,6.0,No precipitation,6,,,,
01.02.2020 08:00,10.9,756.9,767.5,,68,Wind blowing from the east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,18.5,,,2000-2500,,,6.0,5.2,No precipitation,12,,,,
01.02.2020 05:00,10.3,755.8,766.3,,73,Calm  no wind,0,,,,Mist. ,,,5.2,18.5,,,,,,6.0,5.7,No precipitation,6,,,,
01.02.2020 02:00,9.9,756.1,766.6,-0.4,79,Wind blowing from the north-east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,18.5,,,2500 or more  or no clouds.,,,5.0,6.4,No precipitation,12,,,,
31.01.2020 23:00,11.4,756.5,767.1,,70,Wind blowing from the north-east,3,,5,,Mist. ,,,5.2,18.5,,,,,,5.0,6.1,No precipitation,6,,,,
31.01.2020 20:00,13.9,755.6,766.3,,51,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,18.5,,,,,,7.0,3.9,No precipitation,12,,,,
31.01.2020 17:00,17.4,754.7,765.3,,31,Wind blowing from the east-northeast,2,,5,20–30%., ,,,5.2,18.5,,,2500 or more  or no clouds.,,,9.0,0.1,No precipitation,6,,,,
31.01.2020 14:00,17.5,755.7,766.3,-2.8,34,Wind blowing from the east,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,18.4,,,2000-2500,,,9.0,1.5,No precipitation,12,,,,
31.01.2020 11:00,13.8,758.5,769.1,,46,Wind blowing from the east-southeast,3,,4,70 – 80%., ,,,5.2,18.4,,,2500 or more  or no clouds.,,,7.0,2.4,No precipitation,6,,,,
31.01.2020 08:00,5.6,757.8,768.5,1.7,91,Wind blowing from the north-east,3,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,18.4,,,,,,4.4,4.2,No precipitation,12,,,,
31.01.2020 05:00,7.1,756.1,766.6,,85,Wind blowing from the south-southeast,1,,4,,Mist. ,,,4.5,18.4,,,,,,5.0,4.8,No precipitation,6,,,,
31.01.2020 02:00,8.1,756.3,766.9,-0.4,67,Wind blowing from the north-east,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,18.4,,,2500 or more  or no clouds.,,,7.0,2.3,No precipitation,12,,,,
30.01.2020 23:00,9.2,756.7,767.4,,65,Wind blowing from the north-east,3,,5,,Haze. ,,,4.5,18.4,,,,,,6.0,3.0,No precipitation,6,,,,
30.01.2020 20:00,13.4,756.1,766.7,1.0,44,Wind blowing from the west-northwest,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,18.4,,,,,,7.0,1.4,No precipitation,12,,,,
30.01.2020 17:00,17.4,755.1,765.7,,26,Wind blowing from the south-east,2,,5,no clouds, ,,,4.5,18.4,,,,,,10.0,-2.3,No precipitation,6,,,,
30.01.2020 14:00,16.1,756.3,766.9,-3.0,29,Wind blowing from the south-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,18.0,,,,,,8.0,-1.9,No precipitation,12,,,,
30.01.2020 11:00,12.8,759.3,769.9,,43,Wind blowing from the east-southeast,2,,3,no clouds, ,,,4.5,18.0,,,,,,8.0,0.5,No precipitation,6,,,,
30.01.2020 08:00,4.9,758.8,769.5,1.9,88,Wind blowing from the north-east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,18.0,,,,,,4.8,3.1,No precipitation,12,,,,
30.01.2020 05:00,5.4,756.9,767.5,,88,Wind blowing from the north-east,2,,4,,Mist. ,,,5.4,18.0,,,,,,5.0,3.6,No precipitation,6,,,,
30.01.2020 02:00,8.3,757.2,767.8,0.0,61,Wind blowing from the north-northeast,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,18.0,,,2500 or more  or no clouds.,,,7.0,1.2,No precipitation,12,,,,
29.01.2020 23:00,9.8,757.2,767.8,,63,Wind blowing from the north,2,,6,,Haze. ,,,7.1,18.0,,,,,,7.0,3.1,No precipitation,6,,,,
29.01.2020 20:00,13.5,755.9,766.6,1.1,40,Wind blowing from the north-east,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,18.0,,,2500 or more  or no clouds.,,,8.0,0.2,No precipitation,12,,,,
29.01.2020 17:00,16.9,754.8,765.3,,34,Wind blowing from the west,2,,7,no clouds, ,,,7.1,18.0,,,,,,8.0,1.0,No precipitation,6,,,,
29.01.2020 14:00,16.1,755.7,766.3,,31,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,16.2,,,,,,9.0,-1.0,No precipitation,12,,,,
29.01.2020 11:00,11.7,758.4,769.0,,42,Wind blowing from the north-east,3,,7,70 – 80%., ,,,7.1,15.5,,,2500 or more  or no clouds.,,,7.0,-0.8,No precipitation,6,,,,
29.01.2020 08:00,7.7,758.0,768.7,1.1,59,Wind blowing from the east-northeast,2,,7,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,,,,2500 or more  or no clouds.,,,7.0,0.2,No precipitation,12,,,,
29.01.2020 05:00,8.8,756.9,767.5,,58,Wind blowing from the north-east,3,,6,, ,,,5.0,15.5,,,,,,7.0,0.8,No precipitation,6,,,,
29.01.2020 02:00,8.9,757.3,767.9,-0.1,62,Wind blowing from the north-northeast,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,15.5,,,2500 or more  or no clouds.,,,7.0,2.0,No precipitation,12,,,,
28.01.2020 23:00,8.9,757.4,768.1,,71,Wind blowing from the north-northeast,1,,7,,Mist. ,,,5.0,15.5,,,,,,6.0,3.9,No precipitation,6,,,,
28.01.2020 20:00,10.7,755.5,766.2,1.7,62,Wind blowing from the north-northeast,2,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,15.5,,,,,,7.0,3.7,No precipitation,12,,,,
28.01.2020 17:00,13.8,753.8,764.5,,43,Wind blowing from the north-east,2,,9,no clouds, ,,,5.0,15.5,,,,,,8.0,1.4,No precipitation,6,,,,
28.01.2020 14:00,12.9,754.5,765.1,,44,Wind blowing from the north-east,2,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,13.6,,,2500 or more  or no clouds.,,,8.0,1.0,No precipitation,12,,,,
28.01.2020 11:00,9.2,757.0,767.8,,56,Wind blowing from the north-northeast,2,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,13.3,,,,,,7.0,0.9,No precipitation,6,,,,
28.01.2020 08:00,5.2,756.8,767.6,1.0,70,Wind blowing from the north-northeast,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,2500 or more  or no clouds.,,,7.0,0.2,No precipitation,12,,,,
28.01.2020 05:00,5.5,755.8,766.5,,72,Wind blowing from the north,2,,9,, ,,,4.7,13.3,,,,,,7.0,0.7,No precipitation,6,,,,
28.01.2020 02:00,5.7,755.9,766.6,0.0,70,Wind blowing from the north-east,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,13.3,,,2500 or more  or no clouds.,,,7.0,0.5,No precipitation,12,,,,
27.01.2020 23:00,6.0,755.9,766.6,,70,Wind blowing from the north-east,3,,8,, ,,,4.7,13.3,,,,,,8.0,0.8,No precipitation,6,,,,
27.01.2020 20:00,7.5,754.6,765.4,1.5,64,Wind blowing from the north,3,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,13.3,,,2500 or more  or no clouds.,,,8.0,1.1,No precipitation,12,,,,
27.01.2020 17:00,10.9,753.1,763.7,,57,Wind blowing from the north-northeast,3,,7,20–30%., ,,,4.7,13.3,,,2500 or more  or no clouds.,,,8.0,2.7,No precipitation,6,,,,
27.01.2020 14:00,13.1,753.7,764.3,-2.5,49,Wind blowing from the north,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,13.3,,,2000-2500,,,10.0,2.6,No precipitation,12,,,,
27.01.2020 11:00,10.3,756.2,766.9,,59,Wind blowing from the north-northeast,3,,6,70 – 80%., ,,,4.7,12.8,,,600-1000,,,9.0,2.6,No precipitation,6,,,,
27.01.2020 08:00,4.7,755.7,766.5,1.1,93,Wind blowing from the north-northeast,2,,6,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,12.8,,,2500 or more  or no clouds.,,,5.0,3.7,No precipitation,12,,,,
27.01.2020 05:00,5.6,754.6,765.4,,82,Wind blowing from the east-southeast,1,,8,, ,,,5.3,12.8,,,,,,9.0,2.8,No precipitation,6,,,,
27.01.2020 02:00,6.0,754.7,765.4,-0.4,81,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,12.8,,,2500 or more  or no clouds.,,,10.0,3.0,No precipitation,12,,,,
26.01.2020 23:00,7.0,755.1,765.8,,79,Wind blowing from the north,3,,8,, ,,,6.9,12.8,,,,,,10.0,3.6,No precipitation,6,,,,
26.01.2020 20:00,8.6,754.9,765.6,1.1,71,Wind blowing from the north,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,12.8,,,,,,11.0,3.6,0.3,12,,,,
26.01.2020 17:00,10.9,753.8,764.5,,62,Wind blowing from the north-east,4,,7,70 – 80%., ,,,6.9,12.8,,,2000-2500,,,11.0,3.9,No precipitation,6,,,,
26.01.2020 14:00,11.7,754.2,764.8,-1.9,74,Wind blowing from the north-west,2,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,11.7,,,600-1000,,,11.0,7.2,26.0,12,,,,
