Local time in Sanya (weather station),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 02:00,18.8,726.6,762.9,-0.3,100,Wind blowing from the east-northeast,5,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,23.3,,,2500 or more  or no clouds.,,,5.0,18.8,No precipitation,12,,,,
05.02.2020 23:00,18.7,726.9,763.2,,100,Wind blowing from the east,6,,10,, ,,,17.5,23.3,,,,,,7.0,18.7,No precipitation,6,,,,
05.02.2020 20:00,18.8,726.3,762.9,1.0,100,Wind blowing from the east-northeast,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,23.3,,,2500 or more  or no clouds.,,,20.0,18.8,No precipitation,12,,,,
05.02.2020 17:00,20.2,725.3,761.8,,91,Wind blowing from the east,6,,14,20–30%., ,,,17.5,23.3,,,300-600,,,21.0,18.7,No precipitation,6,,,,
05.02.2020 14:00,22.5,726.1,762.5,,82,Wind blowing from the east-southeast,5,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,23.3,,,300-600,,,23.0,19.3,No precipitation,12,,,,
05.02.2020 11:00,22.4,728.0,764.5,,71,Wind blowing from the east-northeast,5,,14,20–30%., ,,,17.5,22.6,,,300-600,,,24.0,16.9,No precipitation,6,,,,
05.02.2020 08:00,17.8,727.1,763.8,1.2,96,Wind blowing from the north-east,8,,14,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,,,,200-300,,,15.0,17.2,No precipitation,12,,,,
05.02.2020 05:00,17.9,725.9,762.4,,92,Wind blowing from the north-east,8,,13,, ,,,17.1,22.6,,,,,,17.0,16.6,No precipitation,6,,,,
05.02.2020 02:00,17.6,726.7,763.1,-0.6,100,Wind blowing from the north-east,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,22.6,,,2500 or more  or no clouds.,,,12.0,17.6,No precipitation,12,,,,
04.02.2020 23:00,18.1,727.3,763.8,,100,Wind blowing from the east-northeast,6,,11,, ,,,17.1,22.6,,,,,,7.0,18.1,No precipitation,6,,,,
04.02.2020 20:00,18.4,726.4,763.0,1.0,100,Wind blowing from the east,6,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,22.6,,,200-300,,,20.0,18.4,No precipitation,12,,,,
04.02.2020 17:00,19.9,725.4,761.9,,95,Wind blowing from the east,7,,11,40%., ,,,17.1,22.6,,,300-600,,,16.0,19.1,No precipitation,6,,,,
04.02.2020 14:00,21.7,726.3,762.7,-1.6,83,Wind blowing from the east,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,22.6,,,300-600,,,21.0,18.7,No precipitation,12,,,,
04.02.2020 11:00,21.7,727.9,764.4,,82,Wind blowing from the east-northeast,4,,9,20–30%., ,,,17.1,22.3,,,300-600,,,19.0,18.5,No precipitation,6,,,,
04.02.2020 08:00,17.6,727.0,763.7,0.8,100,Wind blowing from the east-northeast,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,,,,200-300,,,20.0,17.6,No precipitation,12,,,,
04.02.2020 05:00,17.2,726.2,762.7,,100,Wind blowing from the north-northeast,4,,9,,Mist. ,,,17.0,22.3,,,,,,5.0,17.2,No precipitation,6,,,,
04.02.2020 02:00,17.7,726.8,763.3,,100,Wind blowing from the east-northeast,4,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,22.3,,,2500 or more  or no clouds.,,,6.0,17.7,No precipitation,12,,,,
03.02.2020 23:00,17.9,727.2,763.6,,100,Wind blowing from the east-northeast,5,,11,, ,,,17.0,22.3,,,,,,7.0,17.9,No precipitation,6,,,,
03.02.2020 20:00,18.2,726.5,763.2,0.7,100,Wind blowing from the east,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,22.3,,,2500 or more  or no clouds.,,,8.0,18.2,No precipitation,12,,,,
03.02.2020 17:00,20.2,725.8,762.4,,86,Wind blowing from the east,5,,11,40%., ,,,17.0,22.3,,,300-600,,,17.0,17.8,No precipitation,6,,,,
03.02.2020 14:00,21.3,726.5,763.0,-1.8,80,Wind blowing from the east,7,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,22.3,,,300-600,,,21.0,17.7,No precipitation,12,,,,
03.02.2020 11:00,21.1,728.3,764.8,,85,Wind blowing from the east,6,,10,40%., ,,,17.0,21.9,,,300-600,,,16.0,18.5,No precipitation,6,,,,
03.02.2020 08:00,17.5,727.7,764.5,0.7,100,Wind blowing from the east-northeast,6,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,,,,100-200,,,15.0,17.5,No precipitation,12,,,,
03.02.2020 05:00,17.3,727.0,763.6,,100,Wind blowing from the east-northeast,5,,9,,Fog or ice fog. ,,,16.4,21.9,,,,,,1.5,17.3,No precipitation,6,,,,
03.02.2020 02:00,17.5,727.4,763.9,-0.5,100,Wind blowing from the north-east,5,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,21.9,,,2500 or more  or no clouds.,,,2.8,17.5,No precipitation,12,,,,
02.02.2020 23:00,18.0,727.9,764.4,,100,Wind blowing from the east-northeast,5,,11,,Mist. ,,,15.9,21.9,,,,,,3.4,18.0,No precipitation,6,,,,
02.02.2020 20:00,18.2,727.6,764.3,0.9,100,Wind blowing from the east,6,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,21.9,,,100-200,,,15.0,18.2,No precipitation,12,,,,
02.02.2020 17:00,19.8,726.7,763.3,,91,Wind blowing from the east-southeast,6,,11,50%., ,,,15.9,21.9,,,300-600,,,12.0,18.3,No precipitation,6,,,,
02.02.2020 14:00,21.6,727.8,764.3,-1.5,81,Wind blowing from the east,5,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,21.9,,,300-600,,,13.0,18.2,No precipitation,12,,,,
02.02.2020 11:00,20.8,729.3,766.0,,82,Wind blowing from the east-northeast,7,,11,70 – 80%., ,,,15.9,21.0,,,300-600,,,14.0,17.6,No precipitation,6,,,,
02.02.2020 08:00,17.3,728.6,765.5,1.0,98,Wind blowing from the north-east,7,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,,,,2500 or more  or no clouds.,,,10.0,17.0,No precipitation,12,,,,
02.02.2020 05:00,16.6,727.6,764.3,,98,Wind blowing from the east-northeast,7,,11,, ,,,15.0,19.3,,,,,,10.0,16.3,No precipitation,6,,,,
02.02.2020 02:00,16.6,727.3,764.1,-0.6,94,Wind blowing from the east-northeast,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,19.3,,,2500 or more  or no clouds.,,,12.0,15.6,No precipitation,12,,,,
01.02.2020 23:00,16.8,727.9,764.7,,89,Wind blowing from the east-northeast,6,,11,, ,,,15.0,19.3,,,,,,11.0,15.0,No precipitation,6,,,,
01.02.2020 20:00,16.8,727.5,764.4,,92,Wind blowing from the east-northeast,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,19.3,,,200-300,,,13.0,15.5,No precipitation,12,,,,
01.02.2020 17:00,18.3,726.7,763.5,,79,Wind blowing from the east-northeast,6,,13,90  or more  but not 100%, ,,,15.0,19.3,,,300-600,,,18.0,14.6,No precipitation,6,,,,
01.02.2020 14:00,18.3,727.5,764.3,-1.7,83,Wind blowing from the east,4,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,19.6,,,300-600,,,16.0,15.4,No precipitation,12,,,,
01.02.2020 11:00,18.3,729.2,766.1,,76,Wind blowing from the east-northeast,6,,13,70 – 80%., ,,,15.0,19.6,,,300-600,,,20.0,14.0,No precipitation,6,,,,
01.02.2020 08:00,15.7,728.2,765.1,,81,Wind blowing from the north-east,9,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,,,,2500 or more  or no clouds.,,,20.0,12.5,No precipitation,12,,,,
01.02.2020 05:00,15.2,727.3,764.2,,87,Wind blowing from the east-northeast,8,,13,, ,,,13.3,19.6,,,,,,19.0,13.1,No precipitation,6,,,,
01.02.2020 02:00,15.3,727.9,764.7,-0.3,83,Wind blowing from the east-northeast,8,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,19.6,,,2500 or more  or no clouds.,,,21.0,12.4,No precipitation,12,,,,
31.01.2020 23:00,15.4,728.2,765.1,,88,Wind blowing from the east-northeast,8,,12,, ,,,13.3,19.6,,,,,,19.0,13.4,No precipitation,6,,,,
31.01.2020 20:00,15.8,727.7,764.8,,84,Wind blowing from the east-northeast,7,,13,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,19.6,,,300-600,,,26.0,13.1,No precipitation,12,,,,
31.01.2020 17:00,17.3,726.8,763.8,,76,Wind blowing from the east,6,,13,90  or more  but not 100%, ,,,13.3,19.6,,,,,,27.0,13.0,No precipitation,6,,,,
31.01.2020 14:00,19.1,727.3,764.2,-1.9,65,Wind blowing from the east-northeast,6,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,19.4,,,300-600,,,28.0,12.4,No precipitation,12,,,,
31.01.2020 11:00,18.0,729.2,766.3,,64,Wind blowing from the east-northeast,6,,14,50%., ,,,13.3,19.4,,,300-600,,,23.0,11.1,No precipitation,6,,,,
31.01.2020 08:00,14.6,728.3,765.5,1.3,72,Wind blowing from the east-northeast,6,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,,,,300-600,,,23.0,9.6,No precipitation,12,,,,
31.01.2020 05:00,14.2,727.0,764.1,,73,Wind blowing from the north-east,7,,14,, ,,,12.3,19.4,,,,,,23.0,9.4,No precipitation,6,,,,
31.01.2020 02:00,14.1,727.5,764.4,-0.5,76,Wind blowing from the north-east,8,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,19.4,,,2500 or more  or no clouds.,,,21.0,9.9,No precipitation,12,,,,
30.01.2020 23:00,14.0,728.0,765.1,,74,Wind blowing from the north-east,8,,12,, ,,,12.3,19.4,,,,,,19.0,9.4,No precipitation,6,,,,
30.01.2020 20:00,14.6,727.5,764.7,0.7,82,Wind blowing from the east-northeast,7,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,19.4,,,2500 or more  or no clouds.,,,17.0,11.6,No precipitation,12,,,,
30.01.2020 17:00,16.4,726.8,763.9,,76,Wind blowing from the east,5,,13,90  or more  but not 100%, ,,,12.3,19.4,,,,,,17.0,12.2,No precipitation,6,,,,
30.01.2020 14:00,18.5,727.4,764.4,-1.6,60,Wind blowing from the east-southeast,4,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,19.4,,,300-600,,,20.0,10.6,No precipitation,12,,,,
30.01.2020 11:00,16.3,729.0,766.1,,66,Wind blowing from the north-east,6,,13,90  or more  but not 100%, ,,,12.3,18.5,,,,,,16.0,9.9,No precipitation,6,,,,
30.01.2020 08:00,13.4,728.0,765.1,1.3,67,Wind blowing from the north-east,9,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,18.5,,,2500 or more  or no clouds.,,,17.0,7.4,No precipitation,12,,,,
30.01.2020 05:00,12.3,726.7,763.9,,80,Wind blowing from the north-east,9,,12,, ,,,12.3,18.5,,,,,,21.0,9.0,No precipitation,6,,,,
30.01.2020 02:00,13.5,727.0,763.9,-0.3,84,Wind blowing from the north-east,7,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,18.5,,,2500 or more  or no clouds.,,,19.0,10.9,No precipitation,12,,,,
29.01.2020 23:00,14.1,727.3,764.2,,95,Wind blowing from the north-east,5,,8,, ,,,13.3,18.5,,,,,,13.0,13.3,No precipitation,6,,,,
29.01.2020 20:00,15.7,727.0,764.1,0.9,88,Wind blowing from the east-northeast,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,18.5,,,2500 or more  or no clouds.,,,18.0,13.7,No precipitation,12,,,,
29.01.2020 17:00,16.2,726.1,763.0,,83,Wind blowing from the east,4,,11,90  or more  but not 100%, ,,,13.3,18.5,,,,,,24.0,13.3,No precipitation,6,,,,
29.01.2020 14:00,17.8,726.3,763.2,,74,Wind blowing from the east,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,18.5,,,2500 or more  or no clouds.,,,28.0,13.1,No precipitation,12,,,,
29.01.2020 11:00,17.0,728.1,765.1,,77,Wind blowing from the east-northeast,3,,11,90  or more  but not 100%, ,,,13.3,17.1,,,,,,25.0,12.9,No precipitation,6,,,,
29.01.2020 08:00,13.9,727.0,764.2,1.0,86,Wind blowing from the north-east,8,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,30.0,11.6,No precipitation,12,,,,
29.01.2020 05:00,14.1,726.0,763.1,,95,Wind blowing from the north-east,7,,12,, ,,,13.5,,,,,,,30.0,13.3,No precipitation,6,,,,
29.01.2020 02:00,14.1,725.9,763.0,-0.8,96,Wind blowing from the north-east,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,14.9,,,2500 or more  or no clouds.,,,30.0,13.5,No precipitation,12,,,,
28.01.2020 23:00,14.2,726.7,763.8,,96,Wind blowing from the north-northeast,6,,14,, ,,,13.5,14.9,,,,,,30.0,13.6,No precipitation,6,,,,
28.01.2020 20:00,14.0,725.2,762.2,1.2,98,Wind blowing from the north-northeast,6,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,14.9,,,200-300,,,30.0,13.7,0.4,12,,,,
28.01.2020 17:00,13.9,724.0,760.9,,100,Wind blowing from the north-northeast,8,,16,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,15.7,,,,,,0.3,13.9,0.2,6,,,,
28.01.2020 14:00,14.6,724.3,761.3,,99,Wind blowing from the north-east,7,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,200-300,,,30.0,14.4,0.5,12,,,,
28.01.2020 11:00,14.5,725.2,762.2,,100,Wind blowing from the north-east,8,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,,,,200-300,,,30.0,14.5,0.2,6,,,,
28.01.2020 08:00,14.6,724.3,761.3,0.7,97,Wind blowing from the north-east,8,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,,,,200-300,,,30.0,14.1,0.7,12,,,,
