Local time in Xinyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 20:00,2.2,760.3,771.3,0.4,96,Wind blowing from the north-northwest,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,,,,2500 or more  or no clouds.,,,1.3,1.6,No precipitation,12,,,,
05.02.2020 17:00,3.1,759.9,770.8,,88,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,,,,,,,2.5,1.3,No precipitation,6,,,,
05.02.2020 14:00,3.7,760.4,771.3,,86,Wind blowing from the north,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,,,,2500 or more  or no clouds.,,,2.8,1.6,No precipitation,12,,,,
05.02.2020 11:00,2.6,762.2,773.1,,86,Wind blowing from the north-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,,,,2500 or more  or no clouds.,,,2.6,0.5,No precipitation,6,,,,
05.02.2020 08:00,1.6,761.9,772.7,1.0,84,Wind blowing from the north-northwest,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,17.7,,,2500 or more  or no clouds.,,,3.0,-0.8,No precipitation,12,,,,
05.02.2020 05:00,2.6,760.9,771.6,,79,Wind blowing from the north,3,,6,,Mist. ,,,2.0,17.7,,,,,,2.9,-0.7,No precipitation,6,,,,
05.02.2020 02:00,4.2,760.7,771.4,,77,Wind blowing from the north-northwest,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,17.7,,,2500 or more  or no clouds.,,,2.7,0.5,No precipitation,12,,,,
04.02.2020 23:00,7.4,760.1,770.8,,77,Wind blowing from the north-northwest,2,,6,,Mist. ,,,2.0,17.7,,,,,,2.8,3.5,No precipitation,6,,,,
04.02.2020 20:00,12.1,757.9,768.5,1.8,53,Wind blowing from the north-east,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,17.7,,,,,,6.0,2.6,No precipitation,12,,,,
04.02.2020 17:00,16.2,756.1,766.7,,33,Wind blowing from the east,2,,6,50%., ,,,2.0,17.7,,,1000-1500,,,12.0,-0.1,No precipitation,6,,,,
04.02.2020 14:00,17.0,756.1,766.6,,32,Wind blowing from the west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,17.1,,,,,,9.0,0.2,No precipitation,12,,,,
04.02.2020 11:00,13.0,758.1,768.7,,45,Wind blowing from the south-west,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,13.0,,,,,,6.0,1.4,No precipitation,6,,,,
04.02.2020 08:00,5.3,757.6,768.4,0.4,74,Wind blowing from the south,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,12.1,,,,,,3.6,1.0,No precipitation,12,,,,
04.02.2020 05:00,2.3,757.2,767.9,,95,Calm  no wind,0,,,,Mist. ,,,2.3,12.1,,,,,,2.3,1.6,No precipitation,6,,,,
04.02.2020 02:00,3.3,758.1,768.8,,93,Wind blowing from the west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,12.1,,,2500 or more  or no clouds.,,,2.2,2.3,No precipitation,12,,,,
03.02.2020 23:00,5.3,759.0,769.8,,81,Wind blowing from the west-northwest,1,,4,,Mist. ,,,3.0,12.1,,,,,,3.1,2.3,No precipitation,6,,,,
03.02.2020 20:00,8.4,758.9,769.7,0.4,63,Wind blowing from the east,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,12.1,,,2500 or more  or no clouds.,,,3.7,1.8,No precipitation,12,,,,
03.02.2020 17:00,10.8,758.5,769.3,,49,Wind blowing from the north-east,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,12.6,,,2500 or more  or no clouds.,,,5.0,0.5,No precipitation,6,,,,
03.02.2020 14:00,11.1,759.5,770.2,-3.0,46,Wind blowing from the east,2,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,13.7,,,2500 or more  or no clouds.,,,5.0,-0.1,No precipitation,12,,,,
03.02.2020 11:00,6.4,762.5,773.3,,65,Wind blowing from the east-northeast,2,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,13.7,,,2500 or more  or no clouds.,,,3.4,0.3,No precipitation,6,,,,
03.02.2020 08:00,3.1,762.3,773.1,1.8,85,Wind blowing from the west,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,13.7,,,2500 or more  or no clouds.,,,2.8,0.8,No precipitation,12,,,,
03.02.2020 05:00,5.2,760.5,771.2,,82,Wind blowing from the north,2,,7,,Mist. ,,,5.2,13.7,,,,,,2.5,2.4,No precipitation,6,,,,
03.02.2020 02:00,6.2,760.8,771.4,0.2,82,Wind blowing from the west,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,13.7,,,2500 or more  or no clouds.,,,2.7,3.4,No precipitation,12,,,,
02.02.2020 23:00,7.8,760.6,771.4,,74,Wind blowing from the west,1,,7,,Mist. ,,,6.4,13.7,,,,,,3.0,3.5,No precipitation,6,,,,
02.02.2020 20:00,10.6,759.5,770.2,1.5,59,Wind blowing from the north-east,2,,7,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,13.7,,,2500 or more  or no clouds.,,,3.9,2.9,No precipitation,12,,,,
02.02.2020 17:00,12.6,758.0,768.7,,46,Wind blowing from the north-east,4,,7,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,14.4,,,2500 or more  or no clouds.,,,5.0,1.3,No precipitation,6,,,,
02.02.2020 14:00,13.0,757.9,768.5,-2.0,40,Wind blowing from the north-northeast,3,,6,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,15.6,,,2500 or more  or no clouds.,,,7.0,-0.3,No precipitation,12,,,,
02.02.2020 11:00,9.5,759.9,770.5,,55,Wind blowing from the north-northwest,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,15.6,,,2500 or more  or no clouds.,,,4.2,0.9,No precipitation,6,,,,
02.02.2020 08:00,6.4,759.2,769.9,1.2,70,Wind blowing from the north-northwest,2,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,15.6,,,2500 or more  or no clouds.,,,5.0,1.3,No precipitation,12,,,,
02.02.2020 05:00,6.9,758.0,768.6,,70,Wind blowing from the west,1,,5,,Mist. ,,,4.5,15.6,,,,,,5.0,1.8,No precipitation,6,,,,
02.02.2020 02:00,8.0,757.9,768.4,0.0,60,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,15.6,,,2500 or more  or no clouds.,,,7.0,0.7,No precipitation,12,,,,
01.02.2020 23:00,10.9,757.9,768.5,,45,Wind blowing from the north-east,1,,6,, ,,,4.5,15.6,,,,,,9.0,-0.6,No precipitation,6,,,,
01.02.2020 20:00,12.3,757.4,768.1,,37,Wind blowing from the east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,15.6,,,2500 or more  or no clouds.,,,8.0,-2.0,No precipitation,12,,,,
01.02.2020 17:00,14.4,756.1,766.7,,26,Wind blowing from the east,3,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,14.0,-4.8,,,,,,
01.02.2020 14:00,15.3,756.4,766.9,-2.3,22,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,16.3,,,2500 or more  or no clouds.,,,19.0,-6.3,No precipitation,12,,,,
01.02.2020 11:00,12.8,758.7,769.3,,32,Wind blowing from the north,1,,3,60%., ,,,4.5,16.3,,,2500 or more  or no clouds.,,,11.0,-3.5,No precipitation,6,,,,
01.02.2020 08:00,4.7,758.2,769.0,,76,Wind blowing from the west,2,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,16.3,,,2500 or more  or no clouds.,,,4.9,0.8,No precipitation,12,,,,
01.02.2020 05:00,4.9,757.3,767.9,,71,Calm  no wind,0,,,,Mist. ,,,0.3,16.3,,,,,,5.0,0.1,No precipitation,6,,,,
01.02.2020 02:00,6.0,757.5,768.1,-0.4,59,Wind blowing from the east-southeast,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,16.3,,,2500 or more  or no clouds.,,,7.0,-1.6,No precipitation,12,,,,
31.01.2020 23:00,8.9,757.9,768.5,,42,Wind blowing from the south-west,1,,7,, ,,,0.3,16.3,,,,,,8.0,-3.3,No precipitation,6,,,,
31.01.2020 20:00,10.3,757.6,768.4,,39,Wind blowing from the south,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,16.3,,,,,,9.0,-3.0,No precipitation,12,,,,
31.01.2020 17:00,14.5,756.3,767.0,,24,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,17.0,-5.8,,,,,,
31.01.2020 14:00,15.7,756.7,767.3,-2.1,25,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,16.1,,,,,,18.0,-4.3,No precipitation,12,,,,
31.01.2020 11:00,11.9,758.8,769.6,,42,Wind blowing from the east-southeast,1,,2,no clouds, ,,,0.3,12.1,,,,,,9.0,-0.6,No precipitation,6,,,,
31.01.2020 08:00,0.7,758.5,769.4,0.6,92,Wind blowing from the east-southeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,12.1,,,,,,4.4,-0.4,No precipitation,12,,,,
31.01.2020 05:00,0.5,757.9,768.7,,95,Wind blowing from the west,1,,4,,Mist. ,,,-0.1,12.1,,,,,,3.4,-0.2,No precipitation,6,,,,
31.01.2020 02:00,1.8,758.6,769.3,-0.3,92,Wind blowing from the west-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,12.1,,,2500 or more  or no clouds.,,,3.6,0.6,No precipitation,12,,,,
30.01.2020 23:00,4.4,758.9,769.7,,72,Wind blowing from the south-southeast,1,,5,,Mist. ,,,-0.1,12.1,,,,,,4.5,-0.2,No precipitation,6,,,,
30.01.2020 20:00,7.4,758.6,769.5,0.7,56,Wind blowing from the east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,12.1,,,,,,6.0,-0.8,No precipitation,12,,,,
30.01.2020 17:00,10.8,757.9,768.7,,41,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,8.0,-1.9,,,,,,
30.01.2020 14:00,11.8,758.6,769.3,-2.0,32,Wind blowing from the north-east,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,13.1,,,,,,11.0,-4.4,No precipitation,12,,,,
30.01.2020 11:00,7.7,760.6,771.4,,64,Wind blowing from the west,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,13.1,,,,,,6.0,1.3,No precipitation,6,,,,
30.01.2020 08:00,0.1,759.8,770.7,1.3,95,Wind blowing from the west-northwest,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,13.1,,,,,,4.2,-0.6,No precipitation,12,,,,
30.01.2020 05:00,0.8,758.5,769.3,,93,Wind blowing from the east-southeast,0,,5,,Mist. ,,,0.5,13.1,,,,,,5.0,-0.2,No precipitation,6,,,,
30.01.2020 02:00,1.4,759.2,769.9,-0.5,89,Wind blowing from the west,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,13.1,,,2500 or more  or no clouds.,,,5.0,-0.2,No precipitation,12,,,,
29.01.2020 23:00,3.5,759.7,770.5,,74,Wind blowing from the north-west,1,,8,, ,,,0.5,13.1,,,,,,7.0,-0.7,No precipitation,6,,,,
29.01.2020 20:00,6.8,758.7,769.6,1.3,58,Wind blowing from the north,0,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,13.1,,,2500 or more  or no clouds.,,,7.0,-0.9,No precipitation,12,,,,
29.01.2020 17:00,11.2,757.4,768.2,,32,Wind blowing from the north-northwest,2,,,no clouds, ,,,,,,,,,,14.0,-4.9,,,,,,
29.01.2020 14:00,12.5,757.6,768.3,,32,Wind blowing from the north-west,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,12.7,,,1000-1500,,,16.0,-3.7,No precipitation,12,,,,
29.01.2020 11:00,9.4,759.5,770.3,,55,Wind blowing from the west,1,,2,, ,,,0.5,10.5,,,,,,9.0,0.8,No precipitation,6,,,,
29.01.2020 08:00,0.8,759.3,770.2,0.5,93,Wind blowing from the west,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,10.5,,,,,,5.0,-0.2,No precipitation,12,,,,
29.01.2020 05:00,0.9,758.8,769.6,,94,Wind blowing from the north-west,0,,3,,Mist. ,,,0.8,10.5,,,,,,5.0,0.0,No precipitation,6,,,,
29.01.2020 02:00,1.5,759.1,769.9,,95,Wind blowing from the west-northwest,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,10.5,,,2500 or more  or no clouds.,,,4.3,0.8,No precipitation,12,,,,
28.01.2020 23:00,3.0,759.6,770.5,,86,Wind blowing from the west,1,,6,,Mist. ,,,1.4,10.5,,,,,,6.0,0.9,No precipitation,6,,,,
28.01.2020 20:00,5.2,758.8,769.6,1.2,70,Wind blowing from the west,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,10.5,,,,,,6.0,0.2,No precipitation,12,,,,
28.01.2020 17:00,9.6,757.6,768.4,,43,Wind blowing from the west,2,,6,60%., ,,,1.4,10.5,,,2500 or more  or no clouds.,,,12.0,-2.4,No precipitation,6,,,,
28.01.2020 14:00,9.3,757.3,768.0,,43,Wind blowing from the north,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,9.9,,,2500 or more  or no clouds.,,,10.0,-2.9,No precipitation,12,,,,
28.01.2020 11:00,6.4,758.7,769.5,,64,Wind blowing from the west,2,,4,no clouds, ,,,1.4,6.5,,,,,,8.0,0.1,No precipitation,6,,,,
28.01.2020 08:00,1.4,758.2,769.1,0.4,96,Wind blowing from the west,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,5.0,,,2500 or more  or no clouds.,,,3.5,0.8,No precipitation,12,,,,
28.01.2020 05:00,2.6,757.8,768.7,,95,Calm  no wind,0,,,,Mist. ,,,1.2,5.0,,,,,,3.2,1.9,No precipitation,6,,,,
28.01.2020 02:00,2.9,758.3,769.2,-0.5,90,Wind blowing from the south-west,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,5.0,,,2500 or more  or no clouds.,,,3.4,1.4,No precipitation,12,,,,
27.01.2020 23:00,3.4,758.8,769.6,,83,Wind blowing from the south-east,1,,5,,Mist. ,,,1.2,5.0,,,,,,4.2,0.8,No precipitation,6,,,,
27.01.2020 20:00,3.9,758.4,769.3,0.8,77,Wind blowing from the south-east,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,5.0,,,2500 or more  or no clouds.,,,4.7,0.2,No precipitation,12,,,,
27.01.2020 17:00,4.4,757.6,768.4,,69,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,5.0,,,2500 or more  or no clouds.,,,6.0,-0.8,No precipitation,6,,,,
27.01.2020 14:00,4.1,757.9,768.8,-2.1,72,Wind blowing from the north,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,4.3,,,2500 or more  or no clouds.,,,4.3,-0.5,No precipitation,12,,,,
27.01.2020 11:00,3.0,760.0,770.9,,85,Wind blowing from the north-northeast,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,3.0,,,1500-2000,,,2.5,0.7,No precipitation,6,,,,
