Local time in Yong'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 08:00,11.1,745.1,768.6,1.0,94,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,12.7,,,300-600,,,9.0,10.2,No precipitation,12,,,,
05.02.2020 05:00,11.0,744.1,767.5,,95,Wind blowing from the north-northeast,1,,3,,Mist. ,,,9.5,12.7,,,,,,8.0,10.2,No precipitation,6,,,,
05.02.2020 02:00,11.3,744.4,767.8,-0.6,96,Wind blowing from the south,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,12.7,,,2500 or more  or no clouds.,,,6.0,10.7,No precipitation,12,,,,
04.02.2020 23:00,11.5,745.0,768.5,,98,Wind blowing from the north-west,1,,3,,Mist. ,,,9.5,12.7,,,,,,0.7,11.2,No precipitation,6,,,,
04.02.2020 20:00,11.8,744.3,767.8,1.2,96,Wind blowing from the south-west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,12.7,,,300-600,,,2.9,11.2,2.0,12,,,,
04.02.2020 17:00,12.6,743.1,766.6,,87,Calm  no wind,0,,,100%., ,,,9.5,12.7,,,300-600,,,7.0,10.5,0.3,6,,,,
04.02.2020 14:00,11.9,742.9,766.4,-2.3,95,Wind blowing from the west,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,11.9,,,300-600,,,6.0,11.1,5.0,12,,,,
04.02.2020 11:00,10.6,745.2,768.7,,98,Wind blowing from the east-northeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,11.2,,,300-600,,,3.8,10.3,4.0,6,,,,
04.02.2020 08:00,9.7,744.1,767.7,0.0,98,Wind blowing from the north-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,9.3,,,,300-600,,,2.2,9.4,3.0,12,,,,
04.02.2020 05:00,9.7,744.1,767.7,,97,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.3,,,,,,,4.2,9.2,0.6,6,,,,
04.02.2020 02:00,9.8,744.4,768.0,,97,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,11.2,,,2500 or more  or no clouds.,,,2.5,9.3,3.0,12,,,,
03.02.2020 23:00,10.0,744.6,768.1,,97,Wind blowing from the north-northwest,1,,4,,Rain (not freezing) not falling as shower(s). ,,,9.3,11.2,,,,,,1.1,9.5,3.0,6,,,,
03.02.2020 20:00,10.0,744.7,768.3,0.5,96,Wind blowing from the north-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,11.3,,,300-600,,,2.3,9.4,10.0,12,,,,
03.02.2020 17:00,10.3,744.2,767.8,,95,Wind blowing from the north-northeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,,,,300-600,,,3.8,9.5,3.0,6,,,,
03.02.2020 14:00,10.9,744.3,767.8,-2.1,94,Wind blowing from the west-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,,,,300-600,,,4.2,10.0,15.0,12,,,,
03.02.2020 11:00,10.0,746.4,770.0,,96,Wind blowing from the west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.3,,,,300-600,,,2.6,9.4,10.0,6,,,,
03.02.2020 08:00,9.3,745.8,769.4,1.9,98,Wind blowing from the north-northeast,2,,4,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,8.3,,,,300-600,,,0.8,9.0,9.0,12,,,,
03.02.2020 05:00,9.5,743.9,767.3,,97,Wind blowing from the south-southwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.2,14.9,,,,,,1.8,9.0,3.0,6,,,,
03.02.2020 02:00,9.7,744.8,768.2,-0.5,96,Wind blowing from the east-northeast,0,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,14.9,,,2500 or more  or no clouds.,,,0.3,9.1,1.0,12,,,,
02.02.2020 23:00,10.2,745.3,768.8,,91,Wind blowing from the east,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.7,14.9,,,,,,4.6,8.8,0.4,6,,,,
02.02.2020 20:00,11.3,744.5,768.1,1.0,75,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,14.9,,,2500 or more  or no clouds.,,,7.0,7.0,Trace of precipitation,12,,,,
02.02.2020 17:00,13.8,743.5,766.9,,56,Wind blowing from the north-east,3,,5,90  or more  but not 100%, ,,,6.7,18.3,,,,,,11.0,5.2,No precipitation,6,,,,
02.02.2020 14:00,14.0,743.8,767.2,-2.5,58,Wind blowing from the south-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,19.6,,,2500 or more  or no clouds.,,,10.0,5.9,Trace of precipitation,12,,,,
02.02.2020 11:00,11.3,746.3,769.9,,62,Wind blowing from the south-west,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,1000-1500,,,9.0,4.3,No precipitation,6,,,,
02.02.2020 08:00,8.3,746.0,769.6,1.6,74,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,1000-1500,,,12.0,3.9,No precipitation,12,,,,
02.02.2020 05:00,7.4,744.4,767.8,,75,Wind blowing from the north-east,2,,6,, ,,,1.0,19.6,,,,,,14.0,3.3,No precipitation,6,,,,
02.02.2020 02:00,7.3,744.1,767.5,-0.5,75,Wind blowing from the east-northeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,19.6,,,2500 or more  or no clouds.,,,13.0,3.2,No precipitation,12,,,,
01.02.2020 23:00,9.6,744.6,768.1,,59,Wind blowing from the south,2,,4,, ,,,1.0,19.6,,,,,,17.0,2.0,No precipitation,6,,,,
01.02.2020 20:00,11.9,743.6,767.4,,47,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,19.6,,,,,,20.0,0.7,No precipitation,12,,,,
01.02.2020 17:00,18.3,742.5,766.0,,21,Wind blowing from the north-northwest,1,,4,20–30%., ,,,1.0,19.6,,,2500 or more  or no clouds.,,,22.0,-4.4,No precipitation,6,,,,
01.02.2020 14:00,18.5,743.2,766.7,-2.7,25,Wind blowing from the north-northeast,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,18.5,,,2500 or more  or no clouds.,,,19.0,-1.9,No precipitation,12,,,,
01.02.2020 11:00,10.5,745.9,769.7,,46,Wind blowing from the west-northwest,2,,4,no clouds, ,,,1.0,16.4,,,,,,8.0,-0.6,No precipitation,6,,,,
01.02.2020 08:00,2.7,746.8,770.8,,89,Wind blowing from the south-east,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,16.4,,,1000-1500,,,9.0,1.1,No precipitation,12,,,,
01.02.2020 05:00,1.8,745.4,769.2,,89,Wind blowing from the south-southeast,1,,4,, ,,,-1.1,16.4,,,,,,9.0,0.2,No precipitation,6,,,,
01.02.2020 02:00,3.0,745.3,769.0,0.1,82,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,16.4,,,2500 or more  or no clouds.,,,10.0,0.2,No precipitation,12,,,,
31.01.2020 23:00,5.4,745.2,769.0,,69,Wind blowing from the south,2,,5,, ,,,-1.1,16.4,,,,,,15.0,0.2,No precipitation,6,,,,
31.01.2020 20:00,9.1,744.5,768.5,,53,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,16.4,,,,,,17.0,-0.2,No precipitation,12,,,,
31.01.2020 17:00,14.5,743.0,766.8,,29,Wind blowing from the north-east,3,,5,no clouds, ,,,-1.1,16.4,,,,,,15.0,-3.3,No precipitation,6,,,,
31.01.2020 14:00,14.6,743.8,767.5,-3.0,24,Wind blowing from the north-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,14.7,,,,,,16.0,-5.7,No precipitation,12,,,,
31.01.2020 11:00,8.5,746.8,770.8,,51,Wind blowing from the north-west,2,,4,no clouds, ,,,-1.1,14.4,,,,,,10.0,-1.1,No precipitation,6,,,,
31.01.2020 08:00,0.6,747.0,771.2,1.8,92,Wind blowing from the south-southeast,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,14.4,,,,,,6.0,-0.5,No precipitation,12,,,,
31.01.2020 05:00,0.3,745.2,769.0,,90,Wind blowing from the south-southeast,1,,7,, ,,,-0.3,14.4,,,,,,7.0,-1.1,No precipitation,6,,,,
31.01.2020 02:00,1.8,745.4,769.3,-0.2,82,Wind blowing from the south-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,14.4,,,2500 or more  or no clouds.,,,10.0,-0.9,No precipitation,12,,,,
30.01.2020 23:00,3.8,745.6,769.5,,72,Wind blowing from the south-southeast,1,,,, ,,,-0.3,14.4,,,,,,13.0,-0.8,No precipitation,6,,,,
30.01.2020 20:00,6.9,745.0,769.1,1.6,55,Wind blowing from the north-east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,14.4,,,,,,15.0,-1.5,No precipitation,12,,,,
30.01.2020 17:00,13.1,743.4,767.2,,27,Wind blowing from the north-northeast,3,,8,no clouds, ,,,-0.3,14.4,,,,,,19.0,-5.5,No precipitation,6,,,,
30.01.2020 14:00,13.1,743.8,767.5,-2.9,30,Wind blowing from the west-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,14.2,,,,,,15.0,-4.1,No precipitation,12,,,,
30.01.2020 11:00,8.7,746.7,770.6,,51,Wind blowing from the north-northwest,2,,4,no clouds, ,,,-0.3,14.2,,,,,,13.0,-0.9,No precipitation,6,,,,
30.01.2020 08:00,0.9,746.5,770.7,1.2,96,Wind blowing from the south-east,1,,3,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,14.2,,,1000-1500,,,5.0,0.3,No precipitation,12,,,,
30.01.2020 05:00,0.2,745.3,769.2,,95,Wind blowing from the east-southeast,0,,5,,Mist. ,,,-0.1,14.2,,,,,,5.0,-0.5,No precipitation,6,,,,
30.01.2020 02:00,2.1,745.6,769.4,0.6,90,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,14.2,,,2500 or more  or no clouds.,,,10.0,0.6,No precipitation,12,,,,
29.01.2020 23:00,4.2,745.0,769.0,,81,Wind blowing from the south-southwest,1,,7,, ,,,4.2,14.2,,,,,,14.0,1.2,No precipitation,6,,,,
29.01.2020 20:00,5.7,744.1,768.0,1.2,73,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,14.2,,,1000-1500,,,20.0,1.1,No precipitation,12,,,,
29.01.2020 17:00,12.6,742.9,766.5,,37,Wind blowing from the north-northeast,2,,7,50%., ,,,5.2,14.2,,,1000-1500,,,27.0,-1.7,No precipitation,6,,,,
29.01.2020 14:00,12.3,743.5,767.2,,42,Wind blowing from the west,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,12.3,,,1000-1500,,,27.0,-0.2,No precipitation,12,,,,
29.01.2020 11:00,8.2,745.9,769.8,,53,Wind blowing from the north-northeast,3,,5,90  or more  but not 100%, ,,,5.2,8.6,,,1000-1500,,,23.0,-0.8,No precipitation,6,,,,
29.01.2020 08:00,5.5,745.7,769.6,1.0,73,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,8.6,,,1000-1500,,,17.0,0.9,No precipitation,12,,,,
29.01.2020 05:00,5.6,744.7,768.6,,74,Wind blowing from the north-east,2,,5,, ,,,5.6,8.6,,,,,,18.0,1.3,No precipitation,6,,,,
29.01.2020 02:00,6.1,745.0,768.9,0.1,67,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,8.6,,,2500 or more  or no clouds.,,,22.0,0.4,No precipitation,12,,,,
28.01.2020 23:00,6.7,744.9,768.7,,65,Wind blowing from the north-northwest,2,,5,, ,,,5.7,8.6,,,,,,24.0,0.6,No precipitation,6,,,,
28.01.2020 20:00,7.1,744.6,768.4,1.3,65,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,8.6,,,1000-1500,,,24.0,0.8,No precipitation,12,,,,
28.01.2020 17:00,7.7,743.3,767.1,,64,Wind blowing from the north-northeast,0,,6,100%., ,,,5.7,8.6,,,1000-1500,,,27.0,1.3,No precipitation,6,,,,
28.01.2020 14:00,8.0,742.8,766.6,,66,Wind blowing from the north-west,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,8.3,,,1000-1500,,,26.0,2.0,No precipitation,12,,,,
28.01.2020 11:00,6.8,744.1,768.0,,74,Wind blowing from the east-northeast,1,,6,100%., ,,,5.7,8.0,,,1000-1500,,,23.0,2.5,No precipitation,6,,,,
28.01.2020 08:00,5.8,743.2,767.0,0.8,80,Wind blowing from the north-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,8.0,,,1000-1500,,,20.0,2.6,No precipitation,12,,,,
28.01.2020 05:00,6.1,742.4,766.2,,79,Calm  no wind,0,,,, ,,,5.3,8.0,,,,,,24.0,2.6,No precipitation,6,,,,
28.01.2020 02:00,6.4,742.9,766.7,-0.2,79,Wind blowing from the north-east,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,8.0,,,2500 or more  or no clouds.,,,19.0,3.0,No precipitation,12,,,,
27.01.2020 23:00,6.8,743.1,766.9,,87,Wind blowing from the east-northeast,1,,,, ,,,5.3,8.0,,,,,,25.0,4.8,No precipitation,6,,,,
27.01.2020 20:00,7.1,742.5,766.3,1.2,83,Wind blowing from the north-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,8.0,,,1000-1500,,,21.0,4.4,Trace of precipitation,12,,,,
27.01.2020 17:00,7.7,741.3,765.1,,69,Wind blowing from the north-west,2,,7,100%., ,,,5.3,9.2,,,1000-1500,,,25.0,2.4,No precipitation,6,,,,
27.01.2020 14:00,7.7,741.4,765.1,-2.3,68,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,9.7,,,1000-1500,,,23.0,2.2,Trace of precipitation,12,,,,
27.01.2020 11:00,6.9,743.7,767.5,,72,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,1000-1500,,,10.0,2.2,No precipitation,6,,,,
27.01.2020 08:00,5.7,743.2,767.0,2.1,80,Wind blowing from the north,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,300-600,,,30.0,2.5,No precipitation,12,,,,
27.01.2020 05:00,5.9,741.1,764.8,,78,Wind blowing from the north-west,3,,10,, ,,,5.9,11.9,,,,,,30.0,2.4,No precipitation,6,,,,
27.01.2020 02:00,6.6,741.7,765.4,-0.9,78,Wind blowing from the north-west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,12.7,,,2500 or more  or no clouds.,,,30.0,3.0,2.0,12,,,,
26.01.2020 23:00,6.9,742.6,766.3,,81,Wind blowing from the west-northwest,2,,10,, ,,,6.9,12.8,,,,,,30.0,3.9,No precipitation,6,,,,
26.01.2020 20:00,7.1,741.7,765.3,2.2,88,Wind blowing from the north-northeast,2,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,13.4,,,300-600,,,26.0,5.2,10.0,12,,,,
