Local time in Tailai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 14:00,-16.5,758.4,772.8,0.2,40,Wind blowing from the north-northwest,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-11.3,,,,,,24.0,-27.0,No precipitation,12,,,,
04.02.2020 11:00,-18.0,758.2,772.4,,41,Wind blowing from the north-northwest,7,,10,no clouds, ,,,-26.0,-11.3,,,,,,19.0,-28.1,No precipitation,6,,,,
04.02.2020 08:00,-23.2,757.7,772.1,1.6,54,Wind blowing from the north-west,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-11.3,,,,,,6.0,-29.9,No precipitation,12,,,,
04.02.2020 05:00,-24.1,756.1,770.5,,54,Wind blowing from the west-northwest,4,,7,, ,,,-24.8,-11.3,,,,,,30.0,-30.8,No precipitation,6,,,,
04.02.2020 02:00,-23.0,755.9,770.1,,54,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-11.3,,,2500 or more  or no clouds.,,,29.0,-29.7,No precipitation,12,,,,
03.02.2020 20:00,-18.3,754.1,768.4,0.1,60,Wind blowing from the south,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-11.3,,,,,,14.0,-24.3,No precipitation,12,,,,
03.02.2020 17:00,-13.7,754.0,768.1,,37,Wind blowing from the south,1,,7,no clouds, ,,,-21.4,-10.7,,,,,,16.0,-25.3,No precipitation,6,,,,
03.02.2020 14:00,-11.5,753.2,767.2,-1.4,34,Wind blowing from the north-northwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-8.2,,,,,,30.0,-24.2,No precipitation,12,,,,
03.02.2020 11:00,-15.0,754.6,768.7,,50,Wind blowing from the north-west,3,,6,no clouds, ,,,-21.4,-8.2,,,,,,30.0,-23.1,No precipitation,6,,,,
03.02.2020 08:00,-20.6,755.1,769.3,0.4,56,Wind blowing from the north-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-8.2,,,,,,8.0,-27.1,No precipitation,12,,,,
03.02.2020 05:00,-19.6,754.7,768.7,,54,Wind blowing from the west,3,,8,, ,,,-21.4,-8.2,,,,,,30.0,-26.6,No precipitation,6,,,,
03.02.2020 02:00,-19.3,755.5,769.5,,55,Wind blowing from the north-west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-8.2,,,2500 or more  or no clouds.,,,30.0,-26.1,No precipitation,12,,,,
02.02.2020 20:00,-13.3,755.4,769.5,0.3,44,Wind blowing from the west,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-8.2,,,2500 or more  or no clouds.,,,28.0,-23.0,No precipitation,12,,,,
02.02.2020 17:00,-10.7,755.1,769.1,,43,Wind blowing from the south-west,4,,8,10%  or less  but not 0, ,,,-20.5,-7.4,,,2500 or more  or no clouds.,,,30.0,-20.9,No precipitation,6,,,,
02.02.2020 14:00,-8.7,755.8,769.8,-1.5,33,Wind blowing from the west-southwest,5,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-3.4,,,2500 or more  or no clouds.,,,30.0,-22.1,No precipitation,12,,,,
02.02.2020 11:00,-11.9,757.3,771.3,,40,Wind blowing from the west-northwest,5,,7,10%  or less  but not 0, ,,,-20.5,-3.3,,,2500 or more  or no clouds.,,,30.0,-22.8,No precipitation,6,,,,
02.02.2020 08:00,-18.0,757.6,771.7,0.9,54,Wind blowing from the south,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-3.3,,,2500 or more  or no clouds.,,,12.0,-25.0,No precipitation,12,,,,
02.02.2020 05:00,-18.7,756.7,770.7,,57,Wind blowing from the west-northwest,3,,9,, ,,,-21.3,-3.3,,,,,,30.0,-25.1,No precipitation,6,,,,
02.02.2020 02:00,-16.9,756.5,770.3,,53,Wind blowing from the west-northwest,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-3.3,,,2500 or more  or no clouds.,,,30.0,-24.2,No precipitation,12,,,,
01.02.2020 20:00,-12.7,755.2,769.3,,39,Wind blowing from the west-northwest,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-3.3,,,,,,27.0,-23.8,No precipitation,12,,,,
01.02.2020 17:00,-7.4,754.2,768.1,,31,Wind blowing from the west,4,,11,no clouds, ,,,-21.3,-3.3,,,,,,18.0,-21.6,No precipitation,6,,,,
01.02.2020 14:00,-3.4,753.4,767.2,-0.8,36,Wind blowing from the west-northwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-3.3,,,,,,30.0,-16.3,No precipitation,12,,,,
01.02.2020 11:00,-8.2,754.2,768.1,,54,Wind blowing from the west,4,,7,no clouds, ,,,-21.3,-7.7,,,,,,21.0,-15.9,No precipitation,6,,,,
01.02.2020 08:00,-18.1,754.3,768.4,0.6,78,Wind blowing from the south-southwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-7.7,,,,,,5.0,-21.0,No precipitation,12,,,,
01.02.2020 05:00,-20.4,753.7,767.8,,77,Wind blowing from the west,1,,5,,Haze. ,,,-25.2,-7.7,,,,,,5.0,-23.4,No precipitation,6,,,,
01.02.2020 02:00,-18.2,753.4,767.4,,80,Wind blowing from the west-northwest,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-7.7,,,2500 or more  or no clouds.,,,7.0,-20.8,No precipitation,12,,,,
31.01.2020 20:00,-13.3,753.1,767.2,0.7,72,Wind blowing from the south,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-7.7,,,,,,12.0,-17.4,No precipitation,12,,,,
31.01.2020 17:00,-10.3,752.4,766.6,,60,Wind blowing from the south-southeast,3,,7,no clouds, ,,,-25.2,-7.7,,,,,,14.0,-16.6,No precipitation,6,,,,
31.01.2020 14:00,-8.1,752.5,766.5,-1.4,54,Wind blowing from the south,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,-7.9,,,,,,24.0,-15.8,No precipitation,12,,,,
31.01.2020 11:00,-11.6,753.9,768.1,,65,Wind blowing from the south,4,,5,no clouds, ,,,-25.2,-8.1,,,,,,11.0,-16.9,No precipitation,6,,,,
31.01.2020 08:00,-22.8,754.3,768.7,0.1,74,Wind blowing from the south,1,,1,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.2,,,,,,,3.8,-26.2,No precipitation,12,,,,
31.01.2020 05:00,-24.8,754.2,768.4,,71,Wind blowing from the south,1,,1,,Haze. ,,,-25.2,-8.1,,,,,,2.9,-28.5,No precipitation,6,,,,
31.01.2020 02:00,-23.8,755.1,769.2,,73,Wind blowing from the south-east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-8.1,,,2500 or more  or no clouds.,,,2.9,-27.3,No precipitation,12,,,,
30.01.2020 20:00,-19.9,756.2,770.5,-0.2,73,Wind blowing from the south-west,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-8.1,,,,,,10.0,-23.5,No precipitation,12,,,,
30.01.2020 17:00,-11.0,756.4,770.4,,58,Wind blowing from the north-northeast,1,,5,, ,,,-19.8,-8.1,,,,,,25.0,-17.8,No precipitation,6,,,,
30.01.2020 14:00,-9.0,757.1,771.1,-1.3,49,Wind blowing from the north-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-6.8,,,,,,30.0,-17.8,No precipitation,12,,,,
30.01.2020 11:00,-11.3,758.4,772.4,,54,Wind blowing from the north,2,,5,no clouds, ,,,-19.8,-6.7,,,,,,13.0,-18.8,No precipitation,6,,,,
30.01.2020 08:00,-18.2,758.8,772.9,-0.3,74,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,,,,,,,8.0,-21.7,No precipitation,12,,,,
30.01.2020 05:00,-17.7,759.1,773.2,,71,Wind blowing from the north,2,,5,, ,,,-18.0,-6.7,,,,,,10.0,-21.8,No precipitation,6,,,,
30.01.2020 02:00,-16.5,759.7,773.7,,68,Wind blowing from the north,2,,9,, ,,,-16.5,-6.7,,,,,,12.0,-21.0,No precipitation,6,,,,
29.01.2020 20:00,-14.3,760.9,775.0,0.1,68,Wind blowing from the north-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-6.7,,,,,,22.0,-18.9,No precipitation,12,,,,
29.01.2020 17:00,-9.8,760.8,774.8,,57,Wind blowing from the north,4,,10,no clouds, ,,,-15.0,-6.7,,,,,,15.0,-16.7,No precipitation,6,,,,
29.01.2020 14:00,-6.9,760.9,774.8,-0.9,53,Wind blowing from the north,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-6.7,,,,,,16.0,-14.9,No precipitation,12,,,,
29.01.2020 11:00,-8.8,761.8,775.8,,55,Wind blowing from the north,6,,10,no clouds, ,,,-15.0,-8.8,,,,,,15.0,-16.4,No precipitation,6,,,,
29.01.2020 08:00,-13.4,761.8,775.8,0.7,59,Wind blowing from the north-northeast,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-9.1,,,,,,28.0,-19.7,No precipitation,12,,,,
29.01.2020 05:00,-14.7,761.1,775.1,,61,Wind blowing from the north-northeast,5,,10,, ,,,-18.7,-9.1,,,,,,21.0,-20.6,No precipitation,6,,,,
29.01.2020 02:00,-14.0,760.7,774.7,,62,Wind blowing from the north-northeast,6,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-9.1,,,2500 or more  or no clouds.,,,15.0,-19.7,No precipitation,12,,,,
28.01.2020 20:00,-12.2,760.0,774.1,0.4,62,Wind blowing from the north,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-9.1,,,,,,11.0,-18.0,No precipitation,12,,,,
28.01.2020 17:00,-10.7,759.6,773.7,,64,Calm  no wind,0,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-9.1,,,2500 or more  or no clouds.,,,6.0,-16.2,No precipitation,6,,,,
28.01.2020 14:00,-9.4,759.3,773.4,-0.6,59,Wind blowing from the north,5,,8,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-8.7,,,2500 or more  or no clouds.,,,5.0,-16.1,No precipitation,12,,,,
28.01.2020 11:00,-11.8,759.9,774.1,,65,Wind blowing from the north,4,,7,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-7.0,,,2500 or more  or no clouds.,,,3.8,-17.2,No precipitation,6,,,,
28.01.2020 08:00,-16.8,759.6,773.8,0.7,76,Wind blowing from the north,4,,7,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,,,,2500 or more  or no clouds.,,,2.6,-20.0,No precipitation,12,,,,
28.01.2020 05:00,-18.7,758.9,773.1,,77,Wind blowing from the north,3,,6,,Haze. ,,,-19.7,-7.0,,,,,,2.0,-21.7,No precipitation,6,,,,
28.01.2020 02:00,-19.0,759.1,773.2,,78,Wind blowing from the north,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-7.0,,,2500 or more  or no clouds.,,,2.2,-21.9,No precipitation,12,,,,
27.01.2020 20:00,-16.4,757.0,771.3,0.6,78,Wind blowing from the north-northeast,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-7.0,,,,,,2.3,-19.3,No precipitation,12,,,,
27.01.2020 17:00,-12.9,756.4,770.5,,68,Wind blowing from the north,2,,4,no clouds, ,,,-19.6,-7.0,,,,,,4.6,-17.6,No precipitation,6,,,,
27.01.2020 14:00,-8.8,755.6,769.5,-1.0,61,Wind blowing from the north-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-6.4,,,,,,5.0,-15.0,No precipitation,12,,,,
27.01.2020 11:00,-10.6,756.6,770.5,,68,Wind blowing from the south,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-6.4,,,,,,4.7,-15.5,No precipitation,6,,,,
27.01.2020 08:00,-18.9,756.9,771.0,0.3,77,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-6.4,,,,,,8.0,-21.9,No precipitation,12,,,,
27.01.2020 05:00,-17.3,756.6,770.5,,81,Wind blowing from the south,2,,5,,Haze. ,,,-20.3,-6.4,,,,,,7.0,-19.8,No precipitation,6,,,,
27.01.2020 02:00,-15.1,757.6,771.4,,80,Wind blowing from the south,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-6.4,,,2500 or more  or no clouds.,,,6.0,-17.8,No precipitation,12,,,,
26.01.2020 20:00,-11.3,758.7,772.9,-0.1,73,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-6.4,,,,,,10.0,-15.3,No precipitation,12,,,,
26.01.2020 17:00,-8.7,758.8,772.9,,67,Wind blowing from the south,3,,6,no clouds, ,,,-25.0,-6.4,,,,,,11.0,-13.7,No precipitation,6,,,,
26.01.2020 14:00,-7.0,759.4,773.4,-1.1,57,Wind blowing from the south-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-6.8,,,,,,14.0,-14.1,No precipitation,12,,,,
26.01.2020 11:00,-12.4,760.5,774.7,,60,Wind blowing from the south-southwest,3,,5,20–30%., ,,,-25.0,-12.1,,,2500 or more  or no clouds.,,,9.0,-18.6,No precipitation,6,,,,
26.01.2020 08:00,-19.6,760.7,775.3,,74,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-13.9,,,,,,5.0,-23.1,No precipitation,12,,,,
26.01.2020 05:00,-19.7,760.9,775.2,,75,Wind blowing from the south,3,,4,,Haze. ,,,-25.0,-13.9,,,,,,4.4,-23.1,No precipitation,6,,,,
26.01.2020 02:00,-19.7,761.7,776.0,,75,Wind blowing from the south,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-13.9,,,2500 or more  or no clouds.,,,3.6,-23.0,No precipitation,12,,,,
25.01.2020 20:00,-22.9,762.7,777.4,,73,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-13.9,,,,,,3.8,-26.4,No precipitation,12,,,,
25.01.2020 17:00,-16.8,762.4,776.8,,65,Wind blowing from the north,1,,5,20–30%., ,,,-25.0,-13.8,,,2500 or more  or no clouds.,,,5.0,-21.8,No precipitation,6,,,,
25.01.2020 14:00,-14.5,762.1,776.5,-0.1,60,Wind blowing from the north-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-10.2,,,,,,8.0,-20.7,No precipitation,12,,,,
