Local time in Xingtai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 20:00,-1.6,758.8,776.7,0.6,57,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,-0.1,,,2500 or more  or no clouds.,,,28.0,-9.0,No precipitation,12,,,,
05.02.2020 17:00,-1.2,758.2,776.0,,48,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,-5.3,2.2,,,2500 or more  or no clouds.,,,30.0,-10.8,No precipitation,6,,,,
05.02.2020 14:00,-0.4,758.0,775.8,-1.9,39,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,3.2,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,12,,,,
05.02.2020 11:00,-1.3,759.9,777.7,,62,Wind blowing from the north-east,1,,6,90  or more  but not 100%, ,,,-5.3,3.2,,,2500 or more  or no clouds.,,,17.0,-7.8,No precipitation,6,,,,
05.02.2020 08:00,-5.0,759.2,777.1,1.2,94,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,3.2,,,2500 or more  or no clouds.,,,3.5,-5.8,No precipitation,12,,,,
05.02.2020 05:00,-3.7,758.0,775.7,,87,Wind blowing from the west-northwest,3,,7,,Mist. ,,,-3.9,3.2,,,,,,4.5,-5.5,No precipitation,6,,,,
05.02.2020 02:00,-3.1,758.4,776.0,0.5,88,Wind blowing from the west,2,,12,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,3.2,,,2500 or more  or no clouds.,,,4.6,-4.8,No precipitation,12,,,,
04.02.2020 23:00,-3.4,757.9,775.6,,90,Wind blowing from the north,2,,14,,Mist. ,,,-3.6,3.2,,,,,,4.6,-4.9,No precipitation,6,,,,
04.02.2020 20:00,-1.1,756.5,774.1,1.7,79,Wind blowing from the east,2,,16,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,5.1,,,2500 or more  or no clouds.,,,4.9,-4.3,No precipitation,12,,,,
04.02.2020 17:00,2.2,754.8,772.3,,40,Wind blowing from the north-northeast,5,,16,, ,,,-3.4,6.8,,,,,,15.0,-10.0,No precipitation,6,,,,
04.02.2020 14:00,3.1,754.3,771.8,-0.8,43,Wind blowing from the north-northeast,8,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.4,,,2500 or more  or no clouds.,,,11.0,-8.3,No precipitation,12,,,,
04.02.2020 11:00,1.8,755.1,772.6,,51,Wind blowing from the north,10,,16,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.4,,,2500 or more  or no clouds.,,,7.0,-7.3,No precipitation,6,,,,
04.02.2020 08:00,-0.5,752.7,770.0,2.3,67,Wind blowing from the north,8,,12,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.4,,,2500 or more  or no clouds.,,,3.7,-5.9,No precipitation,12,,,,
04.02.2020 05:00,-2.3,750.4,767.7,,73,Wind blowing from the north-west,2,,6,,Mist. ,,,-2.7,7.4,,,,,,5.0,-6.5,No precipitation,6,,,,
04.02.2020 02:00,-0.8,750.4,767.7,0.0,67,Wind blowing from the west-northwest,2,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,7.4,,,2500 or more  or no clouds.,,,6.0,-6.2,No precipitation,12,,,,
03.02.2020 23:00,0.6,750.4,767.8,,56,Wind blowing from the north-northwest,2,,11,, ,,,-1.7,7.4,,,,,,9.0,-7.2,No precipitation,6,,,,
03.02.2020 20:00,4.9,750.2,767.5,-0.2,43,Wind blowing from the south-southeast,4,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,7.4,,,2500 or more  or no clouds.,,,11.0,-6.9,No precipitation,12,,,,
03.02.2020 17:00,6.8,750.4,767.6,,35,Wind blowing from the south-southeast,5,,11,no clouds, ,,,-1.7,7.4,,,,,,12.0,-7.6,No precipitation,6,,,,
03.02.2020 14:00,6.6,751.7,769.0,-3.8,38,Wind blowing from the south-southeast,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,7.1,,,,,,8.0,-7.0,No precipitation,12,,,,
03.02.2020 11:00,3.5,755.5,772.9,,47,Wind blowing from the south,5,,,no clouds, ,,,-1.7,7.5,,,,,,10.0,-7.0,No precipitation,6,,,,
03.02.2020 08:00,-0.5,756.0,773.5,0.1,78,Wind blowing from the south,3,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,,,,2500 or more  or no clouds.,,,4.5,-3.9,No precipitation,12,,,,
03.02.2020 05:00,-1.2,755.9,773.4,,88,Wind blowing from the west-northwest,2,,5,,Mist. ,,,-1.7,7.5,,,,,,3.0,-2.9,No precipitation,6,,,,
03.02.2020 02:00,-1.2,756.7,774.1,-0.3,87,Wind blowing from the west,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,7.5,,,2500 or more  or no clouds.,,,2.9,-3.1,No precipitation,12,,,,
02.02.2020 23:00,-1.2,757.0,774.5,,83,Wind blowing from the west-northwest,1,,8,,Mist. ,,,-1.2,7.5,,,,,,2.9,-3.7,No precipitation,6,,,,
02.02.2020 20:00,1.5,755.6,773.2,2.2,71,Wind blowing from the north,3,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,7.5,,,,,,3.9,-3.2,No precipitation,12,,,,
02.02.2020 17:00,4.1,753.4,770.7,,62,Wind blowing from the east-northeast,4,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,7.5,,,,,,5.0,-2.7,No precipitation,6,,,,
02.02.2020 14:00,6.9,751.9,769.0,-1.5,44,Wind blowing from the east,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,7.5,,,,,,8.0,-4.5,No precipitation,12,,,,
02.02.2020 11:00,4.5,753.4,770.7,,40,Wind blowing from the east-southeast,2,,8,no clouds, ,,,-0.6,6.1,,,,,,10.0,-7.9,No precipitation,6,,,,
02.02.2020 08:00,0.0,753.7,771.1,0.6,50,Wind blowing from the north,1,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,6.1,,,2500 or more  or no clouds.,,,15.0,-9.4,No precipitation,12,,,,
02.02.2020 05:00,1.5,753.1,770.4,,42,Wind blowing from the north,5,,8,, ,,,0.9,6.1,,,,,,20.0,-10.3,No precipitation,6,,,,
02.02.2020 02:00,2.1,753.6,770.8,-0.6,37,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,6.1,,,2500 or more  or no clouds.,,,26.0,-11.1,No precipitation,12,,,,
01.02.2020 23:00,3.2,754.2,771.4,,31,Wind blowing from the north-west,1,,8,, ,,,0.5,6.1,,,,,,26.0,-12.3,No precipitation,6,,,,
01.02.2020 20:00,3.4,754.2,771.6,0.6,32,Wind blowing from the north,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,6.1,,,2500 or more  or no clouds.,,,29.0,-11.7,No precipitation,12,,,,
01.02.2020 17:00,4.8,753.6,770.9,,26,Wind blowing from the north-northeast,3,,9,90  or more  but not 100%, ,,,0.5,9.2,,,2500 or more  or no clouds.,,,30.0,-13.1,No precipitation,6,,,,
01.02.2020 14:00,5.9,753.8,771.1,-2.2,19,Wind blowing from the north-northeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,11.6,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,12,,,,
01.02.2020 11:00,4.8,756.0,773.3,,21,Wind blowing from the north,5,,9,90  or more  but not 100%, ,,,0.5,,,,2500 or more  or no clouds.,,,22.0,-15.7,No precipitation,6,,,,
01.02.2020 08:00,1.6,755.4,772.7,2.3,52,Wind blowing from the north-northwest,3,,8,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,11.6,,,2500 or more  or no clouds.,,,4.5,-7.4,No precipitation,12,,,,
01.02.2020 05:00,1.5,753.1,770.2,,71,Wind blowing from the north-west,3,,8,,Mist. ,,,-1.0,11.6,,,,,,2.2,-3.2,No precipitation,6,,,,
01.02.2020 02:00,1.4,752.4,769.5,0.7,72,Wind blowing from the west-northwest,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,11.6,,,2500 or more  or no clouds.,,,2.5,-3.1,No precipitation,12,,,,
31.01.2020 23:00,4.0,751.7,768.8,,62,Wind blowing from the west-northwest,4,,6,,Haze. ,,,-1.0,11.6,,,,,,3.2,-2.8,No precipitation,6,,,,
31.01.2020 20:00,5.2,751.0,768.4,1.8,61,Wind blowing from the west-northwest,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,11.6,,,,,,3.2,-1.9,No precipitation,12,,,,
31.01.2020 17:00,9.2,749.2,766.3,,44,Wind blowing from the east-northeast,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,11.6,,,,,,4.5,-2.4,No precipitation,6,,,,
31.01.2020 14:00,11.1,748.8,765.8,-1.6,32,Wind blowing from the east-southeast,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,11.5,,,,,,5.0,-5.0,No precipitation,12,,,,
31.01.2020 11:00,8.4,750.4,767.5,,40,Wind blowing from the east-southeast,2,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,8.8,,,2500 or more  or no clouds.,,,5.0,-4.7,No precipitation,6,,,,
31.01.2020 08:00,-0.5,750.4,767.8,0.6,60,Wind blowing from the west-northwest,4,,10,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.3,,,2500 or more  or no clouds.,,,5.0,-7.5,No precipitation,12,,,,
31.01.2020 05:00,-0.6,749.8,767.0,,67,Wind blowing from the west-northwest,4,,10,,Mist. ,,,-2.0,8.3,,,,,,3.1,-6.0,No precipitation,6,,,,
31.01.2020 02:00,0.2,750.5,767.7,-0.5,69,Wind blowing from the west-northwest,4,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.3,,,2500 or more  or no clouds.,,,2.6,-4.8,No precipitation,12,,,,
30.01.2020 23:00,2.7,751.0,768.2,,61,Wind blowing from the north-west,2,,10,,Haze. ,,,-2.0,8.3,,,,,,2.7,-4.1,No precipitation,6,,,,
30.01.2020 20:00,5.3,751.0,768.3,0.1,51,Wind blowing from the south,5,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.3,,,,,,3.7,-4.0,No precipitation,12,,,,
30.01.2020 17:00,6.7,750.9,768.1,,44,Wind blowing from the south-southeast,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.3,,,,,,4.6,-4.7,No precipitation,6,,,,
30.01.2020 14:00,7.9,751.4,768.7,-2.3,40,Wind blowing from the south-southeast,4,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.3,,,,,,4.5,-4.9,No precipitation,12,,,,
30.01.2020 11:00,4.8,753.7,771.1,,53,Wind blowing from the east-southeast,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,6.5,,,,,,4.0,-4.0,No precipitation,6,,,,
30.01.2020 08:00,-1.3,753.2,770.7,1.0,70,Wind blowing from the west-northwest,1,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.5,,,2500 or more  or no clouds.,,,4.5,-6.1,No precipitation,12,,,,
30.01.2020 05:00,-0.4,752.2,769.5,,72,Wind blowing from the west-northwest,4,,7,,Mist. ,,,-1.0,6.5,,,,,,3.0,-4.8,No precipitation,6,,,,
30.01.2020 02:00,-0.5,752.5,769.8,-0.1,78,Wind blowing from the west-northwest,4,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,6.5,,,2500 or more  or no clouds.,,,2.3,-3.9,No precipitation,12,,,,
29.01.2020 23:00,1.4,752.6,769.9,,70,Wind blowing from the west-northwest,4,,6,,Mist. ,,,-1.0,6.5,,,,,,2.9,-3.5,No precipitation,6,,,,
29.01.2020 20:00,1.9,752.7,770.2,0.8,68,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,6.5,,,2500 or more  or no clouds.,,,3.4,-3.4,No precipitation,12,,,,
29.01.2020 17:00,5.5,751.9,769.2,,55,Wind blowing from the east-southeast,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,6.5,,,2500 or more  or no clouds.,,,4.2,-2.8,No precipitation,6,,,,
29.01.2020 14:00,6.0,752.1,769.4,-1.8,51,Wind blowing from the north-east,3,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,6.1,,,2500 or more  or no clouds.,,,4.4,-3.4,No precipitation,12,,,,
29.01.2020 11:00,3.7,753.9,771.3,,69,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,6.0,,,2500 or more  or no clouds.,,,2.0,-1.5,No precipitation,6,,,,
29.01.2020 08:00,-0.8,753.3,770.8,1.1,85,Wind blowing from the west-northwest,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,6.0,,,2500 or more  or no clouds.,,,1.5,-3.0,No precipitation,12,,,,
29.01.2020 05:00,0.0,752.2,769.5,,83,Wind blowing from the west-northwest,3,,5,,Mist. ,,,-1.3,6.0,,,,,,1.6,-2.5,No precipitation,6,,,,
29.01.2020 02:00,0.1,752.6,769.9,-0.2,78,Wind blowing from the west-northwest,3,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.0,,,2500 or more  or no clouds.,,,1.7,-3.3,No precipitation,12,,,,
28.01.2020 23:00,1.4,752.8,770.1,,73,Wind blowing from the west-northwest,2,,5,,Mist. ,,,-1.3,6.0,,,,,,1.9,-2.9,No precipitation,6,,,,
28.01.2020 20:00,2.9,752.3,769.7,1.3,66,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.0,,,2500 or more  or no clouds.,,,2.2,-2.8,No precipitation,12,,,,
28.01.2020 17:00,4.4,751.0,768.3,,59,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.1,,,2500 or more  or no clouds.,,,2.6,-3.1,No precipitation,6,,,,
28.01.2020 14:00,5.5,750.2,767.5,-1.1,52,Wind blowing from the east-northeast,3,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.9,,,2500 or more  or no clouds.,,,2.2,-3.6,No precipitation,12,,,,
28.01.2020 11:00,4.1,751.3,768.6,,56,Wind blowing from the north,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.9,,,2500 or more  or no clouds.,,,2.3,-3.9,No precipitation,6,,,,
28.01.2020 08:00,-0.5,750.7,768.0,1.0,68,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.9,,,2500 or more  or no clouds.,,,6.0,-5.7,No precipitation,12,,,,
28.01.2020 05:00,0.4,749.7,766.9,,62,Wind blowing from the west-northwest,4,,5,,Haze. ,,,-1.0,7.9,,,,,,7.0,-6.2,No precipitation,6,,,,
