Local time in Bijie,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.01.2020 14:00,7.5,632.7,758.2,-1.8,85,Wind blowing from the east,1,,6,60%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,600-1000,,,14.0,5.1,1.0,12,,,,
06.01.2020 11:00,8.4,634.5,759.5,,84,Wind blowing from the west,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,600-1000,,,10.0,5.9,0.6,6,,,,
06.01.2020 08:00,6.4,634.5,759.3,0.5,91,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,21.4,,,300-600,,,10.0,5.0,0.2,12,,,,
06.01.2020 05:00,8.0,634.0,757.6,,92,Wind blowing from the north-west,1,,,, ,,,,,,,,,,16.0,6.8,,,,,,
06.01.2020 02:00,9.4,634.9,757.9,,89,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,21.4,,,2500 or more  or no clouds.,,,14.0,7.7,0.2,12,,,,
05.01.2020 20:00,15.0,634.3,759.6,1.5,60,Wind blowing from the south-southeast,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,21.4,,,1000-1500,,,29.0,7.3,No precipitation,12,,,,
05.01.2020 17:00,18.2,632.8,756.8,,43,Wind blowing from the south,3,,,90  or more  but not 100%, ,,,4.3,21.4,,,,,,30.0,5.4,No precipitation,6,,,,
05.01.2020 14:00,20.6,632.6,755.8,-2.3,37,Wind blowing from the south-southwest,4,,9,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,20.6,,,600-1000,,,29.0,5.4,No precipitation,12,,,,
05.01.2020 11:00,13.4,634.9,760.3,,74,Wind blowing from the north-east,1,,2,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,13.4,,,,,,8.0,8.9,No precipitation,6,,,,
05.01.2020 08:00,4.5,634.4,761.8,0.6,98,Wind blowing from the north-northeast,1,,,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,4.3,6.6,,,300-600,,,0.2,4.2,Trace of precipitation,12,,,,
05.01.2020 05:00,5.1,633.8,761.0,,98,Wind blowing from the south-west,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,4.5,6.6,,,,,,0.1,4.8,No precipitation,6,,,,
05.01.2020 02:00,6.1,634.4,761.4,,97,Wind blowing from the west,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.6,,,2500 or more  or no clouds.,,,0.2,5.7,7.0,12,,,,
04.01.2020 20:00,6.3,635.0,762.5,-0.4,96,Wind blowing from the east-southeast,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.6,,,300-600,,,3.4,5.7,7.0,12,,,,
04.01.2020 17:00,6.1,635.4,763.0,,94,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.6,,,300-600,,,2.9,5.2,No precipitation,6,,,,
04.01.2020 14:00,6.3,636.5,764.3,-2.7,94,Wind blowing from the east-northeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.3,,,300-600,,,3.1,5.4,No precipitation,12,,,,
04.01.2020 11:00,5.3,639.2,767.8,,94,Wind blowing from the north-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,5.9,,,300-600,,,5.0,4.4,No precipitation,6,,,,
04.01.2020 08:00,4.5,639.1,767.8,-0.3,94,Wind blowing from the north,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,,,,300-600,,,6.0,3.6,No precipitation,12,,,,
04.01.2020 05:00,4.5,639.4,768.1,,95,Wind blowing from the south-east,0,,2,,Mist. ,,,4.3,5.9,,,,,,4.9,3.8,No precipitation,6,,,,
04.01.2020 02:00,4.6,640.1,768.7,,93,Wind blowing from the north-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,5.9,,,2500 or more  or no clouds.,,,4.2,3.6,0.1,12,,,,
03.01.2020 20:00,4.8,640.6,769.6,,94,Wind blowing from the north-east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,6.2,,,300-600,,,2.9,3.9,0.1,6,,,,
03.01.2020 17:00,5.3,639.1,767.6,,90,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,6.9,,,300-600,,,4.5,3.8,No precipitation,6,,,,
03.01.2020 14:00,5.8,640.2,768.7,-1.9,85,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,,,,300-600,,,8.0,3.5,No precipitation,12,,,,
03.01.2020 11:00,5.5,642.1,770.9,,82,Wind blowing from the north-east,1,,,100%., ,,,4.3,,,,600-1000,,,18.0,2.7,No precipitation,6,,,,
03.01.2020 08:00,4.4,641.2,770.1,0.8,88,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,8.3,,,600-1000,,,16.0,2.6,No precipitation,12,,,,
03.01.2020 05:00,4.8,640.4,768.8,,89,Wind blowing from the north-northeast,1,,3,, ,,,4.8,8.3,,,,,,16.0,3.1,No precipitation,6,,,,
03.01.2020 02:00,5.1,640.4,768.4,,93,Wind blowing from the east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,8.3,,,2500 or more  or no clouds.,,,4.2,4.1,No precipitation,12,,,,
02.01.2020 20:00,6.1,640.0,768.3,0.9,92,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,8.3,,,300-600,,,2.9,4.9,No precipitation,12,,,,
02.01.2020 17:00,6.8,639.1,767.1,,84,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,300-600,,,8.0,4.3,,,,,,
02.01.2020 14:00,8.1,639.4,767.2,-2.0,80,Wind blowing from the east-northeast,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,300-600,,,9.0,4.9,No precipitation,12,,,,
02.01.2020 11:00,6.9,641.4,769.6,,86,Wind blowing from the east-northeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,300-600,,,6.0,4.7,No precipitation,6,,,,
02.01.2020 08:00,5.7,640.0,767.9,0.9,92,Wind blowing from the south,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,,,,300-600,,,5.0,4.5,No precipitation,12,,,,
02.01.2020 05:00,5.6,639.1,763.7,,92,Wind blowing from the north-northeast,1,,3,,Mist. ,,,4.6,24.1,,,,,,4.9,4.4,No precipitation,6,,,,
02.01.2020 02:00,5.5,639.3,764.5,,92,Wind blowing from the south-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,24.1,,,2500 or more  or no clouds.,,,4.8,4.3,No precipitation,12,,,,
01.01.2020 20:00,7.6,638.2,766.0,2.7,82,Wind blowing from the north,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,24.1,,,,,,8.0,4.7,No precipitation,12,,,,
01.01.2020 17:00,20.7,635.5,759.4,,30,Wind blowing from the east-southeast,2,,,60%., ,,,,,,,2500 or more  or no clouds.,,,24.0,2.5,,,,,,
01.01.2020 14:00,18.0,636.1,761.0,-3.2,55,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,18.0,,,2500 or more  or no clouds.,,,11.0,8.8,No precipitation,12,,,,
01.01.2020 11:00,5.7,639.3,767.4,,98,Wind blowing from the north,1,,2,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,4.6,,,,600-1000,,,0.6,5.4,No precipitation,6,,,,
01.01.2020 08:00,4.6,638.6,766.1,0.4,98,Wind blowing from the west,1,,2,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,11.6,,,2500 or more  or no clouds.,,,0.1,4.3,No precipitation,12,,,,
01.01.2020 05:00,5.3,638.2,764.9,,98,Wind blowing from the north-east,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,3.4,11.6,,,,,,0.3,5.0,No precipitation,6,,,,
01.01.2020 02:00,4.7,639.0,766.9,,97,Wind blowing from the north-west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,11.6,,,2500 or more  or no clouds.,,,0.5,4.3,No precipitation,12,,,,
31.12.2019 20:00,9.1,639.1,767.0,0.6,82,Wind blowing from the east-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,11.6,,,300-600,,,8.0,6.2,No precipitation,12,,,,
31.12.2019 17:00,11.5,638.5,765.6,,71,Wind blowing from the east,1,,,70 – 80%., ,,,,,,,600-1000,,,11.0,6.4,,,,,,
31.12.2019 14:00,7.8,640.4,768.8,-3.5,86,Wind blowing from the east-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,7.8,,,300-600,,,9.0,5.6,No precipitation,12,,,,
31.12.2019 11:00,4.6,643.9,773.8,,93,Wind blowing from the south,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,5.4,,,300-600,,,5.0,3.6,No precipitation,6,,,,
31.12.2019 08:00,3.6,643.7,773.8,0.2,94,Wind blowing from the east,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,,,,300-600,,,6.0,2.7,0.2,12,,,,
31.12.2019 05:00,3.5,643.5,773.4,,94,Wind blowing from the north-west,0,,3,,Mist. ,,,3.5,5.4,,,,,,4.8,2.6,0.1,6,,,,
31.12.2019 02:00,3.8,643.9,773.6,,92,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,5.8,,,2500 or more  or no clouds.,,,8.0,2.6,,,,,,
