Local time in Nanchong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 02:00,7.7,734.1,765.6,0.2,100,Wind blowing from the north-northeast,1,,7,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,10.1,,,2500 or more  or no clouds.,,,5.0,7.7,2.0,12,,,,
05.02.2020 23:00,8.3,733.9,765.4,,97,Wind blowing from the north-east,4,,7,,Rain (not freezing) not falling as shower(s). ,,,8.1,10.1,,,,,,12.0,7.9,2.0,6,,,,
05.02.2020 20:00,8.5,732.7,764.2,1.7,97,Wind blowing from the east-northeast,5,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.1,10.9,,,300-600,,,8.0,8.1,1.0,12,,,,
05.02.2020 17:00,10.0,731.0,762.4,,94,Wind blowing from the north-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.1,12.6,,,300-600,,,10.0,9.1,No precipitation,6,,,,
05.02.2020 14:00,9.8,731.8,763.1,-2.5,90,Wind blowing from the north,3,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,,,,300-600,,,15.0,8.2,No precipitation,12,,,,
05.02.2020 11:00,9.3,734.3,765.8,,91,Wind blowing from the north-northeast,0,,4,100%., ,,,8.1,,,,2000-2500,,,14.0,7.9,No precipitation,6,,,,
05.02.2020 08:00,8.3,734.2,765.6,,92,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,14.4,,,2500 or more  or no clouds.,,,20.0,7.1,No precipitation,12,,,,
05.02.2020 05:00,8.7,734.6,766.0,,92,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,16.0,7.5,,,,,,
05.02.2020 02:00,9.0,736.1,767.5,,90,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,14.4,,,2500 or more  or no clouds.,,,24.0,7.4,No precipitation,12,,,,
04.02.2020 23:00,9.5,736.6,768.1,,87,Wind blowing from the east-northeast,1,,3,, ,,,4.5,14.4,,,,,,24.0,7.4,No precipitation,6,,,,
04.02.2020 20:00,11.0,735.8,767.5,1.0,73,Wind blowing from the east-northeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,14.4,,,2500 or more  or no clouds.,,,28.0,6.2,No precipitation,12,,,,
04.02.2020 17:00,12.6,734.8,766.3,,64,Wind blowing from the east-southeast,1,,,100%., ,,,,,,,2000-2500,,,28.0,5.8,,,,,,
04.02.2020 14:00,13.3,735.8,767.2,-2.0,61,Wind blowing from the north,2,,4,50%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,13.3,,,600-1000,,,27.0,5.9,No precipitation,12,,,,
04.02.2020 11:00,10.4,737.8,769.4,,86,Wind blowing from the north-northeast,1,,4,40%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,11.2,,,2500 or more  or no clouds.,,,16.0,8.2,No precipitation,6,,,,
04.02.2020 08:00,4.7,736.8,768.7,0.7,100,Wind blowing from the east,1,,4,90  or more  but not 100%,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,11.2,,,2500 or more  or no clouds.,,,0.3,4.7,No precipitation,12,,,,
04.02.2020 05:00,5.8,736.1,767.8,,100,Wind blowing from the east-northeast,2,,3,,Mist. ,,,5.7,11.2,,,,,,5.0,5.8,No precipitation,6,,,,
04.02.2020 02:00,7.4,736.9,768.6,-0.7,94,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,11.2,,,2500 or more  or no clouds.,,,21.0,6.5,No precipitation,12,,,,
03.02.2020 23:00,7.9,737.6,769.2,,94,Wind blowing from the north-northwest,1,,4,, ,,,6.6,11.2,,,,,,22.0,7.0,No precipitation,6,,,,
03.02.2020 20:00,8.6,737.2,769.0,1.0,91,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,11.2,,,2000-2500,,,23.0,7.2,No precipitation,12,,,,
03.02.2020 17:00,10.3,736.2,767.8,,79,Wind blowing from the south-east,2,,,100%., ,,,,,,,1500-2000,,,30.0,6.8,,,,,,
03.02.2020 14:00,9.7,737.3,769.0,,89,Wind blowing from the east-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,11.2,,,2000-2500,,,23.0,8.0,0.6,12,,,,
03.02.2020 11:00,11.1,739.6,771.4,,80,Wind blowing from the south-southeast,2,,3,70 – 80%., ,,,6.6,11.1,,,600-1000,,,13.0,7.8,0.1,6,,,,
03.02.2020 08:00,6.6,739.0,770.9,0.7,100,Wind blowing from the west-southwest,0,,3,no clouds,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,10.8,,,,,,1.4,6.6,0.6,12,,,,
03.02.2020 05:00,7.4,738.3,770.0,,97,Wind blowing from the east,1,,6,,Rain (not freezing) not falling as shower(s). ,,,7.1,10.8,,,,,,15.0,7.0,0.5,6,,,,
03.02.2020 02:00,7.5,738.9,770.6,,97,Wind blowing from the south-southwest,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.8,,,2500 or more  or no clouds.,,,11.0,7.1,No precipitation,12,,,,
02.02.2020 23:00,7.7,738.7,770.5,,96,Wind blowing from the north-northeast,2,,7,, ,,,7.2,10.8,,,,,,15.0,7.1,No precipitation,6,,,,
02.02.2020 20:00,8.8,738.5,770.3,1.8,90,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.8,,,1500-2000,,,17.0,7.3,0.1,12,,,,
02.02.2020 17:00,9.9,736.7,768.4,,82,Wind blowing from the north-northeast,5,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.8,,,300-600,,,18.0,7.0,No precipitation,6,,,,
02.02.2020 14:00,10.2,736.9,768.6,-1.8,87,Wind blowing from the north,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.2,10.4,,,300-600,,,17.0,8.1,0.4,12,,,,
02.02.2020 11:00,8.9,738.7,770.5,,97,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.2,9.9,,,300-600,,,10.0,8.5,0.4,6,,,,
02.02.2020 08:00,7.2,737.3,769.0,1.0,100,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,9.9,,,300-600,,,4.1,7.2,0.3,12,,,,
02.02.2020 05:00,7.4,736.3,767.9,,100,Wind blowing from the south-southeast,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.4,9.9,,,,,,5.0,7.4,No precipitation,6,,,,
02.02.2020 02:00,7.9,736.0,767.6,,98,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,9.9,,,2500 or more  or no clouds.,,,9.0,7.6,No precipitation,12,,,,
01.02.2020 23:00,8.4,736.3,767.9,,97,Wind blowing from the east-northeast,1,,3,, ,,,7.4,9.9,,,,,,9.0,8.0,No precipitation,6,,,,
01.02.2020 20:00,8.7,735.0,766.6,,96,Wind blowing from the north-northeast,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,9.9,,,1500-2000,,,9.0,8.1,0.1,12,,,,
01.02.2020 17:00,9.4,733.5,765.0,,90,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,1500-2000,,,15.0,7.8,,,,,,
01.02.2020 14:00,9.8,733.7,765.2,-2.1,91,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,9.9,,,300-600,,,15.0,8.4,0.1,12,,,,
01.02.2020 11:00,8.2,735.8,767.5,,100,Wind blowing from the east-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.4,8.6,,,300-600,,,2.1,8.2,0.1,6,,,,
01.02.2020 08:00,7.4,734.9,766.6,,100,Wind blowing from the north-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,8.6,,,300-600,,,2.9,7.4,Trace of precipitation,12,,,,
01.02.2020 05:00,7.6,734.2,765.9,,100,Wind blowing from the north,1,,5,,Mist. ,,,7.0,8.6,,,,,,3.5,7.6,No precipitation,6,,,,
01.02.2020 02:00,7.8,735.1,766.7,,100,Wind blowing from the north,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,8.6,,,2500 or more  or no clouds.,,,3.4,7.8,No precipitation,12,,,,
31.01.2020 23:00,8.0,735.4,767.0,,100,Wind blowing from the east-southeast,1,,5,,Mist. ,,,7.0,8.6,,,,,,5.0,8.0,No precipitation,6,,,,
31.01.2020 20:00,8.2,734.8,766.5,1.1,99,Wind blowing from the east-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,9.2,,,300-600,,,7.0,8.1,0.3,12,,,,
31.01.2020 17:00,8.4,733.7,765.4,,98,Wind blowing from the north-east,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,,,,300-600,,,7.0,8.1,0.1,6,,,,
31.01.2020 14:00,8.3,734.3,765.9,-1.9,99,Wind blowing from the north-northeast,1,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,,,,2500 or more  or no clouds.,,,6.0,8.2,2.0,12,,,,
31.01.2020 11:00,7.7,736.2,767.8,,100,Wind blowing from the north-east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.8,,,,300-600,,,4.8,7.7,1.0,6,,,,
31.01.2020 08:00,7.0,735.1,766.7,,100,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.2,,,300-600,,,4.2,7.0,2.0,12,,,,
31.01.2020 05:00,7.1,734.2,765.7,,98,Wind blowing from the north-east,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.0,12.2,,,,,,8.0,6.8,0.9,6,,,,
31.01.2020 02:00,7.9,734.8,766.2,-0.9,90,Wind blowing from the north-northwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,12.2,,,2500 or more  or no clouds.,,,15.0,6.4,0.1,12,,,,
30.01.2020 23:00,8.6,735.7,767.5,,73,Wind blowing from the north,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.0,12.2,,,,,,23.0,4.0,No precipitation,6,,,,
30.01.2020 20:00,9.2,735.2,767.1,0.5,63,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,12.2,,,2000-2500,,,21.0,2.5,No precipitation,12,,,,
30.01.2020 17:00,11.5,734.7,766.4,,45,Wind blowing from the north-east,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,30.0,0.0,,,,,,
30.01.2020 14:00,11.6,736.1,767.8,-2.6,64,Wind blowing from the north,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,12.5,,,2500 or more  or no clouds.,,,24.0,5.0,No precipitation,12,,,,
30.01.2020 11:00,6.8,738.7,770.6,,96,Wind blowing from the north,2,,4,90  or more  but not 100%, ,,,3.0,12.5,,,,,,14.0,6.2,No precipitation,6,,,,
30.01.2020 08:00,3.3,737.9,769.9,,100,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,12.5,,,2500 or more  or no clouds.,,,4.4,3.3,No precipitation,12,,,,
30.01.2020 05:00,3.5,737.7,769.5,,100,Wind blowing from the north-northeast,1,,4,,Mist. ,,,3.2,12.5,,,,,,4.1,3.5,No precipitation,6,,,,
30.01.2020 02:00,5.1,738.6,770.4,-0.4,99,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,12.5,,,2500 or more  or no clouds.,,,8.0,5.0,No precipitation,12,,,,
29.01.2020 23:00,6.6,739.0,771.0,,92,Wind blowing from the east,1,,6,, ,,,3.2,12.5,,,,,,19.0,5.4,No precipitation,6,,,,
29.01.2020 20:00,8.1,738.1,770.1,,86,Wind blowing from the north-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,12.5,,,,,,20.0,5.9,Trace of precipitation,12,,,,
29.01.2020 17:00,12.2,736.9,768.6,,62,Wind blowing from the north,2,,,no clouds, ,,,,,,,,,,29.0,5.1,,,,,,
29.01.2020 14:00,11.4,738.1,769.8,-2.1,73,Wind blowing from the north-northeast,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Drizzle.,Fog or ice fog or thick haze.,3.2,11.4,,,600-1000,,,19.0,6.7,0.1,12,,,,
29.01.2020 11:00,5.8,740.2,772.3,,100,Wind blowing from the west-northwest,1,,2,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Drizzle.,Fog or ice fog or thick haze.,3.2,10.6,,,300-600,,,0.3,5.8,0.1,6,,,,
29.01.2020 08:00,3.4,739.0,771.1,0.5,100,Wind blowing from the north-northeast,1,,,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Drizzle.,Fog or ice fog or thick haze.,3.2,10.6,,,2500 or more  or no clouds.,,,0.1,3.4,0.1,12,,,,
29.01.2020 05:00,4.5,738.5,770.4,,100,Wind blowing from the east,1,,3,,Mist. ,,,4.5,10.6,,,,,,1.9,4.5,No precipitation,6,,,,
29.01.2020 02:00,6.1,738.9,770.8,0.2,99,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,10.6,,,2500 or more  or no clouds.,,,8.0,6.0,No precipitation,12,,,,
28.01.2020 23:00,5.9,738.7,770.7,,99,Wind blowing from the south-southeast,1,,4,, ,,,5.9,10.6,,,,,,10.0,5.8,No precipitation,6,,,,
28.01.2020 20:00,7.1,737.4,769.3,1.7,93,Wind blowing from the east,1,,4,40%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,10.6,,,600-1000,,,14.0,6.0,0.1,12,,,,
28.01.2020 17:00,10.1,735.7,767.3,,73,Wind blowing from the north,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,6.2,10.6,,,600-1000,,,25.0,5.5,No precipitation,6,,,,
28.01.2020 14:00,9.4,735.7,767.4,-1.0,82,Wind blowing from the north,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,10.8,,,300-600,,,19.0,6.5,0.1,12,,,,
28.01.2020 11:00,8.0,736.7,768.5,,91,Wind blowing from the west-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.2,,,,300-600,,,15.0,6.6,0.1,6,,,,
28.01.2020 08:00,6.5,735.4,767.2,0.6,92,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,10.8,,,300-600,,,16.0,5.3,Trace of precipitation,12,,,,
28.01.2020 05:00,6.5,734.8,766.3,,95,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,13.0,5.8,,,,,,
28.01.2020 02:00,7.1,735.7,767.2,0.0,88,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,10.8,,,2500 or more  or no clouds.,,,22.0,5.2,No precipitation,12,,,,
27.01.2020 23:00,7.3,735.7,767.4,,82,Wind blowing from the east-northeast,1,,,, ,,,6.1,10.8,,,,,,25.0,4.4,No precipitation,6,,,,
27.01.2020 20:00,8.6,734.9,766.6,1.6,71,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,10.8,,,1500-2000,,,30.0,3.6,Trace of precipitation,12,,,,
27.01.2020 17:00,10.4,733.3,764.8,,66,Wind blowing from the north-northeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,11.0,,,300-600,,,30.0,4.3,No precipitation,6,,,,
27.01.2020 14:00,10.4,733.7,765.2,-1.7,63,Wind blowing from the south-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,11.6,,,1500-2000,,,30.0,3.7,Trace of precipitation,12,,,,
