Local time in Hohhot,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 02:00,-12.3,669.2,775.3,-0.6,48,Wind blowing from the north-west,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-2.2,,,2500 or more  or no clouds.,,,30.0,-21.1,No precipitation,12,,,,
04.02.2020 23:00,-11.0,669.8,776.1,,41,Wind blowing from the north-northwest,2,,11,, ,,,-12.6,-2.2,,,,,,30.0,-21.7,No precipitation,6,,,,
04.02.2020 20:00,-8.7,669.5,776.2,0.8,35,Wind blowing from the north-west,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-2.2,,,,,,30.0,-21.4,No precipitation,12,,,,
04.02.2020 17:00,-3.8,668.7,774.7,,36,Wind blowing from the south,3,,11,no clouds, ,,,-12.6,-2.2,,,,,,30.0,-16.7,No precipitation,6,,,,
04.02.2020 14:00,-3.8,668.8,774.0,-0.5,41,Wind blowing from the south,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-2.2,,,2500 or more  or no clouds.,,,14.0,-15.4,No precipitation,12,,,,
04.02.2020 11:00,-5.3,669.3,774.7,,32,Wind blowing from the north-northwest,7,,11,no clouds, ,,,-12.6,-4.6,,,,,,30.0,-19.4,No precipitation,6,,,,
04.02.2020 08:00,-9.9,668.5,775.6,1.7,50,Wind blowing from the north-northeast,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-4.6,,,,,,30.0,-18.4,No precipitation,12,,,,
04.02.2020 05:00,-12.0,666.8,772.7,,62,Wind blowing from the north-west,1,,7,, ,,,-19.0,-4.6,,,,,,30.0,-17.8,No precipitation,6,,,,
04.02.2020 02:00,-8.1,666.7,772.0,0.3,51,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-4.6,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
03.02.2020 23:00,-6.9,666.4,772.2,,48,Wind blowing from the north-northwest,3,,7,, ,,,-19.0,-4.6,,,,,,30.0,-16.1,No precipitation,6,,,,
03.02.2020 20:00,-11.5,665.8,774.6,0.5,61,Wind blowing from the north-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-4.6,,,,,,21.0,-17.5,No precipitation,12,,,,
03.02.2020 17:00,-4.8,665.3,772.3,,40,Wind blowing from the south-southeast,1,,5,no clouds, ,,,-19.0,-4.6,,,,,,26.0,-16.6,No precipitation,6,,,,
03.02.2020 14:00,-6.2,665.8,773.0,-2.1,42,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-5.8,,,,,,22.0,-17.0,No precipitation,12,,,,
03.02.2020 11:00,-9.5,667.9,775.6,,45,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-19.0,-5.8,,,,,,18.0,-19.2,No precipitation,6,,,,
03.02.2020 08:00,-18.9,668.4,777.4,-0.1,72,Wind blowing from the north-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-5.8,,,,,,30.0,-22.8,No precipitation,12,,,,
03.02.2020 05:00,-18.0,668.5,776.3,,65,Wind blowing from the north-northwest,3,,7,, ,,,-18.3,-5.8,,,,,,30.0,-23.1,No precipitation,6,,,,
03.02.2020 02:00,-17.2,669.7,777.5,-0.9,64,Wind blowing from the north-northwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-5.8,,,2500 or more  or no clouds.,,,30.0,-22.4,No precipitation,12,,,,
02.02.2020 23:00,-14.7,670.6,778.3,,51,Wind blowing from the north-west,3,,14,, ,,,-14.7,-5.8,,,,,,23.0,-22.6,No precipitation,6,,,,
02.02.2020 20:00,-10.8,671.0,778.4,0.4,39,Wind blowing from the north,4,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.8,,,,,,30.0,-22.1,Trace of precipitation,12,,,,
02.02.2020 17:00,-6.1,670.6,777.2,,49,Wind blowing from the south-southeast,2,,14,no clouds, ,,,-14.6,-3.9,,,,,,22.0,-15.1,No precipitation,6,,,,
02.02.2020 14:00,-6.4,670.5,777.0,-0.4,32,Wind blowing from the north-west,6,,14,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-3.3,,,2500 or more  or no clouds.,,,30.0,-20.4,Trace of precipitation,12,,,,
02.02.2020 11:00,-7.8,670.9,777.6,,48,Wind blowing from the north-northwest,8,,13,70 – 80%., ,,,-14.6,-3.3,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,6,,,,
02.02.2020 08:00,-9.9,668.8,775.1,1.4,61,Wind blowing from the north-northwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-3.3,,,,,,30.0,-16.0,No precipitation,12,,,,
02.02.2020 05:00,-11.3,667.4,773.1,,77,Wind blowing from the south-southeast,1,,4,,Haze. ,,,-14.0,-3.3,,,,,,3.1,-14.5,No precipitation,6,,,,
02.02.2020 02:00,-10.5,667.3,772.6,-0.2,66,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-3.3,,,2500 or more  or no clouds.,,,8.0,-15.6,No precipitation,12,,,,
01.02.2020 23:00,-9.9,667.5,773.5,,62,Wind blowing from the north-west,3,,4,, ,,,-14.0,-3.3,,,,,,13.0,-15.8,No precipitation,6,,,,
01.02.2020 20:00,-6.9,667.3,774.1,0.4,56,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-3.3,,,,,,8.0,-14.4,No precipitation,12,,,,
01.02.2020 17:00,-3.9,666.9,772.2,,52,Wind blowing from the south,1,,5,90  or more  but not 100%, ,,,-14.0,-3.3,,,,,,7.0,-12.5,No precipitation,6,,,,
01.02.2020 14:00,-3.4,667.2,771.8,-1.6,39,Wind blowing from the south,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-3.4,,,2500 or more  or no clouds.,,,10.0,-15.4,No precipitation,12,,,,
01.02.2020 11:00,-6.5,668.8,774.3,,47,Wind blowing from the east,1,,9,90  or more  but not 100%, ,,,-14.0,-5.0,,,,,,15.0,-16.0,No precipitation,6,,,,
01.02.2020 08:00,-13.5,668.9,775.7,0.2,70,Wind blowing from the north-northwest,3,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-5.0,,,2500 or more  or no clouds.,,,24.0,-17.8,No precipitation,12,,,,
01.02.2020 05:00,-9.8,668.7,774.5,,58,Wind blowing from the north-west,2,,9,, ,,,-16.6,-5.0,,,,,,30.0,-16.5,No precipitation,6,,,,
01.02.2020 02:00,-7.1,669.1,775.0,-0.1,49,Wind blowing from the north-northwest,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.0,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,12,,,,
31.01.2020 23:00,-6.8,669.2,775.5,,46,Calm  no wind,0,,,, ,,,-16.6,-5.0,,,,,,30.0,-16.5,No precipitation,6,,,,
31.01.2020 20:00,-5.8,668.8,776.1,0.8,44,Wind blowing from the north-northwest,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-5.0,,,,,,30.0,-16.1,No precipitation,12,,,,
31.01.2020 17:00,-5.0,668.0,774.8,,58,Wind blowing from the south,1,,5,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-4.8,,,2500 or more  or no clouds.,,,2.4,-12.0,No precipitation,6,,,,
31.01.2020 14:00,-7.8,668.1,774.7,-0.7,67,Wind blowing from the south,2,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-4.8,,,2500 or more  or no clouds.,,,1.5,-12.9,No precipitation,12,,,,
31.01.2020 11:00,-9.8,668.8,775.9,,72,Wind blowing from the south,2,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-4.8,,,2500 or more  or no clouds.,,,1.4,-13.9,No precipitation,6,,,,
31.01.2020 08:00,-16.1,668.0,776.1,1.3,81,Wind blowing from the north-east,1,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-4.8,,,2500 or more  or no clouds.,,,2.5,-18.6,No precipitation,12,,,,
31.01.2020 05:00,-14.9,666.7,773.2,,84,Wind blowing from the north-northeast,2,,4,,Mist. ,,,-14.9,-4.8,,,,,,2.6,-17.0,No precipitation,6,,,,
31.01.2020 02:00,-11.6,666.5,772.7,0.0,84,Wind blowing from the north-northeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-4.8,,,2500 or more  or no clouds.,,,4.6,-13.8,No precipitation,12,,,,
30.01.2020 23:00,-10.8,666.5,773.4,,81,Wind blowing from the north-west,3,,4,,Haze. ,,,-13.5,-4.8,,,,,,4.1,-13.4,No precipitation,6,,,,
30.01.2020 20:00,-9.6,666.7,773.9,0.0,79,Wind blowing from the north-west,3,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-4.8,,,2500 or more  or no clouds.,,,2.6,-12.6,Trace of precipitation,12,,,,
30.01.2020 17:00,-4.8,666.7,772.6,,67,Wind blowing from the west-southwest,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-4.8,,,2500 or more  or no clouds.,,,2.9,-10.0,No precipitation,6,,,,
30.01.2020 14:00,-6.8,667.4,773.7,-1.5,82,Wind blowing from the south,2,,3,70 – 80%.,Mist. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-13.5,-6.8,,,2500 or more  or no clouds.,,,2.3,-9.4,Trace of precipitation,12,,,,
30.01.2020 11:00,-10.6,668.9,775.9,,88,Wind blowing from the east,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-13.5,-8.0,,,2500 or more  or no clouds.,,,1.1,-12.2,Trace of precipitation,6,,,,
30.01.2020 08:00,-13.5,668.8,776.3,0.2,86,Wind blowing from the north-west,1,,3,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-8.0,,,2500 or more  or no clouds.,,,0.5,-15.3,No precipitation,12,,,,
30.01.2020 05:00,-12.5,668.6,775.7,,87,Wind blowing from the north-northwest,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-13.0,-8.0,,,,,,0.3,-14.2,No precipitation,6,,,,
30.01.2020 02:00,-11.1,669.2,776.1,-0.6,88,Wind blowing from the north-west,2,,3,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-5.4,,,2500 or more  or no clouds.,,,0.6,-12.7,No precipitation,12,,,,
29.01.2020 23:00,-9.9,669.8,776.8,,89,Wind blowing from the west-northwest,2,,3,,Mist. ,,,-13.0,-5.2,,,,,,0.9,-11.4,No precipitation,6,,,,
29.01.2020 20:00,-8.9,670.0,777.3,0.7,89,Wind blowing from the east-northeast,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-5.2,,,2500 or more  or no clouds.,,,1.1,-10.4,No precipitation,12,,,,
29.01.2020 17:00,-8.3,669.3,776.0,,89,Wind blowing from the south,1,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-5.2,,,2500 or more  or no clouds.,,,1.4,-9.8,No precipitation,6,,,,
29.01.2020 14:00,-8.2,669.2,774.8,-0.8,89,Wind blowing from the south-southeast,2,,11,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-5.2,,,2500 or more  or no clouds.,,,1.2,-9.7,No precipitation,12,,,,
29.01.2020 11:00,-9.7,670.0,776.8,,90,Wind blowing from the south-east,2,,11,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-5.2,,,,,,0.2,-11.0,No precipitation,6,,,,
29.01.2020 08:00,-12.0,669.0,776.2,0.7,90,Wind blowing from the south,1,,11,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-5.2,,,2500 or more  or no clouds.,,,0.1,-13.3,No precipitation,12,,,,
29.01.2020 05:00,-10.4,668.3,774.3,,87,Wind blowing from the south-southeast,2,,11,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-10.8,-5.2,,,,,,0.1,-12.1,No precipitation,6,,,,
29.01.2020 02:00,-5.3,668.3,773.4,0.2,73,Wind blowing from the north-northeast,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-5.2,,,2500 or more  or no clouds.,,,9.0,-9.4,No precipitation,12,,,,
28.01.2020 23:00,-9.2,668.1,773.8,,88,Wind blowing from the south,1,,4,,Mist. ,,,-10.8,-5.3,,,,,,0.9,-10.8,No precipitation,6,,,,
28.01.2020 20:00,-8.9,668.0,774.7,0.8,86,Wind blowing from the north-northwest,1,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-5.3,,,2500 or more  or no clouds.,,,1.0,-10.8,No precipitation,12,,,,
28.01.2020 17:00,-5.6,667.2,772.7,,78,Wind blowing from the south,1,,4,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-3.1,,,2500 or more  or no clouds.,,,1.3,-8.8,No precipitation,6,,,,
28.01.2020 14:00,-6.2,666.7,772.0,-0.9,80,Wind blowing from the south,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-1.8,,,2500 or more  or no clouds.,,,1.1,-9.2,No precipitation,12,,,,
28.01.2020 11:00,-5.6,667.6,772.9,,69,Wind blowing from the south,3,,4,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-1.8,,,2500 or more  or no clouds.,,,2.1,-10.4,No precipitation,6,,,,
28.01.2020 08:00,-10.8,666.8,772.9,0.4,86,Wind blowing from the north-northwest,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-1.8,,,,,,1.5,-12.7,No precipitation,12,,,,
28.01.2020 05:00,-9.2,666.4,771.4,,84,Wind blowing from the north-northwest,2,,3,,Mist. ,,,-9.8,-1.8,,,,,,1.8,-11.4,No precipitation,6,,,,
28.01.2020 02:00,-7.4,666.7,771.1,-0.3,79,Wind blowing from the north-west,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-1.8,,,2500 or more  or no clouds.,,,2.7,-10.4,No precipitation,12,,,,
27.01.2020 23:00,-7.7,667.0,771.9,,78,Wind blowing from the north-northwest,1,,4,,Haze. ,,,-9.8,-1.8,,,,,,3.0,-10.9,No precipitation,6,,,,
27.01.2020 20:00,-6.8,667.0,772.9,0.5,74,Wind blowing from the north-northeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-1.8,,,,,,3.0,-10.7,No precipitation,12,,,,
27.01.2020 17:00,-3.1,666.5,771.3,,64,Wind blowing from the south,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,1.2,,,,,,3.5,-9.1,No precipitation,6,,,,
27.01.2020 14:00,-2.0,666.7,771.1,-1.4,49,Wind blowing from the south-southeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,2.2,,,2500 or more  or no clouds.,,,10.0,-11.5,No precipitation,12,,,,
27.01.2020 11:00,-4.1,668.1,773.1,,50,Wind blowing from the south-southeast,2,,5,20–30%., ,,,-9.8,2.2,,,2500 or more  or no clouds.,,,11.0,-13.2,No precipitation,6,,,,
