Local time in Heyuan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 08:00,12.7,760.7,767.2,0.6,95,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,16.0,,,2500 or more  or no clouds.,,,30.0,11.9,3.0,12,,,,
05.02.2020 05:00,12.6,760.1,766.6,,97,Wind blowing from the east,1,,4,, ,,,11.3,16.0,,,,,,30.0,12.1,1.0,6,,,,
05.02.2020 02:00,12.5,760.5,767.0,-0.2,97,Wind blowing from the south-southwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,16.0,,,2500 or more  or no clouds.,,,16.0,12.1,2.0,12,,,,
04.02.2020 23:00,13.2,760.7,767.2,,99,Wind blowing from the north-east,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.3,16.0,,,,,,9.0,13.0,2.0,6,,,,
04.02.2020 20:00,14.2,760.0,766.6,1.0,97,Wind blowing from the east-northeast,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,16.0,,,600-1000,,,30.0,13.7,2.0,12,,,,
04.02.2020 17:00,15.3,759.0,765.5,,85,Wind blowing from the north,1,,4,100%., ,,,11.3,16.0,,,600-1000,,,30.0,12.8,No precipitation,6,,,,
04.02.2020 14:00,15.4,759.0,765.5,-2.2,83,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,16.8,,,600-1000,,,30.0,12.5,12.0,12,,,,
04.02.2020 11:00,12.8,761.2,767.8,,94,Wind blowing from the north-northeast,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,,,,600-1000,,,30.0,11.8,5.0,6,,,,
04.02.2020 08:00,11.4,761.1,767.7,1.1,100,Wind blowing from the south-east,0,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,,,,600-1000,,,6.0,11.4,21.0,12,,,,
04.02.2020 05:00,11.5,760.0,766.6,,100,Wind blowing from the south-southwest,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.4,17.2,,,,,,8.0,11.5,12.0,6,,,,
04.02.2020 02:00,11.7,760.1,766.6,,100,Wind blowing from the east-northeast,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,17.2,,,2500 or more  or no clouds.,,,7.0,11.7,10.0,12,,,,
03.02.2020 23:00,12.2,760.5,767.0,,100,Wind blowing from the north-east,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.0,17.2,,,,,,20.0,12.2,5.0,6,,,,
03.02.2020 20:00,12.8,760.5,767.0,1.3,92,Wind blowing from the north-northeast,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,17.2,,,600-1000,,,22.0,11.5,Trace of precipitation,12,,,,
03.02.2020 17:00,14.9,759.2,765.7,,73,Wind blowing from the north-northeast,2,,6,100%., ,,,12.9,19.0,,,1500-2000,,,30.0,10.1,No precipitation,6,,,,
03.02.2020 14:00,16.7,759.5,766.0,-1.9,65,Wind blowing from the east-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,19.9,,,1500-2000,,,28.0,10.1,No precipitation,12,,,,
03.02.2020 11:00,15.8,761.4,767.9,,66,Wind blowing from the east-northeast,2,,3,100%., ,,,12.9,,,,1500-2000,,,22.0,9.4,No precipitation,6,,,,
03.02.2020 08:00,14.1,760.6,767.2,1.3,76,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,19.9,,,1500-2000,,,24.0,9.9,No precipitation,12,,,,
03.02.2020 05:00,13.7,759.3,765.7,,81,Wind blowing from the east-northeast,1,,3,, ,,,11.8,19.9,,,,,,24.0,10.5,No precipitation,6,,,,
03.02.2020 02:00,14.3,759.7,766.1,-0.6,78,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,19.9,,,2500 or more  or no clouds.,,,23.0,10.5,No precipitation,12,,,,
02.02.2020 23:00,14.5,760.3,766.9,,74,Wind blowing from the west,1,,3,, ,,,11.8,19.9,,,,,,27.0,9.9,No precipitation,6,,,,
02.02.2020 20:00,16.6,760.3,766.8,1.0,60,Wind blowing from the west-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,19.9,,,600-1000,,,30.0,8.8,Trace of precipitation,12,,,,
02.02.2020 17:00,19.0,759.3,765.7,,44,Wind blowing from the west-southwest,1,,5,90  or more  but not 100%, ,,,11.8,20.5,,,,,,30.0,6.4,No precipitation,6,,,,
02.02.2020 14:00,17.7,760.3,766.9,-2.2,42,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,20.9,,,2500 or more  or no clouds.,,,30.0,4.6,No precipitation,12,,,,
02.02.2020 11:00,14.8,762.5,769.0,,58,Wind blowing from the north-northeast,1,,5,100%., ,,,11.8,,,,1500-2000,,,19.0,6.6,No precipitation,6,,,,
02.02.2020 08:00,11.8,762.2,768.7,1.5,73,Wind blowing from the north-east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,20.9,,,600-1000,,,28.0,7.1,No precipitation,12,,,,
02.02.2020 05:00,12.3,760.7,767.2,,75,Calm  no wind,0,,,, ,,,6.7,20.9,,,,,,25.0,8.0,No precipitation,6,,,,
02.02.2020 02:00,12.7,760.6,767.2,-0.2,73,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,20.9,,,2500 or more  or no clouds.,,,30.0,7.9,No precipitation,12,,,,
01.02.2020 23:00,13.7,760.8,767.3,,63,Wind blowing from the east-northeast,1,,3,, ,,,6.7,20.9,,,,,,30.0,6.7,No precipitation,6,,,,
01.02.2020 20:00,16.1,760.0,766.6,,44,Wind blowing from the north-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,20.9,,,2500 or more  or no clouds.,,,30.0,3.8,No precipitation,12,,,,
01.02.2020 17:00,20.5,758.8,765.3,,31,Wind blowing from the west,1,,4,no clouds, ,,,6.7,20.9,,,,,,30.0,2.8,No precipitation,6,,,,
01.02.2020 14:00,18.9,759.5,766.0,-3.0,32,Wind blowing from the north-west,2,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,19.3,,,2500 or more  or no clouds.,,,30.0,1.8,No precipitation,12,,,,
01.02.2020 11:00,15.1,762.5,769.1,,42,Wind blowing from the east,1,,4,90  or more  but not 100%, ,,,6.7,19.1,,,,,,30.0,2.2,No precipitation,6,,,,
01.02.2020 08:00,7.4,762.4,769.1,,73,Wind blowing from the east-northeast,1,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,19.1,,,2500 or more  or no clouds.,,,30.0,2.8,No precipitation,12,,,,
01.02.2020 05:00,8.0,761.2,767.8,,67,Wind blowing from the east-northeast,1,,,, ,,,4.7,19.1,,,,,,30.0,2.2,No precipitation,6,,,,
01.02.2020 02:00,8.3,761.4,768.0,0.2,72,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,19.1,,,2500 or more  or no clouds.,,,30.0,3.5,No precipitation,12,,,,
31.01.2020 23:00,9.6,761.2,767.8,,71,Wind blowing from the south,1,,4,, ,,,4.7,19.1,,,,,,30.0,4.6,No precipitation,6,,,,
31.01.2020 20:00,12.9,760.4,767.1,,45,Wind blowing from the north-east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,19.1,,,2500 or more  or no clouds.,,,30.0,1.2,No precipitation,12,,,,
31.01.2020 17:00,18.7,759.1,765.7,,22,Wind blowing from the west-southwest,1,,4,no clouds, ,,,4.7,19.1,,,,,,30.0,-3.4,No precipitation,6,,,,
31.01.2020 14:00,17.3,760.0,766.5,-3.1,22,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,17.5,,,,,,30.0,-4.6,No precipitation,12,,,,
31.01.2020 11:00,12.8,763.1,769.7,,37,Wind blowing from the east-northeast,2,,,no clouds, ,,,4.7,17.2,,,,,,30.0,-1.5,No precipitation,6,,,,
31.01.2020 08:00,5.8,762.9,769.6,1.6,71,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,17.2,,,,,,29.0,0.9,No precipitation,12,,,,
31.01.2020 05:00,5.6,761.3,767.9,,74,Wind blowing from the east-northeast,1,,8,, ,,,5.6,17.2,,,,,,30.0,1.3,No precipitation,6,,,,
31.01.2020 02:00,7.8,761.1,767.7,-0.1,56,Wind blowing from the east-northeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,17.2,,,2500 or more  or no clouds.,,,30.0,-0.4,No precipitation,12,,,,
30.01.2020 23:00,11.6,761.2,767.8,,35,Wind blowing from the north-northeast,2,,14,, ,,,5.6,17.2,,,,,,30.0,-3.3,No precipitation,6,,,,
30.01.2020 20:00,13.2,760.8,767.4,1.4,31,Wind blowing from the north-northeast,1,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,17.2,,,,,,30.0,-3.5,No precipitation,12,,,,
30.01.2020 17:00,16.8,759.4,765.9,,20,Wind blowing from the east-northeast,5,,14,no clouds, ,,,5.6,17.2,,,,,,30.0,-6.2,No precipitation,6,,,,
30.01.2020 14:00,16.3,760.0,766.5,-3.1,23,Wind blowing from the north-east,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,16.3,,,,,,30.0,-4.8,No precipitation,12,,,,
30.01.2020 11:00,12.2,763.1,769.7,,32,Wind blowing from the north-east,5,,12,no clouds, ,,,5.6,15.2,,,,,,29.0,-4.0,No precipitation,6,,,,
30.01.2020 08:00,6.3,762.6,769.3,1.3,63,Wind blowing from the north-northwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,15.2,,,,,,22.0,-0.2,No precipitation,12,,,,
30.01.2020 05:00,8.2,761.3,767.9,,53,Wind blowing from the north,3,,10,, ,,,7.5,15.2,,,,,,28.0,-0.8,No precipitation,6,,,,
30.01.2020 02:00,9.8,761.3,767.9,0.0,48,Wind blowing from the north-northeast,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,15.2,,,2500 or more  or no clouds.,,,30.0,-0.9,No precipitation,12,,,,
29.01.2020 23:00,10.9,761.3,767.9,,46,Wind blowing from the east-northeast,3,,11,, ,,,7.3,15.2,,,,,,30.0,-0.5,No precipitation,6,,,,
29.01.2020 20:00,12.3,760.4,767.0,1.5,42,Wind blowing from the north,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,15.2,,,,,,30.0,-0.5,No precipitation,12,,,,
29.01.2020 17:00,14.8,758.9,765.5,,33,Wind blowing from the north-east,4,,11,no clouds, ,,,7.3,15.2,,,,,,30.0,-1.3,No precipitation,6,,,,
29.01.2020 14:00,14.1,759.3,765.9,,34,Wind blowing from the north-east,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,14.5,,,,,,30.0,-1.5,No precipitation,12,,,,
29.01.2020 11:00,11.1,762.1,768.7,,43,Wind blowing from the east-northeast,4,,10,no clouds, ,,,7.3,13.5,,,,,,30.0,-1.0,No precipitation,6,,,,
29.01.2020 08:00,7.6,762.7,769.3,1.5,56,Wind blowing from the north-northeast,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,13.5,,,600-1000,,,30.0,-0.8,No precipitation,12,,,,
29.01.2020 05:00,8.0,761.2,767.8,,56,Wind blowing from the north-east,5,,10,, ,,,7.3,13.5,,,,,,30.0,-0.4,No precipitation,6,,,,
29.01.2020 02:00,8.0,761.9,768.5,0.2,61,Wind blowing from the north-northeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,13.5,,,2500 or more  or no clouds.,,,30.0,0.9,No precipitation,12,,,,
28.01.2020 23:00,8.7,761.7,768.4,,58,Wind blowing from the north-northeast,4,,10,, ,,,7.3,13.5,,,,,,30.0,0.9,No precipitation,6,,,,
28.01.2020 20:00,10.1,759.9,766.6,1.7,53,Wind blowing from the east-northeast,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,13.5,,,2500 or more  or no clouds.,,,30.0,0.9,No precipitation,12,,,,
28.01.2020 17:00,12.9,758.2,764.8,,46,Wind blowing from the north-east,3,,10,20–30%., ,,,7.3,13.5,,,600-1000,,,30.0,1.5,No precipitation,6,,,,
28.01.2020 14:00,12.1,758.7,765.3,,48,Wind blowing from the east-northeast,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,12.2,,,600-1000,,,30.0,1.4,Trace of precipitation,12,,,,
28.01.2020 11:00,9.2,760.6,767.3,,60,Wind blowing from the north-northeast,3,,9,90  or more  but not 100%, ,,,7.3,11.6,,,,,,30.0,1.8,Trace of precipitation,6,,,,
28.01.2020 08:00,7.5,760.5,767.2,2.1,68,Wind blowing from the east-northeast,3,,8,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,600-1000,,,30.0,1.9,Trace of precipitation,12,,,,
28.01.2020 05:00,7.7,758.4,765.0,,65,Wind blowing from the east-northeast,4,,9,, ,,,7.5,11.6,,,,,,30.0,1.5,No precipitation,6,,,,
28.01.2020 02:00,8.0,759.8,766.4,0.1,65,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,11.6,,,2500 or more  or no clouds.,,,30.0,1.8,No precipitation,12,,,,
27.01.2020 23:00,8.2,759.7,766.4,,65,Wind blowing from the north-east,3,,12,, ,,,8.0,11.6,,,,,,30.0,2.0,No precipitation,6,,,,
27.01.2020 20:00,8.4,758.9,765.6,1.6,64,Wind blowing from the north-east,3,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,11.6,,,600-1000,,,30.0,1.9,No precipitation,12,,,,
27.01.2020 17:00,10.5,757.3,763.9,,59,Wind blowing from the east-northeast,4,,12,70 – 80%., ,,,8.2,11.6,,,1000-1500,,,30.0,2.8,No precipitation,6,,,,
27.01.2020 14:00,10.5,757.3,763.9,-2.2,59,Wind blowing from the north-northeast,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,11.9,,,2500 or more  or no clouds.,,,30.0,2.8,No precipitation,12,,,,
27.01.2020 11:00,9.0,759.5,766.1,,65,Wind blowing from the east-northeast,6,,12,100%., ,,,8.2,,,,600-1000,,,30.0,2.7,No precipitation,6,,,,
27.01.2020 08:00,8.3,759.6,766.2,1.7,70,Wind blowing from the north-east,3,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,11.9,,,600-1000,,,30.0,3.1,No precipitation,12,,,,
27.01.2020 05:00,8.7,757.9,764.5,,74,Wind blowing from the north-east,4,,11,, ,,,8.7,11.9,,,,,,30.0,4.3,No precipitation,6,,,,
27.01.2020 02:00,9.2,757.7,764.3,-1.1,70,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,11.9,,,2500 or more  or no clouds.,,,30.0,4.0,No precipitation,12,,,,
