Local time in Suifenhe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 14:00,-18.1,715.6,772.6,0.1,48,Wind blowing from the west-northwest,7,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-13.4,,,600-1000,,,30.0,-26.4,No precipitation,12,,,,
05.02.2020 11:00,-20.6,715.5,772.6,,56,Wind blowing from the west-northwest,7,,,20–30%., ,,,-25.1,,,,2500 or more  or no clouds.,,,30.0,-27.1,No precipitation,6,,,,
05.02.2020 08:00,,715.4,,0.7,,,,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-12.1,,,,,,30.0,,No precipitation,12,,,,
05.02.2020 05:00,-24.5,714.7,771.4,,66,Wind blowing from the west,6,,,, ,,,,,,,,,,30.0,-29.0,,,,,,
05.02.2020 02:00,-23.5,714.7,771.1,,64,Wind blowing from the west,5,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-12.1,,,2500 or more  or no clouds.,,,30.0,-28.4,No precipitation,12,,,,
04.02.2020 20:00,-19.8,714.1,770.5,1.3,55,Wind blowing from the west-northwest,5,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-12.1,,,,,,30.0,-26.5,Trace of precipitation,12,,,,
04.02.2020 17:00,-16.3,712.8,768.9,,62,Wind blowing from the west-northwest,5,,15,no clouds, ,,,-21.0,-12.1,,,,,,30.0,-21.9,Trace of precipitation,6,,,,
04.02.2020 14:00,-13.8,711.4,767.1,0.0,51,Wind blowing from the west,5,,,no clouds,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-9.7,,,,,,30.0,-21.8,Trace of precipitation,12,,,,
04.02.2020 11:00,-12.3,711.4,766.7,,49,Wind blowing from the west,4,,8,no clouds, ,,,-21.0,-9.6,,,,,,30.0,-20.8,No precipitation,6,,,,
04.02.2020 08:00,-18.0,712.7,768.5,0.0,55,Wind blowing from the north-west,0,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-9.6,,,,,,20.0,-24.8,No precipitation,12,,,,
04.02.2020 05:00,-19.5,712.7,768.4,,56,Wind blowing from the west-northwest,2,,11,, ,,,-21.0,-9.6,,,,,,30.0,-26.1,No precipitation,6,,,,
04.02.2020 02:00,-19.3,713.6,769.0,,56,Wind blowing from the west,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-9.6,,,2500 or more  or no clouds.,,,30.0,-25.9,No precipitation,12,,,,
03.02.2020 20:00,-15.3,713.2,769.0,1.2,50,Wind blowing from the west,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-9.6,,,2500 or more  or no clouds.,,,30.0,-23.4,No precipitation,12,,,,
03.02.2020 17:00,-12.4,712.0,767.4,,44,Wind blowing from the west-northwest,6,,11,90  or more  but not 100%, ,,,-18.3,-9.6,,,,,,30.0,-22.2,No precipitation,6,,,,
03.02.2020 14:00,-10.2,710.9,765.7,-1.6,32,Wind blowing from the west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-8.7,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
03.02.2020 11:00,-12.2,712.5,767.5,,34,Wind blowing from the west,3,,8,no clouds, ,,,-18.3,-8.7,,,,,,30.0,-24.9,No precipitation,6,,,,
03.02.2020 08:00,-17.2,713.5,769.0,,50,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-8.7,,,,,,30.0,-25.2,No precipitation,12,,,,
03.02.2020 05:00,-17.4,713.1,768.4,,50,Wind blowing from the west,3,,8,, ,,,-17.4,-8.7,,,,,,30.0,-25.3,No precipitation,6,,,,
03.02.2020 02:00,-15.7,713.5,768.3,,44,Wind blowing from the west,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-8.7,,,2500 or more  or no clouds.,,,30.0,-25.2,No precipitation,12,,,,
02.02.2020 20:00,-13.8,713.9,769.3,-0.1,49,Wind blowing from the west,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-8.7,,,,,,30.0,-22.2,No precipitation,12,,,,
02.02.2020 17:00,-11.5,714.0,769.0,,42,Wind blowing from the west,4,,12,20–30%., ,,,-16.4,-7.6,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,6,,,,
02.02.2020 14:00,-8.7,713.6,768.3,-0.8,35,Wind blowing from the west,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-4.7,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
02.02.2020 11:00,-10.4,714.4,769.2,,42,Wind blowing from the west,4,,11,no clouds, ,,,-16.4,-4.7,,,,,,30.0,-20.9,No precipitation,6,,,,
02.02.2020 08:00,-14.6,714.6,769.6,0.9,74,Wind blowing from the west,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-4.7,,,,,,30.0,-18.2,No precipitation,12,,,,
02.02.2020 05:00,-14.6,713.7,768.3,,74,Wind blowing from the west,3,,14,, ,,,-20.9,-4.7,,,,,,30.0,-18.2,No precipitation,6,,,,
02.02.2020 02:00,-13.9,714.1,768.4,,66,Wind blowing from the west,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.7,,,2500 or more  or no clouds.,,,30.0,-18.9,No precipitation,12,,,,
01.02.2020 20:00,-11.0,713.4,769.0,1.1,60,Wind blowing from the west,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.7,,,,,,26.0,-17.4,No precipitation,12,,,,
01.02.2020 17:00,-7.6,712.3,767.5,,47,Wind blowing from the west,4,,12,no clouds, ,,,-20.9,-4.7,,,,,,30.0,-17.0,No precipitation,6,,,,
01.02.2020 14:00,-5.1,711.1,765.6,-0.9,36,Wind blowing from the west-northwest,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.8,,,,,,30.0,-17.9,No precipitation,12,,,,
01.02.2020 11:00,-9.3,712.0,766.9,,53,Wind blowing from the west-northwest,3,,5,no clouds, ,,,-20.9,-4.8,,,,,,30.0,-17.1,No precipitation,6,,,,
01.02.2020 08:00,-19.7,712.3,768.1,0.2,80,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-4.8,,,,,,24.0,-22.3,No precipitation,12,,,,
01.02.2020 05:00,-20.2,712.1,767.5,,82,Wind blowing from the west-northwest,3,,4,, ,,,-20.5,-4.8,,,,,,21.0,-22.5,No precipitation,6,,,,
01.02.2020 02:00,-18.2,712.4,767.2,,82,Wind blowing from the north-west,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-4.8,,,2500 or more  or no clouds.,,,27.0,-20.5,No precipitation,12,,,,
31.01.2020 20:00,-13.6,712.8,768.4,0.5,66,Wind blowing from the west-northwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-4.8,,,,,,30.0,-18.6,No precipitation,12,,,,
31.01.2020 17:00,-10.3,712.3,767.5,,54,Wind blowing from the east,3,,6,no clouds, ,,,-18.7,-4.8,,,,,,30.0,-18.0,No precipitation,6,,,,
31.01.2020 14:00,-5.9,711.7,766.2,-0.7,40,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-5.1,,,,,,30.0,-17.3,No precipitation,12,,,,
31.01.2020 11:00,-9.1,712.4,766.9,,54,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-18.7,-6.5,,,,,,30.0,-16.7,No precipitation,6,,,,
31.01.2020 08:00,-17.5,712.6,767.9,0.6,82,Wind blowing from the north-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-6.5,,,,,,25.0,-19.8,No precipitation,12,,,,
31.01.2020 05:00,-18.2,712.0,767.1,,83,Wind blowing from the north-west,2,,8,, ,,,-18.2,-6.5,,,,,,29.0,-20.4,No precipitation,6,,,,
31.01.2020 02:00,-15.8,712.3,766.9,,72,Wind blowing from the west-northwest,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-6.5,,,2500 or more  or no clouds.,,,30.0,-19.7,0.1,12,,,,
30.01.2020 20:00,-12.0,712.9,767.8,0.5,61,Wind blowing from the west-southwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-6.5,,,,,,30.0,-18.0,No precipitation,12,,,,
30.01.2020 17:00,-9.3,712.4,767.0,,54,Wind blowing from the north-west,3,,11,no clouds, ,,,-13.7,-6.5,,,,,,30.0,-16.9,No precipitation,6,,,,
30.01.2020 14:00,-6.9,711.7,766.0,-0.7,50,Wind blowing from the north-northwest,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-3.7,,,,,,30.0,-15.8,No precipitation,12,,,,
30.01.2020 11:00,-7.7,712.4,766.6,,56,Wind blowing from the north,4,,9,no clouds, ,,,-13.7,-3.4,,,,,,30.0,-15.0,No precipitation,6,,,,
30.01.2020 08:00,-13.1,713.2,767.8,0.0,79,Wind blowing from the west,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,,,,2500 or more  or no clouds.,,,26.0,-16.0,No precipitation,12,,,,
30.01.2020 05:00,-13.3,713.2,767.7,,78,Wind blowing from the west-southwest,1,,10,, ,,,-13.4,-3.4,,,,,,29.0,-16.3,No precipitation,6,,,,
30.01.2020 02:00,-13.3,713.8,767.8,,72,Wind blowing from the north-northwest,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-3.4,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
29.01.2020 20:00,-9.8,714.0,768.7,0.2,58,Wind blowing from the north-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-3.4,,,,,,30.0,-16.5,No precipitation,12,,,,
29.01.2020 17:00,-7.5,713.8,768.1,,49,Wind blowing from the north,3,,7,no clouds, ,,,-13.1,-3.4,,,,,,30.0,-16.4,No precipitation,6,,,,
29.01.2020 14:00,-3.9,713.5,767.2,-0.6,44,Wind blowing from the north-northeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-2.4,,,,,,30.0,-14.4,No precipitation,12,,,,
29.01.2020 11:00,-5.5,714.1,767.9,,50,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%, ,,,-13.1,-0.7,,,,,,20.0,-14.3,No precipitation,6,,,,
29.01.2020 08:00,-13.0,714.7,769.2,0.2,72,Wind blowing from the north-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-0.7,,,2500 or more  or no clouds.,,,13.0,-17.1,No precipitation,12,,,,
29.01.2020 05:00,-10.9,714.5,768.7,,61,Wind blowing from the west-northwest,2,,3,, ,,,-14.0,-0.7,,,,,,30.0,-17.1,No precipitation,6,,,,
29.01.2020 02:00,-9.6,715.0,768.7,,57,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.7,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
28.01.2020 20:00,-7.0,715.7,770.2,0.1,49,Wind blowing from the south-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.7,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
28.01.2020 17:00,-6.3,715.6,770.0,,51,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,-14.0,-0.7,,,,,,30.0,-14.8,No precipitation,6,,,,
28.01.2020 14:00,-2.4,715.4,769.3,-0.8,38,Wind blowing from the east-southeast,3,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.7,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
28.01.2020 11:00,-4.5,716.2,770.2,,35,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%, ,,,-14.0,-1.5,,,,,,27.0,-17.7,No precipitation,6,,,,
28.01.2020 08:00,-12.8,716.5,771.1,0.0,59,Wind blowing from the north-northwest,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-1.5,,,1000-1500,,,30.0,-19.3,No precipitation,12,,,,
28.01.2020 05:00,-12.4,716.5,771.0,,60,Wind blowing from the north-west,2,,4,, ,,,-14.7,-1.5,,,,,,30.0,-18.6,No precipitation,6,,,,
28.01.2020 02:00,-11.8,717.4,771.4,,59,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-1.5,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
27.01.2020 20:00,-7.8,717.7,772.5,-0.2,41,Wind blowing from the west-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-1.5,,,,,,30.0,-18.8,No precipitation,12,,,,
27.01.2020 17:00,-6.0,717.9,772.6,,41,Wind blowing from the east,4,,7,no clouds, ,,,-14.7,-1.5,,,,,,30.0,-17.1,No precipitation,6,,,,
27.01.2020 14:00,-2.6,718.1,772.3,-0.9,34,Wind blowing from the east,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-1.5,,,,,,30.0,-16.3,No precipitation,12,,,,
27.01.2020 11:00,-3.8,719.0,773.1,,30,Wind blowing from the north-west,1,,6,no clouds, ,,,-14.7,-3.8,,,,,,30.0,-18.8,No precipitation,6,,,,
27.01.2020 08:00,-13.5,719.8,774.8,-0.2,54,Wind blowing from the north-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-5.4,,,,,,30.0,-20.8,No precipitation,12,,,,
27.01.2020 05:00,-13.7,720.0,775.0,,53,Wind blowing from the west-northwest,3,,8,, ,,,-22.8,-5.4,,,,,,30.0,-21.2,No precipitation,6,,,,
27.01.2020 02:00,-12.5,720.1,774.8,,49,Wind blowing from the west-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-5.4,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
