Local time in Shaoyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.02.2020 20:00,7.6,741.2,769.9,0.4,87,Wind blowing from the east,1,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,8.8,,,1500-2000,,,4.5,5.6,0.2,12,,,,
03.02.2020 17:00,8.1,740.8,769.6,,83,Wind blowing from the east-northeast,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,8.8,,,1500-2000,,,5.0,5.4,0.2,6,,,,
03.02.2020 14:00,8.4,741.3,769.9,-1.9,86,Wind blowing from the east,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,8.8,,,1500-2000,,,5.0,6.2,5.0,12,,,,
03.02.2020 11:00,8.0,743.2,771.9,,94,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,8.0,,,,,,5.0,7.1,,,,,,
03.02.2020 08:00,5.7,742.5,771.3,0.8,100,Wind blowing from the west,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,7.6,,,2500 or more  or no clouds.,,,1.6,5.7,8.0,12,,,,
03.02.2020 05:00,5.9,741.7,770.4,,100,Wind blowing from the west,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.9,7.6,,,,,,2.3,5.9,7.0,6,,,,
03.02.2020 02:00,6.5,742.2,770.9,,100,Wind blowing from the north-northeast,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,7.6,,,2500 or more  or no clouds.,,,2.1,6.5,4.0,12,,,,
02.02.2020 20:00,7.1,741.4,770.2,1.5,100,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,9.3,,,300-600,,,1.5,7.1,0.7,12,,,,
02.02.2020 17:00,7.6,739.9,768.5,,100,Wind blowing from the east-northeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,,,,300-600,,,1.6,7.6,0.3,6,,,,
02.02.2020 14:00,7.5,739.9,768.5,-1.5,100,Wind blowing from the north-east,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Fog or ice fog or thick haze.,6.5,,,,300-600,,,1.6,7.5,5.0,12,,,,
02.02.2020 11:00,7.2,741.4,770.0,,100,Wind blowing from the north-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.5,,,,300-600,,,1.8,7.2,4.0,6,,,,
02.02.2020 08:00,6.5,740.9,769.5,1.5,100,Wind blowing from the east-northeast,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,11.3,,,300-600,,,0.8,6.5,4.0,12,,,,
02.02.2020 05:00,6.9,739.4,767.8,,100,Wind blowing from the north-northeast,2,,6,,Rain (not freezing) not falling as shower(s). ,,,5.7,11.3,,,,,,2.4,6.9,0.1,6,,,,
02.02.2020 02:00,7.6,739.5,767.9,,84,Wind blowing from the north-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,11.3,,,2500 or more  or no clouds.,,,3.5,5.1,No precipitation,12,,,,
01.02.2020 20:00,9.3,738.9,767.5,0.9,63,Wind blowing from the east-northeast,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,11.3,,,1500-2000,,,5.0,2.6,Trace of precipitation,12,,,,
01.02.2020 17:00,10.5,738.0,766.4,,59,Wind blowing from the east-northeast,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,11.6,,,1500-2000,,,5.0,2.8,No precipitation,6,,,,
01.02.2020 14:00,11.0,738.3,766.6,-2.4,57,Wind blowing from the east-northeast,2,,,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,12.7,,,1500-2000,,,5.0,2.8,Trace of precipitation,12,,,,
01.02.2020 11:00,7.6,740.7,769.2,,79,Wind blowing from the north-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,,,,300-600,,,4.2,4.2,No precipitation,6,,,,
01.02.2020 08:00,5.9,739.9,768.5,0.9,83,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,12.7,,,1500-2000,,,4.4,3.2,No precipitation,12,,,,
01.02.2020 05:00,6.2,739.0,767.4,,74,Calm  no wind,0,,,,Mist. ,,,2.6,12.7,,,,,,5.0,1.9,No precipitation,6,,,,
01.02.2020 02:00,7.3,739.6,767.9,,64,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,12.7,,,2500 or more  or no clouds.,,,6.0,0.9,No precipitation,12,,,,
31.01.2020 20:00,10.2,739.7,768.4,0.6,47,Wind blowing from the north-east,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,12.7,,,1500-2000,,,6.0,-0.6,No precipitation,12,,,,
31.01.2020 17:00,11.6,739.1,767.7,,42,Wind blowing from the north-northwest,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,13.5,,,1500-2000,,,7.0,-0.9,No precipitation,6,,,,
31.01.2020 14:00,11.8,739.7,768.2,-2.0,45,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,14.7,,,2500 or more  or no clouds.,,,7.0,0.0,No precipitation,12,,,,
31.01.2020 11:00,8.4,741.7,770.3,,60,Wind blowing from the east-northeast,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,14.7,,,1500-2000,,,6.0,0.9,No precipitation,6,,,,
31.01.2020 08:00,3.9,740.7,769.3,1.1,80,Wind blowing from the east-northeast,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,14.7,,,2500 or more  or no clouds.,,,6.0,0.8,No precipitation,12,,,,
31.01.2020 05:00,4.0,739.6,768.1,,79,Wind blowing from the north-northeast,1,,5,,Mist. ,,,0.7,14.7,,,,,,5.0,0.7,No precipitation,6,,,,
31.01.2020 02:00,5.2,740.3,768.7,,71,Wind blowing from the north-east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,14.7,,,2500 or more  or no clouds.,,,6.0,0.4,No precipitation,12,,,,
30.01.2020 20:00,10.2,740.2,769.0,0.8,45,Wind blowing from the east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,14.7,,,,,,8.0,-1.2,No precipitation,12,,,,
30.01.2020 17:00,13.5,739.4,768.0,,35,Wind blowing from the north-east,3,,,, ,,,,,,,,,,8.0,-1.7,,,,,,
30.01.2020 14:00,14.2,740.7,769.2,-2.5,35,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,14.3,,,,,,7.0,-1.0,No precipitation,12,,,,
30.01.2020 11:00,9.1,743.2,772.0,,61,Wind blowing from the south-west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,12.5,,,,,,6.0,1.8,No precipitation,6,,,,
30.01.2020 08:00,1.1,742.3,771.4,1.1,100,Wind blowing from the west-southwest,0,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,12.5,,,,,,4.6,1.1,No precipitation,12,,,,
30.01.2020 05:00,1.8,741.2,769.9,,95,Wind blowing from the west-southwest,2,,4,,Mist. ,,,1.1,12.5,,,,,,4.0,1.1,No precipitation,6,,,,
30.01.2020 02:00,2.9,741.7,770.5,,85,Wind blowing from the south,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,12.5,,,2500 or more  or no clouds.,,,4.5,0.6,No precipitation,12,,,,
29.01.2020 20:00,8.1,741.4,770.3,0.9,55,Wind blowing from the east-southeast,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,12.5,,,,,,7.0,-0.6,No precipitation,12,,,,
29.01.2020 17:00,11.7,740.5,769.1,,44,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,7.0,-0.1,,,,,,
29.01.2020 14:00,11.6,741.4,770.0,-2.1,45,Wind blowing from the east-northeast,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,11.6,,,2500 or more  or no clouds.,,,7.0,0.1,No precipitation,12,,,,
29.01.2020 11:00,8.4,743.5,772.4,,61,Wind blowing from the west,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,9.6,,,,,,6.0,1.3,No precipitation,6,,,,
29.01.2020 08:00,1.1,742.9,772.1,0.8,100,Wind blowing from the west-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,9.6,,,2500 or more  or no clouds.,,,3.4,1.1,No precipitation,12,,,,
29.01.2020 05:00,2.6,742.1,771.0,,83,Wind blowing from the north-east,0,,4,,Mist. ,,,-0.9,9.6,,,,,,5.0,0.0,No precipitation,6,,,,
29.01.2020 02:00,4.0,742.4,771.2,,71,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,9.6,,,2500 or more  or no clouds.,,,6.0,-0.8,No precipitation,12,,,,
28.01.2020 20:00,5.9,741.1,770.3,1.4,60,Wind blowing from the east,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,9.6,,,1500-2000,,,7.0,-1.3,No precipitation,12,,,,
28.01.2020 17:00,9.0,739.7,768.6,,50,Wind blowing from the east-southeast,1,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,9.6,,,1500-2000,,,7.0,-1.1,No precipitation,6,,,,
28.01.2020 14:00,8.4,740.2,769.1,-1.6,49,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,8.5,,,1500-2000,,,7.0,-1.7,No precipitation,12,,,,
28.01.2020 11:00,5.9,741.8,770.8,,59,Wind blowing from the north-east,2,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,6.0,,,,,,6.0,-1.5,No precipitation,6,,,,
28.01.2020 08:00,-0.6,741.2,770.5,1.3,100,Wind blowing from the west-northwest,1,,2,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,4.6,,,2500 or more  or no clouds.,,,3.2,-0.6,No precipitation,12,,,,
28.01.2020 05:00,0.4,739.9,769.0,,94,Wind blowing from the north,0,,3,,Mist. ,,,0.3,4.6,,,,,,5.0,-0.5,No precipitation,6,,,,
28.01.2020 02:00,1.2,740.9,770.1,,93,Wind blowing from the west-southwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,4.6,,,2500 or more  or no clouds.,,,4.5,0.2,No precipitation,12,,,,
27.01.2020 20:00,3.4,740.3,769.4,0.8,72,Wind blowing from the east-northeast,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,4.6,,,1500-2000,,,6.0,-1.2,No precipitation,12,,,,
27.01.2020 17:00,4.6,739.5,768.4,,63,Wind blowing from the north,1,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,4.6,,,1500-2000,,,6.0,-2.0,No precipitation,6,,,,
27.01.2020 14:00,3.7,740.1,769.1,-1.9,67,Wind blowing from the north-northeast,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,,,,1500-2000,,,7.0,-1.9,No precipitation,12,,,,
27.01.2020 11:00,2.9,742.0,771.2,,69,Wind blowing from the north-northeast,3,,7,100%., ,,,2.4,,,,1500-2000,,,7.0,-2.2,No precipitation,6,,,,
27.01.2020 08:00,2.4,741.3,770.4,0.5,74,Wind blowing from the north-east,4,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,,,,1500-2000,,,7.0,-1.9,No precipitation,12,,,,
27.01.2020 05:00,2.8,740.8,769.8,,73,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,8.0,-1.6,,,,,,
27.01.2020 02:00,3.1,741.0,770.0,,73,Wind blowing from the north,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,5.7,,,2500 or more  or no clouds.,,,7.0,-1.3,No precipitation,12,,,,
26.01.2020 20:00,3.5,741.1,770.2,,78,Wind blowing from the north-northeast,5,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,5.7,,,2500 or more  or no clouds.,,,5.0,0.0,1.0,12,,,,
26.01.2020 17:00,4.5,740.3,769.4,,76,Wind blowing from the north-northeast,4,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,5.7,,,,,,5.0,0.5,No precipitation,6,,,,
26.01.2020 14:00,4.4,740.8,769.9,-1.5,81,Wind blowing from the north-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,4.5,,,1500-2000,,,8.0,1.4,3.0,12,,,,
26.01.2020 11:00,3.9,742.3,771.5,,100,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,4.0,,,300-600,,,3.1,3.9,2.0,6,,,,
26.01.2020 08:00,2.3,740.8,770.0,0.7,100,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,0.6,4.0,,,300-600,,,1.2,2.3,5.0,12,,,,
26.01.2020 05:00,1.9,740.1,769.3,,100,Wind blowing from the north,0,,3,,Fog or ice fog. ,,,0.6,4.0,,,,,,1.2,1.9,2.0,6,,,,
26.01.2020 02:00,1.7,741.8,771.0,,100,Wind blowing from the west-southwest,2,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,4.5,,,2500 or more  or no clouds.,,,0.3,1.7,14.0,12,,,,
25.01.2020 20:00,1.2,741.7,770.8,,100,Wind blowing from the south,1,,7,100%.,Rain or drizzle and snow  slight. ,Rain.,Fog or ice fog or thick haze.,1.1,6.0,,,300-600,,,0.2,1.2,18.0,12,,,,
25.01.2020 17:00,2.8,740.5,769.6,,100,Wind blowing from the north,2,,8,100%.,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,6.3,,,300-600,,,2.0,2.8,10.0,6,,,,
25.01.2020 14:00,3.9,740.6,769.6,-2.2,100,Wind blowing from the north-northeast,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,2.7,,,,300-600,,,4.2,3.9,7.0,12,,,,
25.01.2020 11:00,2.9,742.8,771.9,,98,Wind blowing from the north,3,,8,100%.,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,,,,300-600,,,4.3,2.6,3.0,6,,,,
25.01.2020 08:00,3.6,741.9,770.8,0.1,100,Wind blowing from the north-east,3,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,7.1,,,300-600,,,5.0,3.6,11.0,12,,,,
25.01.2020 05:00,4.0,741.8,770.8,,100,Wind blowing from the north,1,,8,,Rain (not freezing) not falling as shower(s). ,,,4.0,7.1,,,,,,3.6,4.0,3.0,6,,,,
25.01.2020 02:00,4.4,741.9,770.8,,100,Wind blowing from the north,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,7.1,,,2500 or more  or no clouds.,,,2.0,4.4,23.0,12,,,,
24.01.2020 20:00,6.0,741.4,770.2,1.0,100,Wind blowing from the north-east,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,7.1,,,300-600,,,2.0,6.0,14.0,12,,,,
24.01.2020 17:00,6.3,740.4,769.2,,100,Wind blowing from the east-northeast,2,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,7.1,,,300-600,,,2.0,6.3,10.0,6,,,,
