Local time in Lenghu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 14:00,-2.8,544.1,772.3,-0.4,13,Wind blowing from the south-east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,,,,2500 or more  or no clouds.,,,30.0,-27.4,No precipitation,12,,,,
06.02.2020 11:00,-12.8,544.5,775.9,,28,Wind blowing from the north-west,1,,,, ,,,,,,,,,,9.0,-27.5,,,,,,
06.02.2020 08:00,-19.8,543.6,775.1,0.1,45,Wind blowing from the south-southwest,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,,,,2500 or more  or no clouds.,,,3.2,-28.7,No precipitation,12,,,,
06.02.2020 05:00,-19.1,543.5,770.9,,42,Wind blowing from the west,1,,6,, ,,,-19.1,1.5,,,,,,20.0,-28.8,No precipitation,6,,,,
06.02.2020 02:00,-16.4,543.6,771.2,-0.1,34,Wind blowing from the south-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,1.5,,,2500 or more  or no clouds.,,,9.0,-28.6,No precipitation,12,,,,
05.02.2020 23:00,-12.4,543.7,774.5,,24,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,30.0,-28.8,,,,,,
05.02.2020 20:00,-6.3,543.2,773.9,0.9,15,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,1.5,,,2500 or more  or no clouds.,,,29.0,-28.7,No precipitation,12,,,,
05.02.2020 17:00,0.9,542.3,767.7,,10,Wind blowing from the west,2,,5,, ,,,-18.9,1.5,,,,,,29.0,-27.3,No precipitation,6,,,,
05.02.2020 14:00,-2.0,542.9,769.0,,12,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-0.1,,,2500 or more  or no clouds.,,,17.0,-27.7,No precipitation,12,,,,
05.02.2020 11:00,-12.3,543.6,774.0,,29,Wind blowing from the north,3,,,, ,,,,,,,,,,13.0,-26.7,,,,,,
05.02.2020 08:00,-18.7,542.9,773.8,0.3,45,Wind blowing from the north-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-0.1,,,2500 or more  or no clouds.,,,12.0,-27.7,No precipitation,12,,,,
05.02.2020 05:00,-16.1,542.6,768.9,,42,Wind blowing from the north-west,3,,5,, ,,,-20.1,-0.1,,,,,,16.0,-26.1,No precipitation,6,,,,
05.02.2020 02:00,-14.1,543.2,769.5,,38,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-0.1,,,2500 or more  or no clouds.,,,30.0,-25.3,No precipitation,12,,,,
04.02.2020 23:00,-11.7,543.6,774.7,,22,Wind blowing from the west,1,,,, ,,,,,,,,,,30.0,-29.2,,,,,,
04.02.2020 20:00,-7.1,543.3,774.1,0.1,15,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-0.1,,,2500 or more  or no clouds.,,,30.0,-29.4,No precipitation,12,,,,
04.02.2020 17:00,-0.7,543.2,770.3,,10,Wind blowing from the east-southeast,2,,4,, ,,,-20.1,-0.1,,,,,,30.0,-28.6,No precipitation,6,,,,
04.02.2020 14:00,-2.1,544.5,772.6,,12,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-1.9,,,2500 or more  or no clouds.,,,29.0,-27.7,No precipitation,12,,,,
04.02.2020 11:00,-13.8,545.4,778.3,,32,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,14.0,-27.0,,,,,,
04.02.2020 08:00,-17.8,544.6,776.2,0.1,44,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-1.9,,,2500 or more  or no clouds.,,,16.0,-27.1,No precipitation,12,,,,
04.02.2020 05:00,-17.2,544.5,773.0,,46,Wind blowing from the south,1,,5,, ,,,-21.0,-1.9,,,,,,20.0,-26.1,No precipitation,6,,,,
04.02.2020 02:00,-16.8,544.9,774.5,,35,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-1.9,,,2500 or more  or no clouds.,,,30.0,-28.7,No precipitation,12,,,,
03.02.2020 23:00,-13.6,545.0,777.7,,26,Wind blowing from the north-west,1,,,, ,,,,,,,,,,30.0,-29.0,,,,,,
03.02.2020 20:00,-7.7,544.5,777.1,0.0,17,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-1.9,,,2500 or more  or no clouds.,,,18.0,-28.6,No precipitation,12,,,,
03.02.2020 17:00,-2.3,544.5,773.9,,12,Wind blowing from the south-west,2,,5,, ,,,-21.0,-1.9,,,,,,30.0,-27.9,No precipitation,6,,,,
03.02.2020 14:00,-4.6,545.7,776.3,-0.5,15,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-3.6,,,2500 or more  or no clouds.,,,30.0,-27.3,No precipitation,12,,,,
03.02.2020 11:00,-13.7,546.2,779.6,,31,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,9.0,-27.2,,,,,,
03.02.2020 08:00,-19.9,545.7,779.5,0.0,49,Wind blowing from the south,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-3.6,,,2500 or more  or no clouds.,,,6.0,-27.9,No precipitation,12,,,,
03.02.2020 05:00,-18.9,545.7,776.5,,45,Wind blowing from the west-northwest,2,,4,,Haze. ,,,-23.7,-3.6,,,,,,6.0,-27.9,No precipitation,6,,,,
03.02.2020 02:00,-18.3,546.4,778.4,-0.4,43,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-3.6,,,2500 or more  or no clouds.,,,30.0,-27.8,No precipitation,12,,,,
02.02.2020 23:00,-14.1,546.8,781.6,,29,Wind blowing from the south-west,1,,,, ,,,,,,,,,,30.0,-28.3,,,,,,
02.02.2020 20:00,-9.2,546.7,783.0,0.1,18,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-3.6,,,2500 or more  or no clouds.,,,30.0,-29.2,No precipitation,12,,,,
02.02.2020 17:00,-4.2,546.6,777.9,,16,Wind blowing from the east,2,,,, ,,,-23.7,-3.7,,,,,,30.0,-26.3,No precipitation,6,,,,
02.02.2020 14:00,-6.5,547.5,779.1,-0.9,17,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-3.5,,,2500 or more  or no clouds.,,,30.0,-27.6,No precipitation,12,,,,
02.02.2020 11:00,-15.9,548.4,783.6,,39,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,12.0,-26.7,,,,,,
02.02.2020 08:00,-23.6,547.5,784.3,0.9,59,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-3.5,,,2500 or more  or no clouds.,,,10.0,-29.4,No precipitation,12,,,,
02.02.2020 05:00,-19.2,546.6,777.8,,51,Wind blowing from the west,1,,,, ,,,,,,,,,,21.0,-26.8,,,,,,
02.02.2020 02:00,-16.8,546.5,776.9,0.2,53,Wind blowing from the north-northwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-3.5,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,12,,,,
01.02.2020 23:00,-13.6,546.3,779.2,,31,Wind blowing from the west,1,,,, ,,,,,,,,,,30.0,-27.1,,,,,,
01.02.2020 20:00,-9.5,545.8,779.1,,25,Wind blowing from the west-northwest,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-3.5,,,2500 or more  or no clouds.,,,30.0,-25.9,No precipitation,12,,,,
01.02.2020 17:00,-4.1,544.8,770.8,,15,Wind blowing from the west-northwest,6,,12,, ,,,-18.9,-2.8,,,,,,30.0,-26.9,No precipitation,6,,,,
01.02.2020 14:00,-4.9,545.1,771.1,-0.3,21,Wind blowing from the west-southwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-2.8,,,2500 or more  or no clouds.,,,24.0,-23.9,No precipitation,12,,,,
01.02.2020 11:00,-12.9,545.4,774.7,,48,Wind blowing from the south-west,1,,,, ,,,,,,,,,,30.0,-21.6,,,,,,
01.02.2020 08:00,-18.3,544.1,775.0,,61,Wind blowing from the south,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-2.8,,,2500 or more  or no clouds.,,,30.0,-24.0,No precipitation,12,,,,
01.02.2020 05:00,-10.3,543.4,768.3,,37,Wind blowing from the west-northwest,6,,10,, ,,,-18.7,-2.8,,,,,,30.0,-22.2,No precipitation,6,,,,
01.02.2020 02:00,-9.3,543.5,768.4,-0.1,32,Wind blowing from the north-west,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-2.8,,,2500 or more  or no clouds.,,,30.0,-23.0,No precipitation,12,,,,
31.01.2020 23:00,-7.6,543.6,772.3,,24,Wind blowing from the north-west,5,,,, ,,,,,,,,,,30.0,-24.7,,,,,,
31.01.2020 20:00,-6.5,543.0,773.2,,23,Wind blowing from the west,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-2.8,,,2500 or more  or no clouds.,,,30.0,-24.2,No precipitation,12,,,,
31.01.2020 17:00,-2.9,542.7,770.2,,16,Wind blowing from the north-northwest,4,,9,, ,,,-18.7,-0.5,,,,,,30.0,-25.2,No precipitation,6,,,,
31.01.2020 14:00,-4.0,543.2,770.6,-0.6,20,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-0.5,,,2500 or more  or no clouds.,,,28.0,-23.7,No precipitation,12,,,,
31.01.2020 11:00,-13.0,543.8,774.3,,34,Wind blowing from the north,2,,,, ,,,,,,,,,,16.0,-25.6,,,,,,
31.01.2020 08:00,-17.8,542.9,773.5,0.5,47,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-0.5,,,2500 or more  or no clouds.,,,16.0,-26.4,No precipitation,12,,,,
31.01.2020 05:00,-16.1,542.4,768.9,,45,Wind blowing from the north-west,2,,7,, ,,,-19.3,-0.5,,,,,,18.0,-25.3,No precipitation,6,,,,
31.01.2020 02:00,-14.5,542.9,769.4,0.0,52,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-0.5,,,2500 or more  or no clouds.,,,30.0,-22.2,No precipitation,12,,,,
30.01.2020 23:00,-11.1,542.9,773.4,,39,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,30.0,-22.3,,,,,,
30.01.2020 20:00,-7.2,542.6,773.2,0.2,28,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-0.5,,,2500 or more  or no clouds.,,,30.0,-22.6,No precipitation,12,,,,
30.01.2020 17:00,-1.0,542.4,769.3,,17,Wind blowing from the north,1,,4,, ,,,-19.3,-0.6,,,,,,30.0,-23.0,No precipitation,6,,,,
30.01.2020 14:00,-2.5,543.6,771.1,-1.2,20,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-1.0,,,2500 or more  or no clouds.,,,30.0,-22.4,No precipitation,12,,,,
30.01.2020 11:00,-13.7,544.8,776.8,,39,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,12.0,-24.7,,,,,,
30.01.2020 08:00,-18.1,544.2,775.6,-0.3,53,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-1.0,,,2500 or more  or no clouds.,,,10.0,-25.4,No precipitation,12,,,,
30.01.2020 05:00,-16.9,544.5,772.3,,52,Wind blowing from the north-northwest,2,,4,, ,,,-18.9,-1.0,,,,,,16.0,-24.4,No precipitation,6,,,,
30.01.2020 02:00,-15.8,545.1,773.7,-0.6,54,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-1.0,,,2500 or more  or no clouds.,,,22.0,-23.0,No precipitation,12,,,,
29.01.2020 23:00,-12.6,545.7,778.2,,40,Wind blowing from the north-northwest,2,,5,, ,,,-18.9,-1.0,,,,,,30.0,-23.4,No precipitation,6,,,,
29.01.2020 20:00,-7.3,545.7,778.0,0.0,31,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-1.0,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
29.01.2020 17:00,-1.5,545.7,774.1,,22,Wind blowing from the north-northeast,2,,5,, ,,,-18.9,-1.0,,,,,,30.0,-20.5,No precipitation,6,,,,
29.01.2020 14:00,-3.5,546.9,776.3,,28,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-2.5,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
29.01.2020 11:00,-13.9,547.8,781.9,,42,Wind blowing from the north-west,1,,,, ,,,,,,,,,,13.0,-24.0,,,,,,
29.01.2020 08:00,-18.9,547.2,780.7,0.4,58,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-2.5,,,2500 or more  or no clouds.,,,10.0,-25.1,No precipitation,12,,,,
29.01.2020 05:00,-17.1,546.8,776.4,,58,Wind blowing from the north-west,2,,5,, ,,,-21.0,-2.5,,,,,,11.0,-23.4,No precipitation,6,,,,
29.01.2020 02:00,-16.0,546.9,777.3,,65,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-2.5,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,12,,,,
28.01.2020 23:00,-14.1,546.5,780.1,,43,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,30.0,-24.0,,,,,,
28.01.2020 20:00,-8.3,545.7,779.4,0.5,43,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-2.5,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,12,,,,
28.01.2020 17:00,-2.7,545.2,774.1,,28,Wind blowing from the south-southwest,2,,5,, ,,,-21.0,-2.0,,,,,,29.0,-18.7,No precipitation,6,,,,
28.01.2020 14:00,-5.2,545.6,775.6,,23,Wind blowing from the south-east,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-2.0,,,2500 or more  or no clouds.,,,27.0,-23.1,No precipitation,12,,,,
28.01.2020 11:00,-13.8,545.6,778.3,,38,Wind blowing from the north,0,,,, ,,,,,,,,,,15.0,-25.1,,,,,,
28.01.2020 08:00,-20.3,544.2,777.4,0.7,56,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-2.0,,,2500 or more  or no clouds.,,,13.0,-26.8,No precipitation,12,,,,
28.01.2020 05:00,-17.0,543.5,771.7,,53,Wind blowing from the south-southeast,2,,4,, ,,,-18.6,-2.0,,,,,,13.0,-24.3,No precipitation,6,,,,
28.01.2020 02:00,-16.4,543.6,772.7,0.4,57,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-2.0,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
