Local time in Jinghe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.02.2020 20:00,-13.0,740.4,773.5,0.5,75,Wind blowing from the north-northwest,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-10.3,,,1500-2000,,,5.0,-16.5,Trace of precipitation,12,,,,
03.02.2020 17:00,-11.0,739.9,772.8,,67,Wind blowing from the south-east,1,,3,60%., ,,,-19.3,-8.4,,,1500-2000,,,4.7,-15.9,Trace of precipitation,6,,,,
03.02.2020 14:00,-13.7,741.2,774.3,-0.5,79,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-8.4,,,1500-2000,,,4.1,-16.6,Trace of precipitation,12,,,,
03.02.2020 11:00,-17.4,741.7,775.0,,82,Wind blowing from the west-southwest,2,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,,,,1500-2000,,,3.2,-19.7,Trace of precipitation,6,,,,
03.02.2020 08:00,-18.9,741.1,774.1,,83,Wind blowing from the west-southwest,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-8.4,,,1500-2000,,,4.2,-21.1,No precipitation,12,,,,
03.02.2020 05:00,-18.0,740.6,773.4,,82,Wind blowing from the south-southwest,3,,,,Mist. ,,,-19.4,-8.4,,,,,,5.0,-20.3,No precipitation,6,,,,
03.02.2020 02:00,-16.9,740.6,773.5,,81,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-8.4,,,2500 or more  or no clouds.,,,6.0,-19.4,No precipitation,12,,,,
02.02.2020 20:00,-12.1,741.4,774.4,0.4,72,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-8.4,,,1500-2000,,,7.0,-16.1,Trace of precipitation,12,,,,
02.02.2020 17:00,-8.6,741.0,773.8,,63,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,-19.4,-8.4,,,1500-2000,,,9.0,-14.4,No precipitation,6,,,,
02.02.2020 14:00,-12.3,742.5,775.6,-0.8,75,Wind blowing from the west,2,,3,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-8.3,,,1500-2000,,,6.0,-15.8,Trace of precipitation,12,,,,
02.02.2020 11:00,-18.3,743.3,776.7,,82,Wind blowing from the south-southeast,1,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,4.7,-20.6,No precipitation,6,,,,
02.02.2020 08:00,-18.0,743.1,776.2,-0.1,82,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-8.3,,,1500-2000,,,6.0,-20.3,No precipitation,12,,,,
02.02.2020 05:00,-18.5,743.2,776.2,,81,Wind blowing from the south-west,1,,3,,Mist. ,,,-19.1,-8.3,,,,,,7.0,-21.0,No precipitation,6,,,,
02.02.2020 02:00,-18.2,744.3,777.4,,80,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-8.3,,,2500 or more  or no clouds.,,,7.0,-20.8,No precipitation,12,,,,
01.02.2020 20:00,-12.0,745.1,778.0,0.4,72,Wind blowing from the north-northeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-8.3,,,1500-2000,,,10.0,-16.0,Trace of precipitation,12,,,,
01.02.2020 17:00,-9.1,744.7,777.3,,66,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-7.0,,,1500-2000,,,8.0,-14.3,No precipitation,6,,,,
01.02.2020 14:00,-11.3,746.1,778.9,-0.4,73,Wind blowing from the south-west,1,,2,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,,,,1500-2000,,,12.0,-15.2,Trace of precipitation,12,,,,
01.02.2020 11:00,-13.7,746.5,779.5,,83,Wind blowing from the west-southwest,1,,2,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-13.8,,,,1500-2000,,,3.7,-16.0,Trace of precipitation,6,,,,
01.02.2020 08:00,-13.1,745.9,778.6,0.3,85,Wind blowing from the north-west,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-6.7,,,1000-1500,,,7.0,-15.1,Trace of precipitation,12,,,,
01.02.2020 05:00,-12.6,745.6,778.1,,85,Wind blowing from the west,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-12.6,-6.7,,,,,,6.0,-14.6,No precipitation,6,,,,
01.02.2020 02:00,-11.5,745.5,778.0,,83,Wind blowing from the west-northwest,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-6.7,,,2500 or more  or no clouds.,,,4.1,-13.8,Trace of precipitation,12,,,,
31.01.2020 20:00,-9.8,745.0,777.6,0.9,80,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-6.7,,,1500-2000,,,5.0,-12.6,Trace of precipitation,12,,,,
31.01.2020 17:00,-7.0,744.1,776.5,,71,Calm  no wind,0,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-5.9,,,1500-2000,,,5.0,-11.5,Trace of precipitation,6,,,,
31.01.2020 14:00,-7.6,745.0,777.4,-0.3,75,Wind blowing from the north,1,,3,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-5.9,,,1500-2000,,,5.0,-11.3,Trace of precipitation,12,,,,
31.01.2020 11:00,-10.1,745.3,777.8,,88,Wind blowing from the west,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,,,,1500-2000,,,2.3,-11.8,Trace of precipitation,6,,,,
31.01.2020 08:00,-10.6,744.7,777.1,0.3,88,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-5.9,,,1500-2000,,,4.4,-12.2,Trace of precipitation,12,,,,
31.01.2020 05:00,-11.1,744.4,776.8,,88,Wind blowing from the west-southwest,2,,,,Mist. ,,,-11.3,-5.9,,,,,,4.3,-12.7,No precipitation,6,,,,
31.01.2020 02:00,-9.7,745.0,777.4,,90,Wind blowing from the west-northwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-5.9,,,2500 or more  or no clouds.,,,3.3,-11.0,No precipitation,12,,,,
30.01.2020 20:00,-7.3,745.6,778.0,0.1,84,Wind blowing from the north-northwest,1,,2,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-5.6,,,1500-2000,,,3.0,-9.5,0.3,12,,,,
30.01.2020 17:00,-6.2,745.5,777.8,,74,Wind blowing from the west-southwest,1,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-2.8,,,1500-2000,,,3.8,-10.2,No precipitation,6,,,,
30.01.2020 14:00,-7.0,746.5,778.8,-0.3,75,Wind blowing from the south,1,,3,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-2.8,,,1500-2000,,,3.9,-10.7,0.3,12,,,,
30.01.2020 11:00,-9.2,746.8,779.2,,86,Wind blowing from the west-southwest,1,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-10.2,,,,1500-2000,,,2.3,-11.1,0.3,6,,,,
30.01.2020 08:00,-9.6,745.7,778.0,-0.2,87,Wind blowing from the north-northwest,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-2.8,,,1500-2000,,,2.8,-11.4,Trace of precipitation,12,,,,
30.01.2020 05:00,-9.6,745.9,778.1,,87,Wind blowing from the west,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-11.6,-2.8,,,,,,2.5,-11.4,No precipitation,6,,,,
30.01.2020 02:00,-8.1,746.3,778.6,,85,Wind blowing from the north-northwest,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.8,,,2500 or more  or no clouds.,,,3.1,-10.2,No precipitation,12,,,,
29.01.2020 20:00,-6.5,745.5,777.9,0.6,78,Wind blowing from the east-southeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-2.8,,,1500-2000,,,11.0,-9.7,No precipitation,12,,,,
29.01.2020 17:00,-3.5,744.9,777.1,,69,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-3.0,,,1500-2000,,,5.0,-8.4,No precipitation,6,,,,
29.01.2020 14:00,-7.0,745.3,777.8,0.0,73,Wind blowing from the south-east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-3.7,,,1500-2000,,,3.0,-11.0,No precipitation,12,,,,
29.01.2020 11:00,-10.2,745.3,778.0,,80,Wind blowing from the south-west,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,,,,1500-2000,,,3.5,-13.0,No precipitation,6,,,,
29.01.2020 08:00,-11.3,744.3,776.8,0.3,81,Wind blowing from the west-northwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-3.7,,,1500-2000,,,3.4,-13.9,No precipitation,12,,,,
29.01.2020 05:00,-11.6,744.0,776.2,,81,Wind blowing from the west-southwest,3,,,,Mist. ,,,-15.5,-3.7,,,,,,3.9,-14.2,No precipitation,6,,,,
29.01.2020 02:00,-11.3,743.5,775.9,,80,Wind blowing from the west-northwest,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-3.7,,,2500 or more  or no clouds.,,,4.4,-14.1,No precipitation,12,,,,
28.01.2020 20:00,-8.1,742.0,774.5,0.8,73,Wind blowing from the north-northeast,2,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-3.7,,,1500-2000,,,5.0,-12.1,No precipitation,12,,,,
28.01.2020 17:00,-3.7,741.2,773.5,,61,Wind blowing from the south-southwest,1,,,40%., ,,,-15.8,-3.7,,,1500-2000,,,6.0,-10.3,No precipitation,6,,,,
28.01.2020 14:00,-7.1,741.5,774.1,-0.6,72,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-7.1,,,1500-2000,,,5.0,-11.3,No precipitation,12,,,,
28.01.2020 11:00,-10.7,742.1,774.9,,81,Wind blowing from the north-west,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-7.1,,,1500-2000,,,5.0,-13.3,No precipitation,6,,,,
28.01.2020 08:00,-12.9,741.4,774.0,0.6,83,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-7.1,,,1500-2000,,,4.5,-15.2,No precipitation,12,,,,
28.01.2020 05:00,-15.5,740.8,773.3,,84,Wind blowing from the west-southwest,2,,,,Mist. ,,,-15.8,-7.1,,,,,,4.2,-17.6,No precipitation,6,,,,
28.01.2020 02:00,-14.9,740.1,772.7,,80,Wind blowing from the south,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-7.1,,,2500 or more  or no clouds.,,,6.0,-17.6,No precipitation,12,,,,
27.01.2020 20:00,-10.2,739.7,772.2,0.4,77,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-7.1,,,1500-2000,,,4.4,-13.5,Trace of precipitation,12,,,,
27.01.2020 17:00,-7.7,739.3,771.7,,66,Wind blowing from the west,1,,,20–30%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-7.1,,,1500-2000,,,5.0,-13.1,No precipitation,6,,,,
27.01.2020 14:00,-9.8,740.8,773.3,-0.8,74,Wind blowing from the west,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-8.1,,,1500-2000,,,3.0,-13.6,Trace of precipitation,12,,,,
27.01.2020 11:00,-12.1,741.6,774.3,,83,Wind blowing from the west-southwest,2,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-8.1,,,1500-2000,,,2.0,-14.4,No precipitation,6,,,,
27.01.2020 08:00,-12.5,740.7,773.2,0.3,82,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-8.1,,,1500-2000,,,3.8,-14.9,No precipitation,12,,,,
27.01.2020 05:00,-14.4,740.4,772.9,,82,Wind blowing from the south,1,,,,Mist. ,,,-17.0,-8.1,,,,,,4.5,-16.9,No precipitation,6,,,,
27.01.2020 02:00,-11.9,740.7,773.2,,78,Wind blowing from the west-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-8.1,,,2500 or more  or no clouds.,,,4.1,-15.0,No precipitation,12,,,,
26.01.2020 20:00,-10.7,741.1,773.8,0.3,73,Wind blowing from the north-northeast,1,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-8.1,,,1500-2000,,,4.4,-14.6,Trace of precipitation,12,,,,
26.01.2020 17:00,-9.1,740.8,773.5,,66,Wind blowing from the south,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-6.7,,,1500-2000,,,4.6,-14.3,No precipitation,6,,,,
26.01.2020 14:00,-11.5,741.1,773.9,0.0,76,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-6.3,,,1500-2000,,,4.3,-15.0,Trace of precipitation,12,,,,
26.01.2020 11:00,-15.5,741.1,774.2,,83,Wind blowing from the west-northwest,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,,,,1500-2000,,,3.6,-17.7,No precipitation,6,,,,
26.01.2020 08:00,-15.7,740.5,773.3,0.0,84,Wind blowing from the south-southwest,0,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-6.3,,,1500-2000,,,3.8,-17.8,No precipitation,12,,,,
