Local time in Dengqen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2020 02:00,-8.1,473.8,762.4,0.5,72,Wind blowing from the north,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.0,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
05.02.2020 23:00,-6.7,473.3,765.1,,71,Wind blowing from the south-east,1,,12,, ,,,-13.7,0.0,,,,,,16.0,-11.1,No precipitation,6,,,,
05.02.2020 20:00,-6.2,471.8,766.3,1.4,66,Wind blowing from the east,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.0,,,2500 or more  or no clouds.,,,10.0,-11.5,No precipitation,12,,,,
05.02.2020 17:00,-4.0,470.4,762.2,,46,Wind blowing from the east,3,,12,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.9,,,,,,30.0,-13.9,No precipitation,6,,,,
05.02.2020 14:00,-0.7,471.0,760.1,-1.8,19,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.9,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,12,,,,
05.02.2020 11:00,-7.5,472.8,766.3,,34,Wind blowing from the west-southwest,1,,4,, ,,,-13.7,0.9,,,,,,11.0,-20.7,No precipitation,6,,,,
05.02.2020 08:00,-13.5,472.4,766.2,-0.1,50,Wind blowing from the west-southwest,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,0.9,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
05.02.2020 05:00,-13.0,472.5,762.7,,43,Wind blowing from the north-west,1,,6,, ,,,-17.6,0.9,,,,,,30.0,-23.0,No precipitation,6,,,,
05.02.2020 02:00,-11.7,473.3,765.6,-0.5,39,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,0.9,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
04.02.2020 23:00,-9.5,473.8,769.4,,33,Wind blowing from the north-west,2,,6,, ,,,-17.6,0.9,,,,,,30.0,-22.8,No precipitation,6,,,,
04.02.2020 20:00,-4.5,473.2,770.2,0.1,20,Wind blowing from the north-northwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,0.9,,,1000-1500,,,12.0,-24.1,No precipitation,12,,,,
04.02.2020 17:00,0.6,473.1,765.4,,9,Wind blowing from the south-southeast,2,,4,10%  or less  but not 0, ,,,-17.6,0.7,,,1000-1500,,,30.0,-28.7,No precipitation,6,,,,
04.02.2020 14:00,-3.2,475.8,770.8,-1.9,14,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-2.3,,,,,,30.0,-27.0,No precipitation,12,,,,
04.02.2020 11:00,-9.9,477.7,776.7,,27,Wind blowing from the south-east,1,,3,no clouds, ,,,-17.6,-2.3,,,,,,12.0,-25.4,No precipitation,6,,,,
04.02.2020 08:00,-17.4,477.0,778.0,0.3,54,Wind blowing from the west-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-2.3,,,,,,30.0,-24.5,No precipitation,12,,,,
04.02.2020 05:00,-15.7,476.7,773.2,,46,Calm  no wind,0,,,, ,,,-16.1,-2.3,,,,,,30.0,-24.7,No precipitation,6,,,,
04.02.2020 02:00,-13.6,476.9,772.9,0.6,40,Wind blowing from the west-northwest,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-2.3,,,2500 or more  or no clouds.,,,30.0,-24.3,No precipitation,12,,,,
03.02.2020 23:00,-10.8,476.3,773.8,,31,Wind blowing from the north-west,2,,12,, ,,,-16.1,-2.3,,,,,,24.0,-24.6,No precipitation,6,,,,
03.02.2020 20:00,-6.9,475.5,774.1,0.6,20,Wind blowing from the west-northwest,3,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-2.3,,,1000-1500,,,9.0,-26.1,No precipitation,12,,,,
03.02.2020 17:00,-2.5,474.9,768.0,,11,Wind blowing from the west-northwest,5,,12,no clouds, ,,,-16.1,-2.3,,,,,,30.0,-29.0,No precipitation,6,,,,
03.02.2020 14:00,-3.5,476.1,769.3,-1.3,13,Wind blowing from the north-northwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-1.1,,,,,,30.0,-28.0,No precipitation,12,,,,
03.02.2020 11:00,-9.0,477.4,772.3,,24,Wind blowing from the south,2,,10,no clouds, ,,,-16.1,-1.0,,,,,,19.0,-25.9,No precipitation,6,,,,
03.02.2020 08:00,-15.3,476.9,775.0,0.5,45,Wind blowing from the north,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-1.0,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
03.02.2020 05:00,-12.2,476.4,771.9,,30,Wind blowing from the west,2,,11,, ,,,-12.4,-1.0,,,,,,30.0,-26.2,No precipitation,6,,,,
03.02.2020 02:00,-10.3,476.4,768.3,0.7,29,Wind blowing from the south-west,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-1.0,,,2500 or more  or no clouds.,,,30.0,-24.9,0.3,12,,,,
02.02.2020 23:00,-5.9,475.7,766.0,,25,Wind blowing from the west-northwest,5,,,, ,,,-9.6,-1.0,,,,,,30.0,-22.8,No precipitation,6,,,,
02.02.2020 20:00,-5.0,473.7,766.0,1.3,30,Wind blowing from the west-northwest,4,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-1.0,,,1000-1500,,,21.0,-19.9,0.3,12,,,,
02.02.2020 17:00,-4.7,472.4,762.2,,52,Wind blowing from the east,3,,14,, ,,,-9.6,-0.4,,,,,,30.0,-13.1,0.3,6,,,,
02.02.2020 14:00,-1.2,472.0,757.9,-1.0,24,Wind blowing from the west,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,1.5,,,1000-1500,,,30.0,-19.2,No precipitation,12,,,,
02.02.2020 11:00,-3.9,473.0,760.2,,28,Wind blowing from the south,1,,5,100%., ,,,-9.6,1.5,,,1000-1500,,,17.0,-19.7,No precipitation,6,,,,
02.02.2020 08:00,-9.4,472.0,761.9,0.7,46,Wind blowing from the west,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,1.5,,,1000-1500,,,30.0,-19.1,No precipitation,12,,,,
02.02.2020 05:00,-7.4,471.3,757.9,,40,Wind blowing from the north-west,1,,11,, ,,,-13.9,1.5,,,,,,30.0,-18.7,No precipitation,6,,,,
02.02.2020 02:00,-5.1,471.6,756.7,0.0,30,Wind blowing from the south-east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.5,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
01.02.2020 23:00,-3.6,471.6,760.0,,26,Wind blowing from the south-east,2,,11,, ,,,-13.9,1.5,,,,,,30.0,-20.3,No precipitation,6,,,,
01.02.2020 20:00,-3.1,470.8,762.5,0.4,36,Wind blowing from the south-east,1,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,1.5,,,2500 or more  or no clouds.,,,17.0,-16.1,No precipitation,12,,,,
01.02.2020 17:00,-0.7,470.4,759.1,,23,Wind blowing from the east,2,,8,90  or more  but not 100%, ,,,-13.9,1.5,,,,,,30.0,-19.3,No precipitation,6,,,,
01.02.2020 14:00,-0.4,472.2,761.0,-1.9,24,Wind blowing from the south-southeast,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.4,,,1000-1500,,,30.0,-18.5,No precipitation,12,,,,
01.02.2020 11:00,-6.9,474.1,767.6,,44,Wind blowing from the south,1,,3,, ,,,-13.9,-0.7,,,,,,10.0,-17.1,No precipitation,6,,,,
01.02.2020 08:00,-13.2,473.5,768.1,0.4,63,Wind blowing from the west-northwest,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-0.7,,,1000-1500,,,30.0,-18.8,No precipitation,12,,,,
01.02.2020 05:00,-11.5,473.1,764.5,,62,Calm  no wind,0,,,, ,,,-11.7,-0.7,,,,,,30.0,-17.3,No precipitation,6,,,,
01.02.2020 02:00,-10.4,473.6,764.1,0.4,57,Wind blowing from the west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-0.7,,,2500 or more  or no clouds.,,,30.0,-17.3,Trace of precipitation,12,,,,
31.01.2020 23:00,-9.1,473.2,764.7,,61,Wind blowing from the west-northwest,1,,10,, ,,,-10.7,-0.7,,,,,,18.0,-15.4,Trace of precipitation,6,,,,
31.01.2020 20:00,-4.9,472.5,764.6,1.0,56,Wind blowing from the west-northwest,1,,10,60%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-0.7,,,1000-1500,,,8.0,-12.5,Trace of precipitation,12,,,,
31.01.2020 17:00,-2.3,471.5,760.6,,37,Wind blowing from the south,3,,,, ,,,-10.7,-0.7,,,,,,16.0,-15.3,No precipitation,6,,,,
31.01.2020 14:00,-1.6,471.8,759.9,-1.1,23,Wind blowing from the west,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,0.3,,,1000-1500,,,30.0,-20.0,No precipitation,12,,,,
31.01.2020 11:00,-4.7,472.9,762.4,,36,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%, ,,,-10.7,0.3,,,,,,11.0,-17.5,No precipitation,6,,,,
31.01.2020 08:00,-10.4,472.1,763.0,0.5,52,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,0.3,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
31.01.2020 05:00,-9.4,471.6,760.4,,53,Wind blowing from the north-west,1,,11,, ,,,-13.3,0.3,,,,,,30.0,-17.4,No precipitation,6,,,,
31.01.2020 02:00,-8.4,471.9,759.5,0.2,47,Wind blowing from the west-northwest,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,0.3,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
30.01.2020 23:00,-6.3,471.7,761.2,,53,Calm  no wind,0,,,, ,,,-13.3,0.3,,,,,,30.0,-14.3,No precipitation,6,,,,
30.01.2020 20:00,-3.6,470.9,762.9,0.6,56,Wind blowing from the north-northeast,2,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,0.3,,,1000-1500,,,30.0,-11.1,No precipitation,12,,,,
30.01.2020 17:00,-2.0,470.3,759.7,,40,Wind blowing from the west,6,,12,, ,,,-13.3,0.9,,,,,,30.0,-13.8,No precipitation,6,,,,
30.01.2020 14:00,-0.6,471.5,759.9,-2.1,24,Wind blowing from the east-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.4,,,1000-1500,,,30.0,-18.7,No precipitation,12,,,,
30.01.2020 11:00,-5.9,473.6,765.1,,35,Wind blowing from the south-southeast,1,,3,20–30%., ,,,-13.3,1.4,,,1000-1500,,,13.0,-18.9,No precipitation,6,,,,
30.01.2020 08:00,-13.1,473.4,765.8,0.4,58,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,1.4,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
30.01.2020 05:00,-11.5,473.0,762.2,,53,Wind blowing from the west,1,,6,, ,,,-15.6,1.4,,,,,,30.0,-19.2,No precipitation,6,,,,
30.01.2020 02:00,-10.1,473.4,763.9,-0.3,48,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,1.4,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
29.01.2020 23:00,-7.5,473.7,766.8,,41,Wind blowing from the north-northwest,2,,6,, ,,,-15.6,1.4,,,,,,30.0,-18.5,No precipitation,6,,,,
29.01.2020 20:00,-2.0,473.4,767.4,0.3,25,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,1.4,,,1000-1500,,,15.0,-19.4,No precipitation,12,,,,
29.01.2020 17:00,0.9,473.1,763.9,,17,Wind blowing from the east-southeast,2,,4,40%., ,,,-15.6,1.4,,,1000-1500,,,30.0,-21.4,No precipitation,6,,,,
29.01.2020 14:00,-2.0,475.4,768.0,-1.9,21,Wind blowing from the south-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-0.1,,,,,,30.0,-21.4,No precipitation,12,,,,
29.01.2020 11:00,-8.1,477.3,773.4,,31,Wind blowing from the south-east,0,,3,no clouds, ,,,-15.6,-0.1,,,,,,10.0,-22.3,No precipitation,6,,,,
29.01.2020 08:00,-15.4,476.7,774.5,0.5,54,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-0.1,,,,,,30.0,-22.6,No precipitation,12,,,,
29.01.2020 05:00,-13.6,476.2,770.3,,50,Wind blowing from the west-northwest,1,,15,, ,,,-13.6,-0.1,,,,,,30.0,-21.8,No precipitation,6,,,,
29.01.2020 02:00,-11.5,475.8,769.0,0.3,43,Wind blowing from the north-west,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-0.1,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
28.01.2020 23:00,-8.7,475.5,770.4,,34,Calm  no wind,0,,,, ,,,-13.1,-0.1,,,,,,12.0,-21.7,No precipitation,6,,,,
28.01.2020 20:00,-4.5,474.0,768.2,0.9,22,Wind blowing from the north-west,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-0.1,,,1000-1500,,,6.0,-23.0,No precipitation,12,,,,
28.01.2020 17:00,-1.3,473.1,764.1,,11,Wind blowing from the west-northwest,7,,12,, ,,,-13.1,-0.1,,,,,,30.0,-28.0,No precipitation,6,,,,
28.01.2020 14:00,-2.6,473.4,765.1,-0.8,30,Wind blowing from the south,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-0.6,,,1000-1500,,,20.0,-17.8,No precipitation,12,,,,
28.01.2020 11:00,-8.2,474.2,768.9,,43,Wind blowing from the west,1,,3,no clouds, ,,,-13.1,,,,,,,12.0,-18.8,No precipitation,6,,,,
28.01.2020 08:00,-12.5,472.9,767.0,0.5,59,Wind blowing from the west,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-0.6,,,2500 or more  or no clouds.,,,30.0,-18.9,No precipitation,12,,,,
28.01.2020 05:00,-11.8,472.4,763.2,,53,Wind blowing from the west-northwest,1,,12,, ,,,-13.2,-0.6,,,,,,30.0,-19.5,No precipitation,6,,,,
28.01.2020 02:00,-11.4,472.8,764.3,0.5,52,Wind blowing from the north-west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-0.6,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
27.01.2020 23:00,-9.5,472.3,765.3,,50,Wind blowing from the north-west,0,,12,, ,,,-13.2,-0.6,,,,,,24.0,-18.0,No precipitation,6,,,,
27.01.2020 20:00,-5.5,471.3,764.6,0.9,34,Wind blowing from the west-northwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-0.6,,,2500 or more  or no clouds.,,,18.0,-18.9,No precipitation,12,,,,
