Local time in Hoboksar,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 08:00,-9.0,651.5,771.7,-0.4,71,Wind blowing from the north-northwest,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.8,,,1500-2000,,,30.0,-13.3,No precipitation,12,,,,
05.02.2020 05:00,-8.7,651.9,770.6,,73,Wind blowing from the north,3,,,, ,,,-14.3,-2.8,,,,,,30.0,-12.8,No precipitation,6,,,,
05.02.2020 02:00,-7.8,652.5,771.4,,76,Wind blowing from the north,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.8,,,2500 or more  or no clouds.,,,30.0,-11.3,No precipitation,12,,,,
04.02.2020 23:00,-6.4,652.6,772.7,,72,Wind blowing from the north-northeast,3,,,, ,,,-14.6,-2.8,,,,,,30.0,-10.6,No precipitation,6,,,,
04.02.2020 20:00,-9.6,652.3,773.6,0.3,71,Wind blowing from the north-west,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-2.8,,,1500-2000,,,30.0,-14.0,No precipitation,12,,,,
04.02.2020 17:00,-3.5,652.0,771.3,,47,Wind blowing from the north-northwest,1,,,90  or more  but not 100%, ,,,-14.6,-2.8,,,1500-2000,,,30.0,-13.2,No precipitation,6,,,,
04.02.2020 14:00,-5.0,652.0,771.9,,49,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-3.8,,,1500-2000,,,30.0,-14.1,No precipitation,12,,,,
04.02.2020 11:00,-10.9,652.0,773.8,,63,Wind blowing from the north-northwest,2,,,60%., ,,,-14.6,,,,1500-2000,,,30.0,-16.6,No precipitation,6,,,,
04.02.2020 08:00,-12.9,651.3,772.9,0.4,65,Wind blowing from the north-northeast,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,,,,1500-2000,,,30.0,-18.1,No precipitation,12,,,,
04.02.2020 05:00,-11.2,650.9,770.3,,65,Wind blowing from the north-east,2,,,, ,,,-17.0,-3.8,,,,,,30.0,-16.5,No precipitation,6,,,,
04.02.2020 02:00,-11.8,651.1,770.7,,70,Wind blowing from the north-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-3.8,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,12,,,,
03.02.2020 23:00,-14.2,651.1,773.0,,67,Wind blowing from the north-northwest,2,,,, ,,,-17.0,-3.8,,,,,,30.0,-19.0,No precipitation,6,,,,
03.02.2020 20:00,-11.4,651.0,773.1,0.6,67,Wind blowing from the north-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-3.8,,,,,,26.0,-16.3,No precipitation,12,,,,
03.02.2020 17:00,-4.5,650.4,771.0,,42,Wind blowing from the east-northeast,1,,,40%., ,,,-17.0,-3.8,,,1500-2000,,,30.0,-15.5,No precipitation,6,,,,
03.02.2020 14:00,-4.4,651.2,771.3,-0.2,39,Wind blowing from the north-northwest,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-2.6,,,1500-2000,,,29.0,-16.3,No precipitation,12,,,,
03.02.2020 11:00,-12.0,651.4,773.6,,57,Wind blowing from the north-northeast,3,,,no clouds, ,,,-17.0,,,,,,,30.0,-18.8,No precipitation,6,,,,
03.02.2020 08:00,-15.4,650.9,773.3,-0.2,64,Wind blowing from the north,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,,,,,,,30.0,-20.8,No precipitation,12,,,,
03.02.2020 05:00,-16.7,651.1,772.0,,65,Wind blowing from the north,2,,,, ,,,-16.7,-2.6,,,,,,30.0,-21.7,No precipitation,6,,,,
03.02.2020 02:00,-13.9,651.3,771.1,-0.4,58,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-2.6,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
02.02.2020 23:00,-15.1,651.7,774.3,,63,Wind blowing from the north-west,3,,,, ,,,-17.2,-2.6,,,,,,30.0,-20.7,No precipitation,6,,,,
02.02.2020 20:00,-12.5,652.3,774.7,0.3,62,Wind blowing from the north-northeast,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-2.6,,,1500-2000,,,30.0,-18.3,No precipitation,12,,,,
02.02.2020 17:00,-5.1,652.0,772.6,,41,Wind blowing from the east,2,,,60%., ,,,-17.4,-2.6,,,1500-2000,,,30.0,-16.3,No precipitation,6,,,,
02.02.2020 14:00,-3.1,652.6,772.8,-0.5,24,Calm  no wind,0,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-3.0,,,1500-2000,,,30.0,-20.8,No precipitation,12,,,,
02.02.2020 11:00,-13.2,653.1,776.4,,60,Wind blowing from the north,3,,,90  or more  but not 100%, ,,,-17.4,,,,1500-2000,,,30.0,-19.3,No precipitation,6,,,,
02.02.2020 08:00,-14.4,652.9,776.0,-0.6,66,Wind blowing from the north,5,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
02.02.2020 05:00,-15.3,653.5,774.7,,68,Wind blowing from the north,2,,,, ,,,-19.5,-4.5,,,,,,30.0,-20.0,No precipitation,6,,,,
02.02.2020 02:00,-14.8,654.1,775.6,-0.6,65,Wind blowing from the north,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-4.5,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
01.02.2020 23:00,-16.7,654.7,778.6,,67,Wind blowing from the north-west,1,,,, ,,,-19.5,-4.5,,,,,,30.0,-21.4,No precipitation,6,,,,
01.02.2020 20:00,-15.2,654.8,779.1,,59,Wind blowing from the north-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-4.5,,,,,,30.0,-21.4,No precipitation,12,,,,
01.02.2020 17:00,-5.7,654.7,776.6,,33,Wind blowing from the south-east,1,,,no clouds, ,,,-19.5,-4.5,,,,,,30.0,-19.4,No precipitation,6,,,,
01.02.2020 14:00,-6.9,655.2,777.5,-0.1,38,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-6.1,,,,,,30.0,-18.8,No precipitation,12,,,,
01.02.2020 11:00,-14.0,655.3,779.7,,50,Wind blowing from the north-east,2,,,no clouds, ,,,-19.5,-8.2,,,,,,30.0,-22.2,No precipitation,6,,,,
01.02.2020 08:00,-17.1,654.8,779.5,,53,Wind blowing from the north-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,,,,,,,30.0,-24.4,No precipitation,12,,,,
01.02.2020 05:00,-17.7,654.9,777.9,,53,Wind blowing from the north,2,,,, ,,,-20.6,-8.2,,,,,,30.0,-25.0,No precipitation,6,,,,
01.02.2020 02:00,-17.7,655.0,777.8,-0.1,54,Wind blowing from the north,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-8.2,,,2500 or more  or no clouds.,,,30.0,-24.8,No precipitation,12,,,,
31.01.2020 23:00,-18.3,655.1,780.3,,60,Wind blowing from the north,3,,,, ,,,-20.6,-8.2,,,,,,30.0,-24.2,No precipitation,6,,,,
31.01.2020 20:00,-16.9,654.9,780.2,,70,Wind blowing from the west-northwest,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-8.2,,,,,,30.0,-21.2,No precipitation,12,,,,
31.01.2020 17:00,-9.8,654.2,777.4,,57,Wind blowing from the east-southeast,2,,,no clouds, ,,,-20.6,-8.2,,,,,,26.0,-16.7,No precipitation,6,,,,
31.01.2020 14:00,-8.6,654.4,777.4,-0.1,45,Wind blowing from the west-southwest,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-8.3,,,,,,30.0,-18.4,No precipitation,12,,,,
31.01.2020 11:00,-17.3,654.5,779.8,,63,Wind blowing from the north,2,,,no clouds, ,,,-20.6,,,,,,,30.0,-22.7,No precipitation,6,,,,
31.01.2020 08:00,-19.4,653.8,778.7,-0.2,65,Wind blowing from the north-northeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,,,,,,,30.0,-24.3,No precipitation,12,,,,
31.01.2020 05:00,-18.7,654.0,777.0,,64,Wind blowing from the north-east,2,,,, ,,,-19.8,-8.7,,,,,,30.0,-23.8,No precipitation,6,,,,
31.01.2020 02:00,-19.5,654.4,777.7,-0.9,67,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-8.7,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,12,,,,
30.01.2020 23:00,-19.3,655.3,780.4,,75,Wind blowing from the north-northwest,2,,,, ,,,-19.8,-8.7,,,,,,30.0,-22.6,No precipitation,6,,,,
30.01.2020 20:00,-15.9,655.4,780.1,0.1,75,Wind blowing from the north,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-8.7,,,,,,30.0,-19.3,No precipitation,12,,,,
30.01.2020 17:00,-9.3,655.3,778.2,,55,Wind blowing from the north,1,,,no clouds, ,,,-19.8,-6.8,,,,,,30.0,-16.7,No precipitation,6,,,,
30.01.2020 14:00,-9.7,656.2,779.1,-0.6,56,Wind blowing from the north-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-6.0,,,,,,30.0,-17.0,No precipitation,12,,,,
30.01.2020 11:00,-16.1,656.8,781.3,,70,Wind blowing from the north-northeast,2,,,50%., ,,,-19.8,,,,1500-2000,,,30.0,-20.3,No precipitation,6,,,,
30.01.2020 08:00,-17.7,656.2,779.5,-0.4,71,Wind blowing from the north,5,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-6.0,,,1500-2000,,,30.0,-21.7,No precipitation,12,,,,
30.01.2020 05:00,-17.5,656.6,779.2,,82,Wind blowing from the north-east,4,,,, ,,,-18.7,-5.4,,,,,,29.0,-19.8,No precipitation,6,,,,
30.01.2020 02:00,-16.5,657.0,779.2,0.2,79,Wind blowing from the north-northeast,3,,15,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-5.4,,,2500 or more  or no clouds.,,,9.0,-19.3,No precipitation,12,,,,
29.01.2020 23:00,-16.1,656.8,779.0,,69,Wind blowing from the north,2,,,, ,,,-16.1,-5.4,,,,,,30.0,-20.6,No precipitation,6,,,,
29.01.2020 20:00,-9.9,655.9,776.3,0.7,61,Wind blowing from the south-west,4,,17,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-5.4,,,1500-2000,,,30.0,-16.0,No precipitation,12,,,,
29.01.2020 17:00,-6.8,655.2,774.7,,54,Wind blowing from the west,11,,,20–30%., ,,,,,,,1500-2000,,,25.0,-14.6,No precipitation,6,,,,
29.01.2020 14:00,-6.2,654.7,775.1,,59,Wind blowing from the west,10,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-2.7,,,1500-2000,,,30.0,-12.9,No precipitation,12,,,,
29.01.2020 11:00,-6.7,654.5,775.3,,66,Wind blowing from the west,10,,,50%., ,,,-12.5,-2.7,,,1500-2000,,,30.0,-12.0,No precipitation,6,,,,
29.01.2020 08:00,-6.3,653.3,772.3,-0.1,66,Wind blowing from the west-northwest,9,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-2.7,,,1500-2000,,,30.0,-11.6,No precipitation,12,,,,
29.01.2020 05:00,-6.0,653.4,771.7,,74,Wind blowing from the west,5,,,, ,,,-12.5,-2.7,,,,,,30.0,-9.9,No precipitation,6,,,,
29.01.2020 02:00,-10.8,653.5,772.9,,78,Wind blowing from the north-west,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-2.7,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
28.01.2020 23:00,-12.3,654.0,774.1,,82,Wind blowing from the north-west,1,,,, ,,,-13.8,-2.7,,,,,,30.0,-14.7,No precipitation,6,,,,
28.01.2020 20:00,-6.1,653.8,773.4,0.2,74,Wind blowing from the east-northeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-2.7,,,1500-2000,,,30.0,-10.0,No precipitation,12,,,,
28.01.2020 17:00,-3.5,653.6,773.2,,71,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,-13.8,-2.2,,,1500-2000,,,30.0,-8.0,No precipitation,6,,,,
28.01.2020 14:00,-3.1,653.6,773.5,,71,Wind blowing from the east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-2.2,,,1500-2000,,,28.0,-7.6,No precipitation,12,,,,
28.01.2020 11:00,-4.2,652.9,772.8,,65,Wind blowing from the north,2,,,90  or more  but not 100%, ,,,-13.8,-2.2,,,1500-2000,,,30.0,-9.8,No precipitation,6,,,,
28.01.2020 08:00,-8.2,651.4,772.0,0.7,73,Wind blowing from the north,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-2.2,,,1500-2000,,,30.0,-12.3,No precipitation,12,,,,
28.01.2020 05:00,-11.0,650.7,769.6,,74,Wind blowing from the north-northwest,2,,,, ,,,-13.8,-2.2,,,,,,30.0,-14.7,No precipitation,6,,,,
28.01.2020 02:00,-12.8,650.8,771.1,-0.1,70,Wind blowing from the north,4,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-2.2,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,12,,,,
27.01.2020 23:00,-12.3,650.9,772.2,,75,Wind blowing from the north,3,,,, ,,,-12.8,-2.2,,,,,,30.0,-15.8,No precipitation,6,,,,
27.01.2020 20:00,-12.3,651.1,771.4,0.5,79,Wind blowing from the north-northwest,2,,3,50%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-2.2,,,1500-2000,,,30.0,-15.2,No precipitation,12,,,,
27.01.2020 17:00,-2.9,650.6,768.7,,67,Wind blowing from the west,1,,,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-2.8,,,1500-2000,,,30.0,-8.2,No precipitation,6,,,,
27.01.2020 14:00,-6.4,651.5,770.4,-0.6,91,Wind blowing from the south-west,2,,3,90  or more  but not 100%,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-2.0,,,1500-2000,,,0.3,-7.6,0.2,12,,,,
27.01.2020 11:00,-11.3,652.1,772.5,,84,Wind blowing from the north,2,,,90  or more  but not 100%,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-2.0,,,600-1000,,,30.0,-13.5,No precipitation,6,,,,
27.01.2020 08:00,-7.5,651.7,771.2,-0.4,89,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,,,,1500-2000,,,10.0,-9.0,0.2,12,,,,
27.01.2020 05:00,-7.4,652.1,770.8,,91,Wind blowing from the south-east,1,,,,Mist. ,,,-10.0,-2.0,,,,,,6.0,-8.6,0.2,6,,,,
27.01.2020 02:00,-6.7,652.3,771.1,0.0,88,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-2.0,,,2500 or more  or no clouds.,,,3.8,-8.4,No precipitation,12,,,,
