Local time in Changbai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 05:00,-28.9,698.9,775.8,,72,Wind blowing from the north-northeast,3,,7,, ,,,-28.9,-9.5,,,,,,30.0,-32.3,No precipitation,6,,,,
05.02.2020 02:00,-25.4,698.4,774.2,,69,Wind blowing from the north-west,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-9.5,,,2500 or more  or no clouds.,,,30.0,-29.5,No precipitation,12,,,,
04.02.2020 20:00,-18.5,696.0,772.2,2.0,53,Wind blowing from the east-northeast,3,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-9.5,,,600-1000,,,30.0,-25.8,0.6,12,,,,
04.02.2020 17:00,-12.8,694.0,769.5,,35,Wind blowing from the west-southwest,2,,,50%., ,,,-22.9,-9.5,,,600-1000,,,30.0,-25.3,0.2,6,,,,
04.02.2020 14:00,-10.0,693.1,767.7,-1.8,47,Wind blowing from the west-southwest,7,,,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-8.6,,,600-1000,,,29.0,-19.4,0.6,12,,,,
04.02.2020 11:00,-16.3,694.9,770.5,,79,Wind blowing from the west-southwest,2,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-8.6,,,600-1000,,,2.2,-19.1,0.4,6,,,,
04.02.2020 08:00,-20.9,695.9,771.9,-0.1,78,Wind blowing from the south-west,0,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-8.6,,,600-1000,,,5.0,-23.8,No precipitation,12,,,,
04.02.2020 05:00,-22.8,696.0,771.4,,80,Calm  no wind,0,,,, ,,,-22.8,-8.6,,,,,,30.0,-25.3,No precipitation,6,,,,
04.02.2020 02:00,-20.9,696.8,771.7,,74,Wind blowing from the north-east,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-8.6,,,2500 or more  or no clouds.,,,30.0,-24.4,No precipitation,12,,,,
03.02.2020 20:00,-16.8,696.1,771.4,1.2,63,Wind blowing from the north-east,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-8.6,,,,,,30.0,-22.3,No precipitation,12,,,,
03.02.2020 17:00,-11.1,694.9,769.2,,39,Wind blowing from the west-northwest,2,,12,no clouds, ,,,-17.5,-8.6,,,,,,30.0,-22.3,No precipitation,6,,,,
03.02.2020 14:00,-9.2,694.5,768.1,-1.0,36,Wind blowing from the west,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-9.2,,,600-1000,,,30.0,-21.5,No precipitation,12,,,,
03.02.2020 11:00,-10.2,695.5,769.3,,54,Wind blowing from the west-southwest,3,,9,20–30%., ,,,-17.5,-9.2,,,600-1000,,,30.0,-17.9,No precipitation,6,,,,
03.02.2020 08:00,-16.5,695.9,770.5,,85,Wind blowing from the north-east,1,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-9.2,,,600-1000,,,4.2,-18.5,No precipitation,12,,,,
03.02.2020 05:00,-16.8,694.9,769.1,,84,Wind blowing from the north-northeast,1,,,,Mist. ,,,-22.7,-9.2,,,,,,3.6,-18.9,No precipitation,6,,,,
03.02.2020 02:00,-14.5,694.9,768.7,,88,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-9.2,,,2500 or more  or no clouds.,,,5.0,-16.1,No precipitation,12,,,,
02.02.2020 20:00,-12.1,696.1,771.3,-0.2,88,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-9.2,,,600-1000,,,4.8,-13.7,No precipitation,12,,,,
02.02.2020 17:00,-9.8,696.3,771.3,,71,Wind blowing from the west-southwest,1,,,90  or more  but not 100%, ,,,,,,,600-1000,,,6.0,-14.1,,,,,,
02.02.2020 14:00,-9.8,696.3,770.9,-2.4,56,Wind blowing from the south-west,0,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-3.5,,,600-1000,,,19.0,-17.1,No precipitation,12,,,,
02.02.2020 11:00,-15.0,698.7,773.8,,62,Wind blowing from the south,1,,5,50%., ,,,-22.7,,,,2500 or more  or no clouds.,,,22.0,-20.8,No precipitation,6,,,,
02.02.2020 08:00,-20.9,700.0,775.5,0.4,73,Wind blowing from the north-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-3.5,,,600-1000,,,30.0,-24.5,No precipitation,12,,,,
02.02.2020 05:00,-21.4,699.6,774.2,,80,Wind blowing from the north-northeast,2,,9,, ,,,-23.7,-3.5,,,,,,30.0,-24.0,No precipitation,6,,,,
02.02.2020 02:00,-18.9,699.1,773.7,,80,Wind blowing from the north-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-3.5,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,12,,,,
01.02.2020 20:00,-10.5,697.6,772.9,1.5,59,Wind blowing from the north-northeast,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-3.5,,,,,,30.0,-17.1,No precipitation,12,,,,
01.02.2020 17:00,-5.3,696.1,770.6,,43,Wind blowing from the west-southwest,3,,6,no clouds, ,,,-23.7,-3.5,,,,,,30.0,-16.1,No precipitation,6,,,,
01.02.2020 14:00,-7.4,695.2,769.6,-1.7,48,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-6.6,,,,,,30.0,-16.7,No precipitation,12,,,,
01.02.2020 11:00,-14.6,696.9,772.3,,55,Wind blowing from the south-southwest,1,,2,no clouds, ,,,-23.7,-6.6,,,,,,29.0,-21.8,No precipitation,6,,,,
01.02.2020 08:00,-21.1,697.8,773.8,1.2,76,Wind blowing from the east-southeast,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-6.6,,,,,,30.0,-24.3,No precipitation,12,,,,
01.02.2020 05:00,-23.0,696.6,772.0,,80,Wind blowing from the north-northeast,1,,3,, ,,,-24.3,-6.6,,,,,,30.0,-25.5,No precipitation,6,,,,
01.02.2020 02:00,-21.2,696.3,770.9,,80,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-6.6,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
31.01.2020 20:00,-15.9,695.0,770.9,1.4,78,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-6.6,,,,,,10.0,-18.9,No precipitation,12,,,,
31.01.2020 17:00,-11.2,693.6,768.7,,61,Calm  no wind,0,,,no clouds, ,,,,,,,,,,30.0,-17.3,,,,,,
31.01.2020 14:00,-7.7,693.6,767.8,-1.6,43,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-2.8,,,,,,30.0,-18.3,No precipitation,12,,,,
31.01.2020 11:00,-15.0,695.2,770.2,,55,Wind blowing from the south-southwest,2,,4,no clouds, ,,,-24.3,,,,,,,30.0,-22.1,No precipitation,6,,,,
31.01.2020 08:00,-22.1,696.1,771.6,0.8,71,Wind blowing from the east-northeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,,,,,,,30.0,-26.0,No precipitation,12,,,,
31.01.2020 05:00,-22.7,695.3,770.0,,80,Wind blowing from the north-northeast,1,,4,, ,,,-22.9,-2.8,,,,,,30.0,-25.2,No precipitation,6,,,,
31.01.2020 02:00,-19.9,694.9,768.6,,78,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-2.8,,,2500 or more  or no clouds.,,,30.0,-22.8,No precipitation,12,,,,
30.01.2020 20:00,-12.6,693.5,768.0,1.2,68,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-2.8,,,,,,30.0,-17.4,No precipitation,12,,,,
30.01.2020 17:00,-7.5,692.3,765.9,,48,Wind blowing from the east-northeast,2,,3,no clouds, ,,,-19.2,-2.8,,,,,,30.0,-16.8,No precipitation,6,,,,
30.01.2020 14:00,-3.9,692.0,764.6,-1.5,34,Wind blowing from the south,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-2.7,,,,,,30.0,-17.7,No precipitation,12,,,,
30.01.2020 11:00,-10.5,693.5,766.8,,60,Wind blowing from the south-west,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-2.7,,,,,,5.0,-16.9,No precipitation,6,,,,
30.01.2020 08:00,-17.1,694.2,768.1,0.7,78,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-2.7,,,,,,6.0,-20.1,No precipitation,12,,,,
30.01.2020 05:00,-17.1,693.5,766.9,,85,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,30.0,-19.1,,,,,,
30.01.2020 02:00,-14.1,693.5,766.1,,85,Wind blowing from the north-northwest,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-2.7,,,2500 or more  or no clouds.,,,29.0,-16.1,No precipitation,12,,,,
29.01.2020 20:00,-8.8,693.3,766.8,0.7,78,Calm  no wind,0,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-2.7,,,600-1000,,,3.7,-12.0,No precipitation,12,,,,
29.01.2020 17:00,-5.1,692.6,765.5,,65,Calm  no wind,0,,,20–30%., ,,,-15.7,-2.7,,,600-1000,,,9.0,-10.8,No precipitation,6,,,,
29.01.2020 14:00,-3.1,692.2,764.6,-1.7,52,Wind blowing from the south,0,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-2.4,,,600-1000,,,18.0,-11.7,No precipitation,12,,,,
29.01.2020 11:00,-8.2,693.9,766.8,,62,Wind blowing from the south,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-2.4,,,600-1000,,,3.4,-14.3,No precipitation,6,,,,
29.01.2020 08:00,-14.8,695.2,769.0,0.5,86,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-2.4,,,,,,29.0,-16.7,No precipitation,12,,,,
29.01.2020 05:00,-14.6,694.7,767.8,,87,Calm  no wind,0,,,, ,,,-14.6,-2.4,,,,,,30.0,-16.3,No precipitation,6,,,,
29.01.2020 02:00,-13.3,695.2,767.8,,88,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-2.4,,,2500 or more  or no clouds.,,,24.0,-14.9,No precipitation,12,,,,
28.01.2020 20:00,-8.5,695.5,769.0,0.6,76,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-2.4,,,600-1000,,,8.0,-12.0,No precipitation,12,,,,
28.01.2020 17:00,-5.4,694.9,767.8,,66,Calm  no wind,0,,,100%., ,,,-14.1,-2.4,,,600-1000,,,7.0,-10.9,No precipitation,6,,,,
28.01.2020 14:00,-3.3,694.9,767.5,-1.7,52,Wind blowing from the south,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-3.2,,,600-1000,,,5.0,-11.9,No precipitation,12,,,,
28.01.2020 11:00,-7.7,696.6,769.9,,64,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-7.7,,,600-1000,,,6.0,-13.4,No precipitation,6,,,,
28.01.2020 08:00,-13.2,697.4,771.7,0.4,84,Calm  no wind,0,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,6.0,-15.4,No precipitation,12,,,,
28.01.2020 05:00,-13.5,697.0,770.9,,84,Calm  no wind,0,,,, ,,,,-8.6,,,,,,7.0,-15.7,No precipitation,6,,,,
28.01.2020 02:00,-12.6,697.9,771.7,,80,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.6,,,2500 or more  or no clouds.,,,5.0,-15.4,No precipitation,12,,,,
27.01.2020 20:00,-12.1,698.4,773.8,0.5,72,Calm  no wind,0,,,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-8.6,,,600-1000,,,5.0,-16.2,No precipitation,12,,,,
27.01.2020 17:00,-9.8,697.9,772.9,,58,Calm  no wind,0,,,60%., ,,,-21.7,-8.6,,,600-1000,,,30.0,-16.6,No precipitation,6,,,,
27.01.2020 14:00,-9.1,698.5,773.4,-2.3,53,Wind blowing from the south-west,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-6.1,,,600-1000,,,12.0,-17.1,No precipitation,12,,,,
27.01.2020 11:00,-12.8,700.8,776.2,,57,Wind blowing from the south-southwest,1,,3,40%., ,,,-21.7,-6.1,,,2500 or more  or no clouds.,,,11.0,-19.7,No precipitation,6,,,,
27.01.2020 08:00,-20.6,702.4,778.6,0.3,80,Wind blowing from the south-east,0,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-6.1,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
27.01.2020 05:00,-21.0,702.1,777.7,,82,Calm  no wind,0,,,, ,,,-23.4,-6.1,,,,,,30.0,-23.3,No precipitation,6,,,,
27.01.2020 02:00,-19.4,703.0,777.9,,81,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-6.1,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,12,,,,
26.01.2020 20:00,-14.7,703.9,780.4,1.0,78,Wind blowing from the west-southwest,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-6.1,,,,,,5.0,-17.7,No precipitation,12,,,,
26.01.2020 17:00,-10.2,702.9,778.7,,62,Calm  no wind,0,,,no clouds, ,,,-23.4,-6.1,,,,,,30.0,-16.2,No precipitation,6,,,,
26.01.2020 14:00,-6.9,702.8,777.8,-1.3,42,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-6.9,,,,,,30.0,-17.9,No precipitation,12,,,,
26.01.2020 11:00,-14.5,704.1,780.1,,60,Wind blowing from the south-west,1,,3,no clouds, ,,,-23.4,-7.0,,,,,,17.0,-20.7,No precipitation,6,,,,
26.01.2020 08:00,-21.4,704.5,781.2,1.3,78,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-7.0,,,,,,30.0,-24.3,No precipitation,12,,,,
26.01.2020 05:00,-21.9,703.2,779.2,,81,Wind blowing from the north-northeast,1,,3,, ,,,-24.5,-7.0,,,,,,30.0,-24.3,No precipitation,6,,,,
26.01.2020 02:00,-20.0,703.3,778.6,,83,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-7.0,,,2500 or more  or no clouds.,,,30.0,-22.2,No precipitation,12,,,,
