Local time in Jinghong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
08.01.2020 05:00,15.6,710.9,760.3,,92,Wind blowing from the west-southwest,1,,5,,Mist. ,,,14.5,29.4,,,,,,6.0,14.3,No precipitation,6,,,,
08.01.2020 02:00,17.3,711.3,760.7,,88,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,29.4,,,2500 or more  or no clouds.,,,12.0,15.3,No precipitation,12,,,,
07.01.2020 20:00,23.0,709.5,759.4,1.1,61,Wind blowing from the north-northeast,0,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,29.4,,,1500-2000,,,15.0,15.1,No precipitation,12,,,,
07.01.2020 17:00,29.4,708.4,757.6,,38,Wind blowing from the south-east,1,,4,20–30%., ,,,14.5,31.1,,,1500-2000,,,25.0,13.6,No precipitation,6,,,,
07.01.2020 14:00,26.7,710.5,760.0,-2.7,41,Wind blowing from the north-east,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,31.4,,,1500-2000,,,30.0,12.4,No precipitation,12,,,,
07.01.2020 11:00,20.7,713.2,763.1,,66,Wind blowing from the south-east,1,,3,40%., ,,,14.5,,,,1500-2000,,,12.0,14.1,No precipitation,6,,,,
07.01.2020 08:00,14.6,711.8,761.8,1.2,91,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,31.4,,,600-1000,,,9.0,13.1,No precipitation,12,,,,
07.01.2020 05:00,15.5,710.6,759.8,,88,Wind blowing from the south-southwest,1,,7,, ,,,15.5,31.4,,,,,,15.0,13.5,No precipitation,6,,,,
07.01.2020 02:00,16.7,711.0,760.3,,82,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,31.4,,,2500 or more  or no clouds.,,,14.0,13.6,No precipitation,12,,,,
06.01.2020 20:00,23.5,709.4,759.1,1.6,52,Wind blowing from the north-west,1,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,31.4,,,1500-2000,,,19.0,13.1,No precipitation,12,,,,
06.01.2020 17:00,30.8,707.8,756.4,,30,Wind blowing from the west-southwest,3,,9,10%  or less  but not 0, ,,,16.8,31.4,,,1500-2000,,,13.0,11.2,No precipitation,6,,,,
06.01.2020 14:00,28.5,709.3,758.1,-3.0,46,Wind blowing from the south-southeast,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,28.8,,,1500-2000,,,22.0,15.8,No precipitation,12,,,,
06.01.2020 11:00,24.3,712.3,761.5,,64,Wind blowing from the east,1,,4,20–30%., ,,,16.8,28.8,,,1500-2000,,,11.0,17.1,No precipitation,6,,,,
06.01.2020 08:00,16.8,711.1,760.7,1.3,95,Wind blowing from the north-northwest,1,,8,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,28.8,,,600-1000,,,5.0,16.0,No precipitation,12,,,,
06.01.2020 05:00,18.8,709.8,759.0,,88,Wind blowing from the north,1,,9,, ,,,15.9,28.8,,,,,,13.0,16.8,No precipitation,6,,,,
06.01.2020 02:00,20.7,709.8,758.8,,78,Wind blowing from the west,2,,10,, ,,,15.9,28.8,,,,,,18.0,16.7,No precipitation,6,,,,
05.01.2020 20:00,24.8,709.1,758.7,1.3,59,Wind blowing from the south-east,3,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,28.8,,,1500-2000,,,21.0,16.2,No precipitation,12,,,,
05.01.2020 17:00,26.9,707.8,756.9,,51,Wind blowing from the south,4,,10,70 – 80%., ,,,15.9,28.8,,,1500-2000,,,21.0,15.9,No precipitation,6,,,,
05.01.2020 14:00,27.6,709.1,758.3,-3.6,48,Wind blowing from the south-southeast,4,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,27.7,,,1500-2000,,,22.0,15.6,No precipitation,12,,,,
05.01.2020 11:00,21.3,712.7,762.6,,74,Wind blowing from the south-southwest,1,,5,40%., ,,,15.9,26.7,,,1500-2000,,,11.0,16.5,No precipitation,6,,,,
05.01.2020 08:00,16.0,711.1,761.0,0.9,94,Wind blowing from the south,0,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,26.7,,,600-1000,,,7.0,15.0,No precipitation,12,,,,
05.01.2020 05:00,17.5,710.2,759.6,,89,Wind blowing from the west-southwest,2,,5,, ,,,16.4,26.7,,,,,,11.0,15.7,No precipitation,6,,,,
05.01.2020 02:00,17.4,710.8,760.3,,92,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,26.7,,,2500 or more  or no clouds.,,,8.0,16.1,No precipitation,12,,,,
04.01.2020 20:00,22.5,709.8,759.6,0.8,68,Wind blowing from the east-northeast,1,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,26.7,,,1500-2000,,,16.0,16.3,No precipitation,12,,,,
04.01.2020 17:00,26.2,709.0,758.3,,54,Wind blowing from the north-east,1,,6,70 – 80%., ,,,16.4,28.0,,,1500-2000,,,30.0,16.2,No precipitation,6,,,,
04.01.2020 14:00,24.8,710.8,760.3,-2.7,61,Wind blowing from the east-northeast,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,28.2,,,1500-2000,,,19.0,16.8,No precipitation,12,,,,
04.01.2020 11:00,21.5,713.5,763.3,,73,Wind blowing from the south-east,1,,2,70 – 80%., ,,,16.4,28.2,,,1500-2000,,,12.0,16.5,No precipitation,6,,,,
04.01.2020 08:00,16.4,712.4,762.3,0.8,94,Wind blowing from the west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,28.2,,,1500-2000,,,55.0,15.4,No precipitation,12,,,,
04.01.2020 05:00,16.9,711.6,760.9,,94,Wind blowing from the west,1,,3,, ,,,15.3,28.2,,,,,,,15.9,No precipitation,6,,,,
04.01.2020 02:00,18.3,712.7,762.2,,90,Wind blowing from the west-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,28.2,,,2500 or more  or no clouds.,,,,16.6,No precipitation,12,,,,
03.01.2020 20:00,23.1,711.2,761.1,0.1,71,Wind blowing from the north-northwest,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,28.2,,,1500-2000,,,7.0,17.6,No precipitation,12,,,,
03.01.2020 17:00,28.0,711.1,760.5,,50,Wind blowing from the north-west,1,,4,70 – 80%., ,,,15.3,28.2,,,1500-2000,,,25.0,16.6,No precipitation,6,,,,
03.01.2020 14:00,25.9,713.4,763.0,-2.8,56,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,28.1,,,1500-2000,,,17.0,16.5,No precipitation,12,,,,
03.01.2020 11:00,21.1,716.2,766.3,,74,Wind blowing from the south-east,1,,2,70 – 80%., ,,,15.3,28.1,,,1500-2000,,,9.0,16.3,No precipitation,6,,,,
03.01.2020 08:00,15.9,715.1,765.4,1.0,95,Wind blowing from the west-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,28.1,,,600-1000,,,8.0,15.1,No precipitation,12,,,,
03.01.2020 05:00,15.9,714.1,763.7,,95,Wind blowing from the west-southwest,1,,3,,Mist. ,,,14.4,28.1,,,,,,6.0,15.1,No precipitation,6,,,,
03.01.2020 02:00,17.0,714.7,764.5,,93,Wind blowing from the south-southeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,28.1,,,2500 or more  or no clouds.,,,9.0,15.9,No precipitation,12,,,,
02.01.2020 20:00,22.0,714.1,764.4,0.9,69,Wind blowing from the west,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,28.1,,,1500-2000,,,18.0,16.1,No precipitation,12,,,,
02.01.2020 17:00,27.7,713.2,763.0,,49,Wind blowing from the north,1,,4,50%., ,,,14.4,28.1,,,1500-2000,,,25.0,16.0,No precipitation,6,,,,
02.01.2020 14:00,25.1,715.4,765.4,-3.3,55,Wind blowing from the south,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,26.2,,,1500-2000,,,21.0,15.4,No precipitation,12,,,,
02.01.2020 11:00,18.8,718.7,769.3,,79,Wind blowing from the east-northeast,1,,2,100%., ,,,14.4,,,,1500-2000,,,14.0,15.1,No precipitation,6,,,,
02.01.2020 08:00,14.9,717.5,768.2,1.2,96,Wind blowing from the south-southwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,26.2,,,600-1000,,,6.0,14.3,No precipitation,12,,,,
02.01.2020 05:00,14.7,716.3,766.6,,95,Wind blowing from the south-southwest,1,,4,, ,,,14.5,26.2,,,,,,8.0,13.9,No precipitation,6,,,,
02.01.2020 02:00,15.6,716.5,766.6,,94,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,26.2,,,2500 or more  or no clouds.,,,7.0,14.6,No precipitation,12,,,,
01.01.2020 20:00,19.8,715.4,765.9,0.6,77,Wind blowing from the west-southwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,26.2,,,1500-2000,,,22.0,15.7,No precipitation,12,,,,
01.01.2020 17:00,23.0,714.8,764.9,,64,Wind blowing from the north-west,2,,5,100%., ,,,15.2,26.2,,,1500-2000,,,27.0,15.8,No precipitation,6,,,,
01.01.2020 14:00,25.3,715.9,765.9,-2.6,51,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,25.3,,,1500-2000,,,20.0,14.4,No precipitation,12,,,,
01.01.2020 11:00,20.3,718.5,769.0,,75,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%, ,,,15.2,23.6,,,1500-2000,,,10.0,15.7,No precipitation,6,,,,
01.01.2020 08:00,15.3,717.1,767.8,1.2,95,Wind blowing from the south-west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,23.6,,,600-1000,,,9.0,14.5,No precipitation,12,,,,
01.01.2020 05:00,15.8,715.9,766.2,,94,Calm  no wind,0,,,,Mist. ,,,14.2,23.6,,,,,,5.0,14.8,No precipitation,6,,,,
01.01.2020 02:00,16.8,716.5,766.8,,90,Wind blowing from the west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,23.6,,,2500 or more  or no clouds.,,,6.0,15.2,No precipitation,12,,,,
31.12.2019 20:00,20.1,715.6,766.1,1.2,70,Wind blowing from the north-northeast,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,23.6,,,1500-2000,,,18.0,14.5,No precipitation,12,,,,
31.12.2019 17:00,22.5,714.4,764.7,,60,Wind blowing from the south-southeast,2,,5,70 – 80%., ,,,14.2,25.3,,,1500-2000,,,27.0,14.4,No precipitation,6,,,,
31.12.2019 14:00,22.1,715.9,766.2,-2.0,65,Wind blowing from the south-east,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,25.3,,,1500-2000,,,22.0,15.2,No precipitation,12,,,,
31.12.2019 11:00,17.3,717.9,768.7,,83,Wind blowing from the south,1,,2,100%., ,,,14.2,,,,1500-2000,,,8.0,14.4,No precipitation,6,,,,
31.12.2019 08:00,14.4,716.2,766.8,1.3,95,Wind blowing from the west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,25.3,,,600-1000,,,5.0,13.6,No precipitation,12,,,,
31.12.2019 05:00,14.3,714.9,765.0,,95,Wind blowing from the west,1,,3,,Mist. ,,,14.3,25.3,,,,,,4.2,13.5,No precipitation,6,,,,
31.12.2019 02:00,15.4,714.8,765.1,,93,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,25.3,,,2500 or more  or no clouds.,,,7.0,14.3,No precipitation,12,,,,
