Local time in Zhongxiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.02.2020 17:00,13.2,758.7,768.7,,49,Wind blowing from the north-northwest,2,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,14.4,,,2500 or more  or no clouds.,,,7.0,2.7,No precipitation,6,,,,
03.02.2020 14:00,12.9,759.8,769.9,-2.7,51,Wind blowing from the west-northwest,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,15.0,,,2500 or more  or no clouds.,,,7.0,3.0,No precipitation,12,,,,
03.02.2020 11:00,9.6,762.5,772.6,,78,Wind blowing from the north-west,2,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,15.0,,,2500 or more  or no clouds.,,,4.7,6.0,No precipitation,6,,,,
03.02.2020 08:00,5.1,761.9,772.0,1.5,94,Wind blowing from the north-west,2,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,15.0,,,2500 or more  or no clouds.,,,3.0,4.2,No precipitation,12,,,,
03.02.2020 05:00,5.8,760.4,770.5,,99,Wind blowing from the north-west,3,,6,,Mist. ,,,5.8,15.0,,,,,,1.7,5.7,No precipitation,6,,,,
03.02.2020 02:00,8.1,760.6,770.7,,99,Wind blowing from the north-northeast,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,15.0,,,2500 or more  or no clouds.,,,3.1,8.0,No precipitation,12,,,,
02.02.2020 20:00,11.5,759.8,769.9,1.5,60,Wind blowing from the north-west,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,15.0,,,2500 or more  or no clouds.,,,7.0,4.0,No precipitation,12,,,,
02.02.2020 17:00,14.4,758.3,768.3,,43,Wind blowing from the north,3,,8,100%., ,,,7.0,15.0,,,2500 or more  or no clouds.,,,11.0,2.0,No precipitation,6,,,,
02.02.2020 14:00,13.8,758.2,768.2,-2.3,56,Wind blowing from the north-west,4,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,14.2,,,2500 or more  or no clouds.,,,6.0,5.2,No precipitation,12,,,,
02.02.2020 11:00,10.8,760.5,770.5,,76,Wind blowing from the west-northwest,3,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,13.7,,,2500 or more  or no clouds.,,,4.5,6.7,No precipitation,6,,,,
02.02.2020 08:00,7.1,759.7,769.7,1.3,94,Wind blowing from the north-west,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,13.7,,,2500 or more  or no clouds.,,,4.5,6.2,Trace of precipitation,12,,,,
02.02.2020 05:00,8.1,758.4,768.4,,91,Wind blowing from the north-northwest,3,,4,,Mist. ,,,6.8,13.7,,,,,,3.9,6.7,No precipitation,6,,,,
02.02.2020 02:00,9.1,758.5,768.5,,81,Wind blowing from the north-northwest,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,13.7,,,2500 or more  or no clouds.,,,4.1,6.0,No precipitation,12,,,,
01.02.2020 20:00,10.7,758.2,768.3,0.9,70,Wind blowing from the east,1,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,13.7,,,2500 or more  or no clouds.,,,5.0,5.3,No precipitation,12,,,,
01.02.2020 17:00,11.7,757.3,767.4,,65,Wind blowing from the south,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,13.9,,,2500 or more  or no clouds.,,,5.0,5.3,No precipitation,6,,,,
01.02.2020 14:00,13.5,757.0,767.0,-1.8,47,Wind blowing from the south,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,14.9,,,2500 or more  or no clouds.,,,10.0,2.4,No precipitation,12,,,,
01.02.2020 11:00,11.1,758.8,768.9,,57,Wind blowing from the south-southwest,3,,4,70 – 80%., ,,,6.8,14.9,,,2500 or more  or no clouds.,,,9.0,2.7,No precipitation,6,,,,
01.02.2020 08:00,7.8,758.4,768.4,1.0,54,Wind blowing from the east-northeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,2500 or more  or no clouds.,,,10.0,-0.9,No precipitation,12,,,,
01.02.2020 05:00,7.9,757.4,767.4,,55,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,11.0,-0.6,,,,,,
01.02.2020 02:00,8.7,758.0,768.0,,47,Wind blowing from the south-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,14.9,,,2500 or more  or no clouds.,,,10.0,-2.0,No precipitation,12,,,,
31.01.2020 20:00,9.2,758.0,768.1,0.9,56,Wind blowing from the east-southeast,3,,8,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,14.9,,,2500 or more  or no clouds.,,,7.0,0.9,No precipitation,12,,,,
31.01.2020 17:00,13.9,757.1,767.2,,43,Wind blowing from the south,4,,,, ,,,,,,,,,,11.0,1.5,,,,,,
31.01.2020 14:00,14.3,757.6,767.5,-2.2,39,Wind blowing from the south,5,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,15.4,,,2500 or more  or no clouds.,,,13.0,0.5,No precipitation,12,,,,
31.01.2020 11:00,10.3,759.8,769.9,,58,Wind blowing from the south-southeast,2,,4,no clouds, ,,,5.1,15.4,,,,,,9.0,2.4,No precipitation,6,,,,
31.01.2020 08:00,5.1,759.1,769.2,0.9,75,Wind blowing from the south-west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,15.4,,,2500 or more  or no clouds.,,,8.0,1.0,No precipitation,12,,,,
31.01.2020 05:00,5.6,758.2,768.2,,67,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,10.0,-0.2,,,,,,
31.01.2020 02:00,6.8,759.1,769.0,,64,Wind blowing from the south-southeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,15.4,,,2500 or more  or no clouds.,,,10.0,0.3,No precipitation,12,,,,
30.01.2020 20:00,9.8,758.8,769.0,0.8,47,Wind blowing from the south-southeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,15.4,,,2500 or more  or no clouds.,,,10.0,-1.0,No precipitation,12,,,,
30.01.2020 17:00,14.7,758.0,768.1,,22,Wind blowing from the west-southwest,2,,,no clouds, ,,,,,,,,,,28.0,-6.8,,,,,,
30.01.2020 14:00,14.6,759.0,769.0,-2.0,32,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,14.6,,,,,,23.0,-1.9,No precipitation,12,,,,
30.01.2020 11:00,10.2,761.0,771.1,,61,Wind blowing from the north-northwest,2,,5,no clouds, ,,,1.7,14.4,,,,,,10.0,3.0,No precipitation,6,,,,
30.01.2020 08:00,2.3,760.3,770.5,1.1,83,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,14.4,,,,,,11.0,-0.3,No precipitation,12,,,,
30.01.2020 05:00,1.9,759.2,769.3,,93,Wind blowing from the north-west,4,,4,,Mist. ,,,1.7,14.4,,,,,,7.0,0.9,No precipitation,6,,,,
30.01.2020 02:00,5.0,759.7,769.7,,78,Wind blowing from the east,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,14.4,,,2500 or more  or no clouds.,,,9.0,1.5,No precipitation,12,,,,
29.01.2020 20:00,9.8,759.4,769.6,1.2,54,Wind blowing from the east-southeast,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,14.4,,,2500 or more  or no clouds.,,,14.0,0.9,No precipitation,12,,,,
29.01.2020 17:00,13.4,758.2,768.3,,40,Wind blowing from the west-southwest,2,,,no clouds, ,,,,,,,,,,20.0,0.1,,,,,,
29.01.2020 14:00,13.0,758.8,769.0,-2.1,41,Wind blowing from the north,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,13.2,,,2500 or more  or no clouds.,,,21.0,0.1,No precipitation,12,,,,
29.01.2020 11:00,8.2,760.9,771.1,,73,Wind blowing from the south,2,,5,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,10.8,,,2500 or more  or no clouds.,,,6.0,3.5,No precipitation,6,,,,
29.01.2020 08:00,3.3,760.6,770.8,0.8,87,Wind blowing from the south-southeast,1,,5,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,10.8,,,2500 or more  or no clouds.,,,5.0,1.3,No precipitation,12,,,,
29.01.2020 05:00,2.8,759.8,770.0,,90,Wind blowing from the south-east,3,,5,,Mist. ,,,0.0,10.8,,,,,,5.0,1.3,No precipitation,6,,,,
29.01.2020 02:00,3.5,760.4,770.6,,87,Wind blowing from the south,3,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,10.8,,,2500 or more  or no clouds.,,,5.0,1.5,No precipitation,12,,,,
28.01.2020 20:00,6.4,759.9,770.2,1.3,72,Wind blowing from the south-southwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,10.8,,,2500 or more  or no clouds.,,,8.0,1.7,No precipitation,12,,,,
28.01.2020 17:00,9.6,758.6,768.8,,50,Wind blowing from the west,1,,5,40%., ,,,0.0,10.8,,,2500 or more  or no clouds.,,,13.0,-0.3,No precipitation,6,,,,
28.01.2020 14:00,9.5,758.4,768.6,-1.7,55,Wind blowing from the north,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,9.7,,,2500 or more  or no clouds.,,,13.0,0.7,No precipitation,12,,,,
28.01.2020 11:00,6.2,760.1,770.4,,71,Wind blowing from the south-southwest,1,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,7.2,,,2500 or more  or no clouds.,,,7.0,1.3,No precipitation,6,,,,
28.01.2020 08:00,0.1,759.3,769.6,0.7,99,Wind blowing from the south-east,1,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,7.2,,,2500 or more  or no clouds.,,,3.4,0.0,No precipitation,12,,,,
28.01.2020 05:00,0.8,758.6,768.9,,95,Wind blowing from the north,2,,7,,Mist. ,,,0.2,7.2,,,,,,4.5,0.1,No precipitation,6,,,,
28.01.2020 02:00,0.8,759.1,769.4,,98,Wind blowing from the west-northwest,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,7.2,,,2500 or more  or no clouds.,,,3.1,0.5,No precipitation,12,,,,
27.01.2020 20:00,3.7,759.1,769.4,0.6,85,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,7.2,,,2500 or more  or no clouds.,,,7.0,1.4,No precipitation,12,,,,
27.01.2020 17:00,5.4,758.5,768.8,,76,Wind blowing from the north-west,3,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,7.0,1.5,,,,,,
27.01.2020 14:00,6.7,758.7,768.9,-2.1,68,Wind blowing from the west-northwest,3,,7,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,7.2,,,2500 or more  or no clouds.,,,7.0,1.2,No precipitation,12,,,,
27.01.2020 11:00,4.8,760.8,771.1,,75,Wind blowing from the north-northwest,3,,7,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,5.8,,,2500 or more  or no clouds.,,,5.0,0.7,No precipitation,6,,,,
27.01.2020 08:00,0.2,760.5,770.8,0.8,99,Wind blowing from the north-northwest,2,,7,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,5.8,,,2500 or more  or no clouds.,,,1.1,0.1,No precipitation,12,,,,
27.01.2020 05:00,1.3,759.7,770.0,,99,Wind blowing from the north-northwest,3,,7,,Mist. ,,,1.3,5.8,,,,,,1.6,1.2,No precipitation,6,,,,
27.01.2020 02:00,2.0,760.6,770.8,,98,Wind blowing from the north-northwest,3,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,5.8,,,2500 or more  or no clouds.,,,2.3,1.7,No precipitation,12,,,,
26.01.2020 20:00,3.9,761.2,771.4,,90,Wind blowing from the north-northwest,3,,11,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,5.8,,,2500 or more  or no clouds.,,,4.5,2.4,No precipitation,12,,,,
26.01.2020 17:00,4.4,760.3,770.5,,86,Wind blowing from the north-northwest,4,,11,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,5.8,,,2500 or more  or no clouds.,,,4.9,2.3,No precipitation,6,,,,
26.01.2020 14:00,4.6,760.6,770.9,-1.6,86,Wind blowing from the north-northwest,4,,11,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,5.8,,,2500 or more  or no clouds.,,,4.8,2.5,0.3,12,,,,
26.01.2020 11:00,4.5,762.2,772.5,,83,Wind blowing from the north,4,,11,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,5.7,,,2500 or more  or no clouds.,,,6.0,1.9,0.1,6,,,,
26.01.2020 08:00,2.6,761.7,772.0,0.5,98,Wind blowing from the north-northwest,4,,9,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,2.5,5.7,,,2500 or more  or no clouds.,,,3.1,2.3,0.4,12,,,,
26.01.2020 05:00,3.7,761.2,771.4,,93,Wind blowing from the north,5,,9,,Rain (not freezing) not falling as shower(s). ,,,3.7,5.7,,,,,,3.4,2.7,0.3,6,,,,
26.01.2020 02:00,4.0,761.6,771.9,,96,Wind blowing from the north-northwest,4,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,5.7,,,2500 or more  or no clouds.,,,2.6,3.4,0.1,12,,,,
25.01.2020 20:00,4.7,762.3,772.6,,90,Wind blowing from the north-northwest,3,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,5.7,,,2500 or more  or no clouds.,,,5.0,3.2,No precipitation,12,,,,
25.01.2020 17:00,5.4,761.5,771.7,,84,Wind blowing from the north,4,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,5.7,,,2500 or more  or no clouds.,,,4.2,2.9,No precipitation,6,,,,
25.01.2020 14:00,5.6,761.9,772.2,-2.2,81,Wind blowing from the north,6,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,5.7,,,2500 or more  or no clouds.,,,4.2,2.6,0.8,12,,,,
25.01.2020 11:00,4.5,764.1,774.4,,97,Wind blowing from the north-northwest,5,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,2500 or more  or no clouds.,,,1.8,4.1,No precipitation,6,,,,
25.01.2020 08:00,3.8,763.3,773.6,1.2,99,Wind blowing from the north-northwest,4,,9,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,3.7,,,,300-600,,,1.0,3.7,0.9,12,,,,
