Local time in Wulate Zhongqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 11:00,-6.3,655.5,772.5,,40,Wind blowing from the east,2,,2,no clouds, ,,,-17.1,-3.4,,,,,,16.0,-17.7,No precipitation,6,,,,
05.02.2020 08:00,-16.5,655.0,774.1,0.0,75,Wind blowing from the east,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-3.4,,,,,,4.9,-20.0,No precipitation,12,,,,
05.02.2020 05:00,-14.7,655.0,772.4,,68,Wind blowing from the north-east,1,,,, ,,,-17.0,-3.4,,,,,,19.0,-19.3,No precipitation,6,,,,
05.02.2020 02:00,-15.1,656.2,774.4,,71,Wind blowing from the south-southeast,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-3.4,,,2500 or more  or no clouds.,,,2.8,-19.2,No precipitation,12,,,,
04.02.2020 23:00,-9.9,656.8,773.9,,53,Wind blowing from the north-east,2,,5,, ,,,-17.0,-3.4,,,,,,29.0,-17.7,No precipitation,6,,,,
04.02.2020 20:00,-8.5,656.8,775.9,0.3,53,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-3.4,,,,,,14.0,-16.4,No precipitation,12,,,,
04.02.2020 17:00,-3.8,656.5,774.7,,41,Wind blowing from the south,2,,5,no clouds, ,,,-17.0,-3.4,,,,,,30.0,-15.4,No precipitation,6,,,,
04.02.2020 14:00,-5.2,657.1,774.9,,40,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-4.9,,,,,,30.0,-16.7,No precipitation,12,,,,
04.02.2020 11:00,-5.6,657.7,774.9,,36,Wind blowing from the north-east,2,,,no clouds, ,,,-17.0,-5.1,,,,,,24.0,-18.3,No precipitation,6,,,,
04.02.2020 08:00,-15.5,656.6,775.9,1.0,64,Wind blowing from the west-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-5.1,,,,,,1.1,-20.8,No precipitation,12,,,,
04.02.2020 05:00,-16.7,655.6,774.2,,71,Wind blowing from the north-east,1,,4,, ,,,-19.7,-5.1,,,,,,9.0,-20.7,No precipitation,6,,,,
04.02.2020 02:00,-13.3,655.4,773.3,,57,Wind blowing from the east-northeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-5.1,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
03.02.2020 23:00,-9.8,654.9,772.6,,50,Wind blowing from the north-east,2,,4,, ,,,,-5.1,,,,,,15.0,-18.3,No precipitation,6,,,,
03.02.2020 20:00,-9.4,654.1,773.2,0.6,59,Wind blowing from the north-east,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-5.1,,,,,,6.0,-16.1,No precipitation,12,,,,
03.02.2020 17:00,-6.3,653.5,772.3,,44,Wind blowing from the south-southwest,2,,4,no clouds, ,,,-19.7,-5.1,,,,,,18.0,-16.8,No precipitation,6,,,,
03.02.2020 14:00,-6.8,653.7,772.1,,41,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-6.6,,,,,,30.0,-17.9,No precipitation,12,,,,
03.02.2020 11:00,-10.0,655.0,774.1,,42,Wind blowing from the south-east,2,,4,no clouds, ,,,-19.7,-7.8,,,,,,25.0,-20.5,No precipitation,6,,,,
03.02.2020 08:00,-16.4,655.0,775.3,-0.2,60,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-7.8,,,,,,9.0,-22.4,No precipitation,12,,,,
03.02.2020 05:00,-18.8,655.2,775.0,,67,Wind blowing from the east-northeast,1,,5,, ,,,-19.4,-7.8,,,,,,14.0,-23.4,No precipitation,6,,,,
03.02.2020 02:00,-16.6,656.4,775.9,,64,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-7.8,,,2500 or more  or no clouds.,,,27.0,-21.8,No precipitation,12,,,,
02.02.2020 23:00,-15.0,657.7,778.0,,62,Wind blowing from the north-east,2,,7,, ,,,-15.4,-7.8,,,,,,23.0,-20.8,No precipitation,6,,,,
02.02.2020 20:00,-14.0,658.6,779.3,0.0,65,Wind blowing from the north-west,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-7.8,,,,,,30.0,-19.3,No precipitation,12,,,,
02.02.2020 17:00,-9.0,658.6,777.4,,48,Wind blowing from the south,3,,7,no clouds, ,,,-15.1,-5.1,,,,,,30.0,-18.0,No precipitation,6,,,,
02.02.2020 14:00,-9.0,659.4,778.5,-1.3,39,Wind blowing from the west-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-3.9,,,,,,30.0,-20.4,No precipitation,12,,,,
02.02.2020 11:00,-12.8,660.7,781.0,,55,Wind blowing from the north-west,3,,9,no clouds, ,,,-15.1,,,,,,,30.0,-20.0,No precipitation,6,,,,
02.02.2020 08:00,-15.0,659.2,779.0,1.7,73,Wind blowing from the north,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-3.9,,,,,,27.0,-18.8,No precipitation,12,,,,
02.02.2020 05:00,-12.0,657.5,775.1,,74,Wind blowing from the north-northwest,3,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,-17.1,-3.9,,,,,,22.0,-15.7,No precipitation,6,,,,
02.02.2020 02:00,-13.0,656.2,773.6,0.0,68,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-3.9,,,2500 or more  or no clouds.,,,10.0,-17.8,No precipitation,12,,,,
01.02.2020 23:00,-13.1,656.2,774.3,,70,Wind blowing from the south-east,1,,4,,Haze. ,,,-17.1,-3.9,,,,,,4.4,-17.4,No precipitation,6,,,,
01.02.2020 20:00,-9.9,655.8,775.1,,68,Wind blowing from the west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-3.9,,,,,,2.4,-14.7,No precipitation,12,,,,
01.02.2020 17:00,-5.0,654.8,772.8,,48,Wind blowing from the south-southeast,2,,4,20–30%., ,,,-17.1,-3.5,,,2500 or more  or no clouds.,,,25.0,-14.3,No precipitation,6,,,,
01.02.2020 14:00,-4.3,655.0,771.8,,45,Wind blowing from the south-west,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-2.4,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
01.02.2020 11:00,-6.9,656.4,773.6,,42,Wind blowing from the east-southeast,1,,5,70 – 80%., ,,,-17.1,-2.4,,,2500 or more  or no clouds.,,,17.0,-17.7,No precipitation,6,,,,
01.02.2020 08:00,-15.7,656.5,775.3,,70,Calm  no wind,0,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-2.4,,,2500 or more  or no clouds.,,,6.0,-19.9,No precipitation,12,,,,
01.02.2020 05:00,-15.6,656.5,774.4,,74,Wind blowing from the north-east,1,,6,, ,,,-16.5,-2.4,,,,,,13.0,-19.2,No precipitation,6,,,,
01.02.2020 02:00,-11.2,657.1,774.1,-0.6,57,Wind blowing from the north-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-2.4,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
31.01.2020 23:00,-9.5,657.7,774.8,,51,Wind blowing from the north-east,2,,6,, ,,,-16.5,-2.4,,,,,,30.0,-17.8,No precipitation,6,,,,
31.01.2020 20:00,-7.0,657.4,776.4,,42,Wind blowing from the north-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-2.4,,,,,,16.0,-17.8,No precipitation,12,,,,
31.01.2020 17:00,-3.5,656.3,774.0,,38,Wind blowing from the north-east,3,,6,no clouds, ,,,-16.5,-2.4,,,,,,29.0,-15.8,No precipitation,6,,,,
31.01.2020 14:00,-3.4,656.3,773.9,-1.1,41,Wind blowing from the north,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-3.3,,,,,,30.0,-14.8,No precipitation,12,,,,
31.01.2020 11:00,-5.3,657.4,775.6,,53,Wind blowing from the north-west,0,,3,no clouds, ,,,-16.5,-5.3,,,,,,9.0,-13.4,No precipitation,6,,,,
31.01.2020 08:00,-16.2,656.2,776.3,,72,Wind blowing from the east-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-7.5,,,,,,5.0,-20.1,No precipitation,12,,,,
31.01.2020 05:00,-14.8,655.3,774.1,,76,Wind blowing from the north-east,1,,,, ,,,-16.2,-7.5,,,,,,16.0,-18.2,No precipitation,6,,,,
31.01.2020 02:00,-14.6,655.3,773.8,0.3,78,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-7.5,,,2500 or more  or no clouds.,,,2.2,-17.7,No precipitation,12,,,,
30.01.2020 23:00,-14.4,655.0,773.3,,84,Wind blowing from the north-east,1,,4,,Mist. ,,,-15.0,-7.5,,,,,,1.9,-16.6,No precipitation,6,,,,
30.01.2020 20:00,-12.5,654.7,773.8,,85,Wind blowing from the south,0,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-7.5,,,,,,1.4,-14.5,No precipitation,12,,,,
30.01.2020 17:00,-9.1,654.0,772.1,,77,Wind blowing from the south-southeast,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-6.1,,,,,,2.8,-12.4,No precipitation,6,,,,
30.01.2020 14:00,-8.2,654.6,772.9,-1.1,70,Wind blowing from the south,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-3.9,,,,,,5.0,-12.7,No precipitation,12,,,,
30.01.2020 11:00,-7.7,655.7,773.3,,72,Wind blowing from the south-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-3.7,,,,,,5.0,-12.0,No precipitation,6,,,,
30.01.2020 08:00,-13.2,655.4,774.2,,83,Wind blowing from the east-northeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-3.7,,,,,,2.7,-15.5,No precipitation,12,,,,
30.01.2020 05:00,-13.0,655.5,773.2,,83,Wind blowing from the north-east,2,,,,Mist. ,,,-16.1,-3.7,,,,,,6.0,-15.3,No precipitation,6,,,,
30.01.2020 02:00,-14.3,656.3,774.1,-0.8,84,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-3.7,,,2500 or more  or no clouds.,,,2.8,-16.4,No precipitation,12,,,,
29.01.2020 23:00,-10.8,657.1,774.6,,82,Wind blowing from the north-east,2,,4,,Mist. ,,,-16.1,-3.7,,,,,,4.1,-13.3,No precipitation,6,,,,
29.01.2020 20:00,-10.4,657.5,777.4,0.4,83,Wind blowing from the north,0,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-3.7,,,,,,1.5,-12.7,No precipitation,12,,,,
29.01.2020 17:00,-6.0,657.1,775.0,,71,Wind blowing from the south,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-3.7,,,,,,5.0,-10.4,No precipitation,6,,,,
29.01.2020 14:00,-4.3,657.3,775.0,-0.7,64,Wind blowing from the south,2,,3,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-2.8,,,,,,8.0,-10.1,No precipitation,12,,,,
29.01.2020 11:00,-6.3,658.0,776.1,,67,Wind blowing from the south-east,1,,2,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-2.8,,,,,,7.0,-11.4,No precipitation,6,,,,
29.01.2020 08:00,-15.9,657.4,777.3,0.3,79,Wind blowing from the east-southeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,,,,,,,1.5,-18.7,No precipitation,12,,,,
29.01.2020 05:00,-13.0,657.1,774.6,,84,Wind blowing from the west-southwest,1,,2,,Mist. ,,,-15.1,-2.8,,,,,,4.7,-15.1,No precipitation,6,,,,
29.01.2020 02:00,-13.6,657.4,775.0,,85,Wind blowing from the north-east,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-2.8,,,2500 or more  or no clouds.,,,3.3,-15.6,No precipitation,12,,,,
28.01.2020 23:00,-12.6,657.4,775.3,,85,Wind blowing from the west-southwest,1,,3,,Mist. ,,,-15.0,-2.8,,,,,,1.2,-14.6,No precipitation,6,,,,
28.01.2020 20:00,-10.7,657.2,776.6,0.9,82,Wind blowing from the south-southeast,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-2.8,,,2500 or more  or no clouds.,,,2.1,-13.2,No precipitation,12,,,,
28.01.2020 17:00,-4.3,656.3,774.1,,71,Wind blowing from the south-southwest,2,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-2.8,,,2500 or more  or no clouds.,,,4.7,-8.8,No precipitation,6,,,,
28.01.2020 14:00,-3.6,655.8,773.1,,69,Wind blowing from the south-southwest,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-2.5,,,,,,5.0,-8.6,No precipitation,12,,,,
28.01.2020 11:00,-5.5,656.3,773.7,,67,Wind blowing from the south-southeast,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-2.5,,,,,,3.2,-10.7,No precipitation,6,,,,
28.01.2020 08:00,-14.2,655.4,774.1,0.1,84,Wind blowing from the east-northeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-2.5,,,,,,3.9,-16.3,No precipitation,12,,,,
28.01.2020 05:00,-14.7,655.3,772.9,,84,Wind blowing from the north-northeast,0,,,,Mist. ,,,-14.9,-2.5,,,,,,2.4,-16.8,No precipitation,6,,,,
28.01.2020 02:00,-13.5,655.8,772.9,,83,Wind blowing from the north-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-2.5,,,2500 or more  or no clouds.,,,1.5,-15.8,No precipitation,12,,,,
27.01.2020 23:00,-11.7,655.6,772.9,,85,Wind blowing from the east-southeast,1,,3,,Mist. ,,,-13.8,-2.5,,,,,,1.2,-13.7,No precipitation,6,,,,
27.01.2020 20:00,-8.8,655.5,774.0,0.3,87,Wind blowing from the east-southeast,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-2.5,,,2500 or more  or no clouds.,,,1.0,-10.6,No precipitation,12,,,,
27.01.2020 17:00,-4.1,655.2,772.0,,77,Wind blowing from the south-east,2,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-2.0,,,2500 or more  or no clouds.,,,4.1,-7.5,No precipitation,6,,,,
27.01.2020 14:00,-2.8,655.3,771.7,-1.0,64,Wind blowing from the south-southwest,2,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-0.7,,,2500 or more  or no clouds.,,,4.3,-8.7,No precipitation,12,,,,
27.01.2020 11:00,-5.5,656.3,773.8,,56,Wind blowing from the south,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-0.7,,,,,,2.1,-12.9,No precipitation,6,,,,
27.01.2020 08:00,-13.7,655.9,773.9,0.1,81,Wind blowing from the north,0,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-0.7,,,2500 or more  or no clouds.,,,3.9,-16.3,No precipitation,12,,,,
27.01.2020 05:00,-11.4,655.8,772.2,,76,Wind blowing from the north-east,1,,,,Haze. ,,,-16.1,-0.7,,,,,,4.9,-14.8,No precipitation,6,,,,
27.01.2020 02:00,-11.0,656.5,772.8,-0.6,76,Wind blowing from the east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-0.7,,,2500 or more  or no clouds.,,,2.5,-14.4,No precipitation,12,,,,
