Local time in Chuxiong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.02.2020 08:00,3.0,614.1,763.9,0.8,79,Wind blowing from the west-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,17.0,,,,,,21.0,-0.3,No precipitation,12,,,,
04.02.2020 05:00,4.5,613.3,761.5,,74,Wind blowing from the west-southwest,1,,,, ,,,4.5,17.0,,,,,,25.0,0.3,No precipitation,6,,,,
04.02.2020 02:00,6.7,613.8,762.0,,62,Wind blowing from the north-west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,17.0,,,2500 or more  or no clouds.,,,30.0,-0.1,No precipitation,12,,,,
03.02.2020 20:00,13.3,612.7,761.2,0.9,36,Wind blowing from the south,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,17.0,,,2500 or more  or no clouds.,,,30.0,-1.4,No precipitation,12,,,,
03.02.2020 17:00,16.4,611.8,759.4,,26,Wind blowing from the west-southwest,6,,,40%., ,,,5.3,17.0,,,1000-1500,,,30.0,-3.1,No precipitation,6,,,,
03.02.2020 14:00,14.7,612.9,760.6,-2.2,31,Wind blowing from the west,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,18.3,,,1000-1500,,,30.0,-2.2,No precipitation,12,,,,
03.02.2020 11:00,12.7,615.1,763.1,,35,Wind blowing from the west,4,,9,10%  or less  but not 0, ,,,5.3,18.3,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,30.0,-2.4,No precipitation,6,,,,
03.02.2020 08:00,6.1,614.3,763.0,1.4,72,Wind blowing from the west,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,18.3,,,1000-1500,,,28.0,1.4,No precipitation,12,,,,
03.02.2020 05:00,5.7,612.9,760.7,,74,Calm  no wind,0,,,, ,,,3.9,18.3,,,,,,30.0,1.4,No precipitation,6,,,,
03.02.2020 02:00,7.7,613.9,761.2,,67,Wind blowing from the north-west,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,18.3,,,2500 or more  or no clouds.,,,30.0,1.8,No precipitation,12,,,,
02.02.2020 20:00,13.9,613.0,762.0,1.2,35,Wind blowing from the south-southwest,2,,14,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,18.3,,,1000-1500,,,30.0,-1.3,No precipitation,12,,,,
02.02.2020 17:00,16.2,611.8,759.5,,25,Wind blowing from the west-southwest,6,,14,60%., ,,,3.9,18.3,,,1000-1500,,,30.0,-3.8,No precipitation,6,,,,
02.02.2020 14:00,17.2,612.8,760.0,-2.4,25,Wind blowing from the west-southwest,4,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,17.2,,,1000-1500,,,30.0,-3.0,No precipitation,12,,,,
02.02.2020 11:00,11.9,615.2,763.9,,53,Wind blowing from the north-northeast,1,,3,20–30%., ,,,3.9,16.8,,,1000-1500,,,19.0,2.6,No precipitation,6,,,,
02.02.2020 08:00,4.0,614.2,763.8,0.7,81,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,16.8,,,,,,25.0,1.0,No precipitation,12,,,,
02.02.2020 05:00,5.3,613.5,761.8,,75,Wind blowing from the west,1,,10,, ,,,3.8,16.8,,,,,,27.0,1.2,No precipitation,6,,,,
02.02.2020 02:00,6.8,613.7,761.7,,68,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,16.8,,,2500 or more  or no clouds.,,,29.0,1.3,No precipitation,12,,,,
01.02.2020 20:00,13.2,612.6,761.7,0.8,39,Wind blowing from the south-west,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,16.8,,,,,,30.0,-0.4,No precipitation,12,,,,
01.02.2020 17:00,15.4,611.8,759.6,,35,Wind blowing from the west-southwest,5,,11,60%., ,,,3.8,16.8,,,1000-1500,,,30.0,0.0,No precipitation,6,,,,
01.02.2020 14:00,15.4,612.8,760.5,-1.4,37,Wind blowing from the south-west,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,15.9,,,1000-1500,,,30.0,0.8,0.1,12,,,,
01.02.2020 11:00,11.9,614.2,762.7,,49,Wind blowing from the west,2,,8,10%  or less  but not 0, ,,,3.8,14.6,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,19.0,1.5,0.1,6,,,,
01.02.2020 08:00,4.1,613.4,763.6,0.6,95,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,14.6,,,1000-1500,,,7.0,3.4,0.1,12,,,,
01.02.2020 05:00,5.6,612.8,761.3,,90,Wind blowing from the north,1,,10,, ,,,5.1,14.6,,,,,,15.0,4.1,No precipitation,6,,,,
01.02.2020 02:00,7.1,613.0,761.2,,85,Wind blowing from the west-southwest,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,14.6,,,2500 or more  or no clouds.,,,21.0,4.8,No precipitation,12,,,,
31.01.2020 20:00,10.0,612.3,761.9,0.9,72,Wind blowing from the south-southeast,1,,11,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,14.6,,,2500 or more  or no clouds.,,,29.0,5.2,Trace of precipitation,12,,,,
31.01.2020 17:00,14.0,611.4,759.2,,45,Wind blowing from the south-west,4,,,70 – 80%., ,,,5.1,14.6,,,1000-1500,,,30.0,2.3,No precipitation,6,,,,
31.01.2020 14:00,13.7,612.1,759.9,-1.8,48,Wind blowing from the south,6,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,14.8,,,1000-1500,,,30.0,2.9,No precipitation,12,,,,
31.01.2020 11:00,11.8,613.9,762.3,,57,Wind blowing from the east-southeast,1,,,no clouds, ,,,5.1,14.8,,,,,,27.0,3.6,No precipitation,6,,,,
31.01.2020 08:00,5.2,613.0,762.7,0.9,90,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,14.8,,,,,,20.0,3.7,No precipitation,12,,,,
31.01.2020 05:00,6.7,612.1,760.1,,85,Wind blowing from the south-southeast,2,,7,, ,,,6.4,14.8,,,,,,25.0,4.4,No precipitation,6,,,,
31.01.2020 02:00,7.8,612.6,760.8,,81,Wind blowing from the south-southwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,14.8,,,2500 or more  or no clouds.,,,29.0,4.7,No precipitation,12,,,,
30.01.2020 20:00,10.2,612.0,761.2,1.1,61,Wind blowing from the south,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,14.8,,,,,,30.0,3.0,No precipitation,12,,,,
30.01.2020 17:00,13.7,610.9,758.8,,41,Wind blowing from the south-west,3,,,70 – 80%., ,,,6.4,14.8,,,1000-1500,,,30.0,0.7,No precipitation,6,,,,
30.01.2020 14:00,12.6,612.8,761.2,-2.4,46,Wind blowing from the south-southwest,6,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,14.0,,,1000-1500,,,30.0,1.3,No precipitation,12,,,,
30.01.2020 11:00,8.6,615.2,765.3,,68,Wind blowing from the south,3,,6,70 – 80%., ,,,5.8,,,,1000-1500,,,27.0,3.0,No precipitation,6,,,,
30.01.2020 08:00,6.4,614.4,764.7,0.6,84,Wind blowing from the south-southeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,,,,1000-1500,,,21.0,3.9,No precipitation,12,,,,
30.01.2020 05:00,6.5,613.8,762.9,,80,Wind blowing from the south-southeast,2,,6,, ,,,2.9,14.0,,,,,,23.0,3.3,No precipitation,6,,,,
30.01.2020 02:00,7.1,614.8,763.9,,79,Wind blowing from the south-southwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,14.0,,,2500 or more  or no clouds.,,,24.0,3.7,No precipitation,12,,,,
29.01.2020 20:00,8.3,614.0,765.1,1.2,76,Wind blowing from the south-east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,14.0,,,2500 or more  or no clouds.,,,29.0,4.3,No precipitation,12,,,,
29.01.2020 17:00,11.8,612.8,762.3,,52,Wind blowing from the south,4,,7,90  or more  but not 100%, ,,,2.9,14.0,,,,,,30.0,2.3,No precipitation,6,,,,
29.01.2020 14:00,12.3,614.1,762.9,-1.9,50,Wind blowing from the south-east,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,12.3,,,1000-1500,,,30.0,2.2,No precipitation,12,,,,
29.01.2020 11:00,5.7,616.0,766.9,,81,Wind blowing from the west,1,,3,100%., ,,,2.9,12.4,,,1000-1500,,,13.0,2.7,No precipitation,6,,,,
29.01.2020 08:00,3.3,614.5,765.4,1.0,88,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,12.4,,,1000-1500,,,23.0,1.5,No precipitation,12,,,,
29.01.2020 05:00,4.3,613.5,763.6,,85,Wind blowing from the west,1,,4,, ,,,2.8,12.4,,,,,,25.0,2.0,No precipitation,6,,,,
29.01.2020 02:00,7.2,613.6,762.5,,74,Wind blowing from the north-west,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,12.4,,,2500 or more  or no clouds.,,,29.0,2.9,No precipitation,12,,,,
28.01.2020 20:00,9.2,611.8,762.1,1.3,62,Wind blowing from the south-southwest,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,12.4,,,2500 or more  or no clouds.,,,30.0,2.3,No precipitation,12,,,,
28.01.2020 17:00,10.4,610.5,759.8,,54,Wind blowing from the south,2,,10,100%., ,,,2.8,13.5,,,1000-1500,,,30.0,1.5,No precipitation,6,,,,
28.01.2020 14:00,11.5,611.2,760.0,-1.3,46,Wind blowing from the south-southwest,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,14.9,,,1000-1500,,,30.0,0.3,No precipitation,12,,,,
28.01.2020 11:00,6.2,612.5,762.3,,69,Calm  no wind,0,,,90  or more  but not 100%, ,,,2.8,,,,1000-1500,,,25.0,0.9,No precipitation,6,,,,
28.01.2020 08:00,2.9,611.2,760.9,0.8,80,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,14.9,,,2500 or more  or no clouds.,,,30.0,-0.2,No precipitation,12,,,,
28.01.2020 05:00,4.2,610.4,758.9,,80,Wind blowing from the north-west,1,,8,, ,,,1.0,14.9,,,,,,30.0,1.1,No precipitation,6,,,,
28.01.2020 02:00,5.8,610.9,759.1,,76,Wind blowing from the north,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,14.9,,,2500 or more  or no clouds.,,,30.0,1.9,No precipitation,12,,,,
27.01.2020 20:00,11.0,609.1,758.8,1.2,52,Wind blowing from the south,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,14.9,,,2500 or more  or no clouds.,,,30.0,1.5,No precipitation,12,,,,
27.01.2020 17:00,13.4,607.9,756.4,,36,Wind blowing from the south-southwest,5,,,70 – 80%., ,,,1.0,14.9,,,1000-1500,,,30.0,-1.4,No precipitation,6,,,,
27.01.2020 14:00,13.2,609.5,757.7,-2.4,37,Wind blowing from the south-southwest,5,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,13.7,,,1000-1500,,,30.0,-1.2,No precipitation,12,,,,
27.01.2020 11:00,8.3,611.9,761.5,,63,Wind blowing from the east,1,,2,no clouds, ,,,1.0,13.3,,,,,,29.0,1.5,No precipitation,6,,,,
27.01.2020 08:00,1.2,610.9,761.6,0.4,89,Wind blowing from the west-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,13.3,,,,,,23.0,-0.4,No precipitation,12,,,,
27.01.2020 05:00,2.4,610.5,759.6,,87,Wind blowing from the west,1,,7,, ,,,2.4,13.3,,,,,,30.0,0.5,No precipitation,6,,,,
27.01.2020 02:00,4.7,611.2,760.7,,77,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,13.3,,,2500 or more  or no clouds.,,,30.0,1.0,No precipitation,12,,,,
26.01.2020 20:00,8.9,610.7,760.6,,58,Wind blowing from the east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,13.3,,,,,,30.0,0.9,No precipitation,12,,,,
26.01.2020 17:00,13.0,610.2,758.7,,39,Wind blowing from the south-southeast,3,,6,no clouds, ,,,4.1,13.3,,,,,,30.0,-0.6,No precipitation,6,,,,
26.01.2020 14:00,10.2,612.4,762.1,-2.4,47,Wind blowing from the east-northeast,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,11.2,,,1000-1500,,,30.0,-0.6,No precipitation,12,,,,
26.01.2020 11:00,8.2,614.8,765.6,,61,Wind blowing from the east,1,,3,90  or more  but not 100%, ,,,4.1,11.2,,,,,,23.0,1.1,No precipitation,6,,,,
26.01.2020 08:00,4.1,613.8,764.9,0.5,81,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,11.2,,,1000-1500,,,13.0,1.1,No precipitation,12,,,,
26.01.2020 05:00,4.4,613.3,763.0,,81,Wind blowing from the north,1,,5,, ,,,2.8,11.2,,,,,,15.0,1.3,No precipitation,6,,,,
26.01.2020 02:00,4.6,614.1,764.7,,77,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,11.2,,,2500 or more  or no clouds.,,,20.0,0.9,,,,,,
25.01.2020 20:00,7.2,612.1,763.1,,70,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,11.2,,,2500 or more  or no clouds.,,,30.0,2.1,0.1,12,,,,
25.01.2020 17:00,11.0,610.8,760.1,,52,Wind blowing from the south-east,2,,,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,16.1,,,1000-1500,,,30.0,1.5,0.1,6,,,,
